,Unnamed: 0,error_type,Negative transfer?,Likely reason for mistake,correct_sentence,correct_trigram_ud,incorrect_sentence,incorrect_trigram_ud,type_and_trigram_ud,nlt,result
1061,25,MV,True,Chinese conventions conflict with English	,"One day, I passed by a river in accident , . I saw there were a lot of people playing in the river. Suddenly, I heard a cry of ""Help, help"" in the distance. In a while , lots of passed-by passersby crowded at the river-side riverside . To my surprise, nobody went in to save that boy who was shouting, but just stood there, like lots of "" champ "". I started thinking about it , after . After all, either had I never done this task before, or trained . I | was just 15 years old. Finally, I jumped into the river , . I really knew that was dangerous, but I didn't think about anything except ""justify"" this word . I also really hated those people who stood there all the time. ",VERB ADV NUM,"One day, I passed by a river in accident , . I saw there were a lot of people playing in the river. Suddenly, I heard a cry of ""Help, help"" in the distance. In a while , lots of passed-by passersby crowded at the river-side riverside . To my surprise, nobody went in to save that boy who was shouting, but just stood there, like lots of "" champ "". I started thinking about it , after . After all, either had I never done this task before, or trained . I | just 15 years old. Finally, I jumped into the river , . I really knew that was dangerous, but I didn't think about anything except ""justify"" this word . I also really hated those people who stood there all the time. ",ADV NUM NOUN,MV ADV NUM NOUN,True,True
1062,26,MV,True,Chinese conventions conflict with English	,"As I was asked, I spoke to a number of students about their opinions concerning this short video. I found that most of them suggested that four lessons should be filmed, which | are as follow: ",VERB ADP NOUN,"As I was asked, I spoke to a number of students about their opinions concerning this short video. I found that most of them suggested that four lessons should be filmed, which | as follow: ",ADP NOUN PUNCT,MV ADP NOUN PUNCT,False,False
1063,27,MV,True,Chinese conventions conflict with English	,"3. Listening , it . It | is really helpful for improving your listening and understanding. ",VERB ADV ADJ,"3. Listening , it . It | really helpful for improving your listening and understanding. ",ADV ADJ ADP,MV ADV ADJ ADP,False,False
1064,29,MV,True,Chinese conventions conflict with English	,"2. Teachers help students with their problems. If you have a problem studying, | try asking the teachers about which is the best way to study. ",VERB VERB DET,"2. Teachers help students with their problems. If you have a problem studying, | asking the teachers about which is the best way to study. ",VERB DET NOUN,MV VERB DET NOUN,True,True
1065,30,MV,True,Chinese conventions conflict with English	,"Concerning accommodation, I prefer tents to log cabins. Tents are very easy to carry and | can go everywhere. What's more, in my opinion they are very romantic. ",VERB VERB ADV,"Concerning accommodation, I prefer tents to log cabins. Tents are very easy to carry and | go everywhere. What's more, in my opinion they are very romantic. ",VERB ADV PUNCT,MV VERB ADV PUNCT,True,True
1066,31,MV,True,Missing modal,The aim of this report is to suggest which lessons and lessons | should be filmed for a short video. In order to write the report I interviewed about one hundred students who are studying in our English class.,VERB VERB VERB,The aim of this report is to suggest which lessons and lessons | be filmed for a short video. In order to write the report I interviewed about one hundred students who are studying in our English class.,VERB VERB ADP,MV VERB VERB ADP,True,True
1067,32,MV,True,Chinese conventions conflict with English	,It is a pleasure to write to you and we want to thank you for organising a school trip to London. We have seen the programme and we all think it will be enjoyable. Especially to the science museum because we | are all doing science in school.,VERB DET VERB,It is a pleasure to write to you and we want to thank you for organising a school trip to London. We have seen the programme and we all think it will be enjoyable. Especially to the science museum because we | all doing science in school.,DET VERB NOUN,MV DET VERB NOUN,False,False
1068,33,MV,True,Chinese conventions conflict with English	,"First of all, July is the only month I can travel, because I have got exams at school and I won't finish them until the last day of June. And in August, I have to go back to school to do some class work and I have got a camp to organise. So I would like to travel in July. Secondly, I would prefer the accommodation | to be in tents. Since I haven't been camping in tents I would like to take this chance to feel and experience what it is like. ",PART VERB ADP,"First of all, July is the only month I can travel, because I have got exams at school and I won't finish them until the last day of June. And in August, I have to go back to school to do some class work and I have got a camp to organise. So I would like to travel in July. Secondly, I would prefer the accommodation | in tents. Since I haven't been camping in tents I would like to take this chance to feel and experience what it is like. ",ADP NOUN PUNCT,MV ADP NOUN PUNCT,False,False
1069,34,MV,False,Chinese can express the statement with or without the missing verb,"As for the accommodation, I would like to stay in a log cabin because I hate sleeping in tents. I stayed in a tent once when I had my Duke of Edinburgh walk. I felt really uncomfortable in the tent. Secondly, I would like to have a chance to do singing and swimming while I am at the Camp. I am keen on singing and I have won several singing competitions at school. I have chosen swimming because it is my favourite sport. I enjoy doing it very much. I note that all accommodation and travel costs are paid , but does it include my expenses in California? Lastly, I would like to know what the weather in California | is like and what type of clothes I have to bring. ",VERB ADP CCONJ,"As for the accommodation, I would like to stay in a log cabin because I hate sleeping in tents. I stayed in a tent once when I had my Duke of Edinburgh walk. I felt really uncomfortable in the tent. Secondly, I would like to have a chance to do singing and swimming while I am at the Camp. I am keen on singing and I have won several singing competitions at school. I have chosen swimming because it is my favourite sport. I enjoy doing it very much. I note that all accommodation and travel costs are paid , but does it include my expenses in California? Lastly, I would like to know what the weather in California | like and what type of clothes I have to bring. ",ADP CCONJ DET,MV ADP CCONJ DET,False,True
1070,35,MV,True,Noun following the verb is the verb in Chinese,"You mentioned the rules at home and at school in the letter. This reminds me of what I experienced during my teenage years. In my country the children go to secondary school when they are in the first year of being a teenager. You know, this age is the troublesome age, boys have too much energy and girls want to fall in love with someone. They always annoy the schoolteacher and their parents. As a result of this, the teachers make very strict rules at school, such as students aren't allowed to speak to each other in class. They have to finish homework within a limited time. They cannot oppose the teacher, girls are not allowed to | wear make-up or wear any jewellery. At home, in my experience, my parents didn't allow me to go out in the evening and gave me a lot of homework to do, even in the holiday. They also forbade me to have a boyfriend. I think it is not just what happened in my home, many of my friends had the same experience. ",VERB VERB PUNCT,"You mentioned the rules at home and at school in the letter. This reminds me of what I experienced during my teenage years. In my country the children go to secondary school when they are in the first year of being a teenager. You know, this age is the troublesome age, boys have too much energy and girls want to fall in love with someone. They always annoy the schoolteacher and their parents. As a result of this, the teachers make very strict rules at school, such as students aren't allowed to speak to each other in class. They have to finish homework within a limited time. They cannot oppose the teacher, girls are not allowed to | make-up or wear any jewellery. At home, in my experience, my parents didn't allow me to go out in the evening and gave me a lot of homework to do, even in the holiday. They also forbade me to have a boyfriend. I think it is not just what happened in my home, many of my friends had the same experience. ",VERB PUNCT PART,MV VERB PUNCT PART,True,True
1071,36,MV,True,Chinese conventions conflict with English	,"I am writing to you about your advertisement for the ""London Fashion"" and ""Leisure Show"". Thank you for organising this excellent programme, especially the Leisure show, which | is very interesting to us. So all of our class would like to go to the show during their three days in London. But there is a problem which I hope you can solve. ",VERB ADV ADJ,"I am writing to you about your advertisement for the ""London Fashion"" and ""Leisure Show"". Thank you for organising this excellent programme, especially the Leisure show, which | very interesting to us. So all of our class would like to go to the show during their three days in London. But there is a problem which I hope you can solve. ",ADV ADJ ADP,MV ADV ADJ ADP,False,False
1072,37,MV,True,Chinese conventions conflict with English	,Women always enjoy shopping. But a lot of inconveniences annoy them. So they said they do not always enjoy shopping. First of all the parking is not convenient and | is expensive. Sometimes you can't find a place to park your car. Sometimes you have to park your car in a further place then walk to the supermarket.,VERB ADJ PUNCT,Women always enjoy shopping. But a lot of inconveniences annoy them. So they said they do not always enjoy shopping. First of all the parking is not convenient and | expensive. Sometimes you can't find a place to park your car. Sometimes you have to park your car in a further place then walk to the supermarket.,ADJ PUNCT ADV,MV ADJ PUNCT ADV,False,False
1073,38,MV,True,Chinese does not have auxiliary verbs,"First of all, the performers should have been Danny Brook and Tina Truelove. However, there were two unknown actors in the show. I feel most disappointed about this. The show started at 20.15 but actually it should | have started at 19.30. Moreover, I bought a £20 ticket without any discount and the advertisement mentioned that a discount was available. And after the show, we went to visit the theatre restaurant. Unfortunately, it was closed because that day was their day-off. But I am wondering why it said we could visit the restaurant if you knew it would be closed. ",VERB VERB ADP,"First of all, the performers should have been Danny Brook and Tina Truelove. However, there were two unknown actors in the show. I feel most disappointed about this. The show started at 20.15 but actually it should | started at 19.30. Moreover, I bought a £20 ticket without any discount and the advertisement mentioned that a discount was available. And after the show, we went to visit the theatre restaurant. Unfortunately, it was closed because that day was their day-off. But I am wondering why it said we could visit the restaurant if you knew it would be closed. ",VERB ADP NUM,MV VERB ADP NUM,True,True
1074,39,MV,True,Chinese conventions conflict with English	,"On the whole, I feel disappointed about the event and I would | like to have my money back. I look forward to hearing your reply. Thank you. ",VERB PART VERB,"On the whole, I feel disappointed about the event and I would | to have my money back. I look forward to hearing your reply. Thank you. ",PART VERB DET,MV PART VERB DET,True,True
1075,40,MV,True,Chinese does not have auxiliary verbs,"Unfortunately, Pat wasn't very good at keeping secrets. , Pat is very smart and intelligent. She likes to talk to other people. She has an open-mind open mind . So, she | has got many friends. ",VERB VERB ADJ,"Unfortunately, Pat wasn't very good at keeping secrets. , Pat is very smart and intelligent. She likes to talk to other people. She has an open-mind open mind . So, she | got many friends. ",VERB ADJ NOUN,MV VERB ADJ NOUN,True,True
1076,41,MV,True,Missing modal,"I am a student at Portsmouth College and the end of this term is 23 June, so I can only travel in July. I wonder if it is all right to come at that time. And concerning my accommodation . , I | would prefer to stay in a log cabin, because it is more comfortable. I | would like to relax there and enjoy the atmosphere in which I will be living . ",VERB VERB PART,"I am a student at Portsmouth College and the end of this term is 23 June, so I can only travel in July. I wonder if it is all right to come at that time. And concerning my accommodation . , I | prefer to stay in a log cabin, because it is more comfortable. I | like to relax there and enjoy the atmosphere in which I will be living . ",VERB PART VERB,MV VERB PART VERB,True,True
1077,42,MV,True,Missing modal,"I am a student at Portsmouth College and the end of this term is 23 June, so I can only travel in July. I wonder if it is all right to come at that time. And concerning my accommodation . , I | would prefer to stay in a log cabin, because it is more comfortable. I | would like to relax there and enjoy the atmosphere in which I will be living . ",VERB VERB PART,"I am a student at Portsmouth College and the end of this term is 23 June, so I can only travel in July. I wonder if it is all right to come at that time. And concerning my accommodation . , I | prefer to stay in a log cabin, because it is more comfortable. I | like to relax there and enjoy the atmosphere in which I will be living . ",VERB PART VERB,MV VERB PART VERB,True,True
1078,43,MV,True,Chinese conventions conflict with English	,"Finally, we would like to ask you to think about our suggestion , the . The show would be fantastic , we . We would learn about the latest fashions, Leisure and sports wear, and also learn about how to make up . It's a great opportunity to learn more about fashion. Please, let us go to the show, because students are | admitted free. ",VERB ADJ PUNCT,"Finally, we would like to ask you to think about our suggestion , the . The show would be fantastic , we . We would learn about the latest fashions, Leisure and sports wear, and also learn about how to make up . It's a great opportunity to learn more about fashion. Please, let us go to the show, because students are | free. ",ADJ PUNCT _,MV ADJ PUNCT _,False,False
1079,44,MV,False,Missing word is important to the sentence,"When my parents told me the news, I was stunned, dazed. My dad began packing his things the very next day, | to move to his new apartment where he would live while waiting for the divorce papers and signing them . That period of my life was one of the worst. I went into a depression, and no matter who tried to make me feel better, I only felt worse. ",PART VERB ADP,"When my parents told me the news, I was stunned, dazed. My dad began packing his things the very next day, | to his new apartment where he would live while waiting for the divorce papers and signing them . That period of my life was one of the worst. I went into a depression, and no matter who tried to make me feel better, I only felt worse. ",ADP DET ADJ,MV ADP DET ADJ,False,True
1080,45,MV,True,Chinese conventions conflict with English	,"I have read the programme and I find it very appealing, especially because of the River trip to Greenwich. However, I have seen an advertisement for the London Fashion and Leisure Show and I was wondering if we could visit it. The show is going to be at the Central Exhibition Hall on the 14th of March from 10.00 to 19.00. There will be shown the latest fashions, leisure- and sports-wear, some make-up and also different hairstyles. The students are | admitted free so we won't have to pay for the visit. ",VERB ADJ ADP,"I have read the programme and I find it very appealing, especially because of the River trip to Greenwich. However, I have seen an advertisement for the London Fashion and Leisure Show and I was wondering if we could visit it. The show is going to be at the Central Exhibition Hall on the 14th of March from 10.00 to 19.00. There will be shown the latest fashions, leisure- and sports-wear, some make-up and also different hairstyles. The students are | free so we won't have to pay for the visit. ",ADJ ADP PRON,MV ADJ ADP PRON,False,False
1081,46,MV,True,Chinese conventions conflict with English	,"Shopping sounds very enjoyable and | is fantastic for women. You can find a lot of interesting things which were unexpected. Some people enjoy window shopping, but some people enjoy spending their money on clothes or shoes. Nowadays, in a family, shopping isn't a woman's job. ",VERB ADJ ADP,"Shopping sounds very enjoyable and | fantastic for women. You can find a lot of interesting things which were unexpected. Some people enjoy window shopping, but some people enjoy spending their money on clothes or shoes. Nowadays, in a family, shopping isn't a woman's job. ",ADJ ADP NOUN,MV ADJ ADP NOUN,False,False
1082,47,MV,True,Chinese conventions conflict with English	,"I was glad to hear the news from you and thank you very much! When you mentioned the period of my travelling I'm afraid I | am only free in July . Because , because I go on holiday in July, naturally, and I have two terms in June and August. Therefore, I hope that you can agree to a suitable arrangement between you and me. Furthermore, I would like to stay in log cabins, which I feel are a more American style of accommodation. In addition, it should not be too hot inside during July. ",VERB ADV ADJ,"I was glad to hear the news from you and thank you very much! When you mentioned the period of my travelling I'm afraid I | only free in July . Because , because I go on holiday in July, naturally, and I have two terms in June and August. Therefore, I hope that you can agree to a suitable arrangement between you and me. Furthermore, I would like to stay in log cabins, which I feel are a more American style of accommodation. In addition, it should not be too hot inside during July. ",ADV ADJ ADP,MV ADV ADJ ADP,False,False
1083,48,MV,True,Chinese conventions conflict with English	,"I was glad to hear the news from you and thank you very much! When you mentioned the period of my travelling I'm afraid I am only free in July . Because , because I go on holiday in July, naturally, and I have two terms in June and August. Therefore, I hope that you can agree to a suitable arrangement between you and me. Furthermore, I would like to stay in log cabins, which I feel are a more American style of accommodation. In addition, it should not | be too hot inside during July. ",VERB ADV ADJ,"I was glad to hear the news from you and thank you very much! When you mentioned the period of my travelling I'm afraid I am only free in July . Because , because I go on holiday in July, naturally, and I have two terms in June and August. Therefore, I hope that you can agree to a suitable arrangement between you and me. Furthermore, I would like to stay in log cabins, which I feel are a more American style of accommodation. In addition, it should not | too hot inside during July. ",ADV ADJ ADV,MV ADV ADJ ADV,False,False
1084,49,MV,True,Chinese conventions conflict with English	,"In my opinion, women really enjoy shopping. It seems a human activity during their spare time . However, we are going to change from the traditional system to ""e-shopping"". It is new for customers. With technology they can switch on the computer and click everything they want. Therefore, it looks like a service and | is also boring for the customer. I think most men dislike shopping. They are always waiting for a long time for women to finish their shopping. ",VERB ADV VERB,"In my opinion, women really enjoy shopping. It seems a human activity during their spare time . However, we are going to change from the traditional system to ""e-shopping"". It is new for customers. With technology they can switch on the computer and click everything they want. Therefore, it looks like a service and | also boring for the customer. I think most men dislike shopping. They are always waiting for a long time for women to finish their shopping. ",ADV VERB ADP,MV ADV VERB ADP,True,True
1085,50,MV,True,Chinese conventions conflict with English	,"Thanks for your last letter; I knew you would | be interested in my experience of helping at the pop concert last time , now . Now I will tell you about it. ",VERB ADJ ADP,"Thanks for your last letter; I knew you would | interested in my experience of helping at the pop concert last time , now . Now I will tell you about it. ",ADJ ADP DET,MV ADJ ADP DET,False,False
1086,51,MV,True,Chinese does not have auxiliary verbs,"Above is all the information you asked for , however . However , there are some things I'd like to know; the first is about the clothes , what . What kind of clothes | do I need to take with me? And another question is what are the prices of things like there, which I want to know so that I can make a better budget for my trip. ",VERB PRON VERB,"Above is all the information you asked for , however . However , there are some things I'd like to know; the first is about the clothes , what . What kind of clothes | I need to take with me? And another question is what are the prices of things like there, which I want to know so that I can make a better budget for my trip. ",PRON VERB PART,MV PRON VERB PART,True,True
1087,52,MV,False,Missing word is important to the sentence,"Even though I would like to travel, I am only available in July, because I am a high school student. Thus I have not got a long holiday. I just have one month . Personally, I would rather stay in log cabins than in tents. On account of the fact that staying in log cabins is much more interesting than | staying in tents. As far as two activities are concerned, I would choose singing and photography. I used to win a number of competitions in singing. I can sing plenty of songs . , which include English songs and the Japanese songs, and I have a part-time job singing at a restaurant. Although photography is not as good as singing, I am very interested in it. I have been studying photography since I was 15 years old. I got third prize in a competition last year and my level is professional now. Furthermore, I am going to enter a competition next year. ",VERB ADP NOUN,"Even though I would like to travel, I am only available in July, because I am a high school student. Thus I have not got a long holiday. I just have one month . Personally, I would rather stay in log cabins than in tents. On account of the fact that staying in log cabins is much more interesting than | in tents. As far as two activities are concerned, I would choose singing and photography. I used to win a number of competitions in singing. I can sing plenty of songs . , which include English songs and the Japanese songs, and I have a part-time job singing at a restaurant. Although photography is not as good as singing, I am very interested in it. I have been studying photography since I was 15 years old. I got third prize in a competition last year and my level is professional now. Furthermore, I am going to enter a competition next year. ",ADP NOUN PUNCT,MV ADP NOUN PUNCT,False,True
1088,53,MV,True,Chinese conventions conflict with English	,"As for the colours, I think metallic colours, especially silver, will be the most popular. As different kinds of fabrics will be invented &amp; and the clothings will never be just cotton as always been seen . Maybe paper can also be a fabric used to make clothing and for those who like to wear new clothes every day. They can be thrown away after wearing them and | are light enough to be carried around whenever you want to change what you're wearing. ",VERB ADJ ADV,"As for the colours, I think metallic colours, especially silver, will be the most popular. As different kinds of fabrics will be invented &amp; and the clothings will never be just cotton as always been seen . Maybe paper can also be a fabric used to make clothing and for those who like to wear new clothes every day. They can be thrown away after wearing them and | light enough to be carried around whenever you want to change what you're wearing. ",ADJ ADV PART,MV ADJ ADV PART,False,False
1089,54,MV,True,Chinese conventions conflict with English	,"First of all, when I went and bought my ticket, there was no discount, but in your advertisement it clearly said that discounts are available and as a result the ticket I bought | was more expensive. ",VERB ADV ADJ,"First of all, when I went and bought my ticket, there was no discount, but in your advertisement it clearly said that discounts are available and as a result the ticket I bought | more expensive. ",ADV ADJ PUNCT,MV ADV ADJ PUNCT,True,True
1090,0,CQ,True,Phrases map to the same Chinese phrase,"Although I enjoyed it, there were still some things that needed to be improved. For example, there were some concert halls which were too small to hold so | many people, the stars and artists were just from six countries, which is not enough for the audience. In addition, when you organize next year's international arts festival, could you arrange more plays and films . ? ",ADJ NOUN PUNCT,"Although I enjoyed it, there were still some things that needed to be improved. For example, there were some concert halls which were too small to hold so | much people, the stars and artists were just from six countries, which is not enough for the audience. In addition, when you organize next year's international arts festival, could you arrange more plays and films . ? ",ADJ NOUN PUNCT,CQ ADJ NOUN PUNCT,True,True
1091,1,RQ,True,Phrases map to the same Chinese phrase,"You mentioned the rules at home and at school in the letter. This reminds me of what I experienced during my teenage years. In my country the children go to secondary school when they are in the first year of being a teenager. You know, this age is the troublesome age, boys have too much energy and girls want to fall in love with someone. They always annoy the schoolteacher and their parents. As a result of this, the teachers make very strict rules at school, such as students aren't allowed to speak to each other in class. They have to finish homework within a limited time. They cannot oppose the teacher, girls are not allowed to wear make-up or wear any jewellery. At home, in my experience, my parents didn't allow me to go out in the evening and gave me | a lot of homework to do, even in the holiday. They also forbade me to have a boyfriend. I think it is not just what happened in my home, many of my friends had the same experience. ",DET NOUN ADP,"You mentioned the rules at home and at school in the letter. This reminds me of what I experienced during my teenage years. In my country the children go to secondary school when they are in the first year of being a teenager. You know, this age is the troublesome age, boys have too much energy and girls want to fall in love with someone. They always annoy the schoolteacher and their parents. As a result of this, the teachers make very strict rules at school, such as students aren't allowed to speak to each other in class. They have to finish homework within a limited time. They cannot oppose the teacher, girls are not allowed to wear make-up or wear any jewellery. At home, in my experience, my parents didn't allow me to go out in the evening and gave me | much homework to do, even in the holiday. They also forbade me to have a boyfriend. I think it is not just what happened in my home, many of my friends had the same experience. ",ADJ NOUN PART,RQ ADJ NOUN PART,True,True
1092,2,RQ,True,Phrases map to the same Chinese phrase,"Unfortunately, Pat wasn't very good at keeping secrets. He went to see the headmaster and told him | the whole truth. Tim was the one who threw the paper aeroplane at the headmaster and Jon was the one who said some bad words behind the headmaster's back after he punished Jon. The headmaster was extremely angry about it and he gave both students a heavy punishment, which was suspension from school for a week. ",DET ADJ NOUN,"Unfortunately, Pat wasn't very good at keeping secrets. He went to see the headmaster and told him | all the truth. Tim was the one who threw the paper aeroplane at the headmaster and Jon was the one who said some bad words behind the headmaster's back after he punished Jon. The headmaster was extremely angry about it and he gave both students a heavy punishment, which was suspension from school for a week. ",DET DET NOUN,RQ DET DET NOUN,False,False
1093,3,RQ,False,Wrong article used,"Finally, I decided to go to | another school and I will not tell any secret to anyone. ",DET NOUN CCONJ,"Finally, I decided to go to | the other school and I will not tell any secret to anyone. ",DET ADJ NOUN,RQ DET ADJ NOUN,False,True
1094,4,AGQ,True,Phrases map to the same Chinese phrase,"The world is changing every day. So, modern technology is needed to meet the requirement . Every single day, | a lot of modern technology is produced and it really affects our daily life. ",DET NOUN ADP,"The world is changing every day. So, modern technology is needed to meet the requirement . Every single day, | many modern technology is produced and it really affects our daily life. ",ADJ ADJ NOUN,AGQ ADJ ADJ NOUN,False,False
1095,5,UQ,False,Quantifier would not be used in this context in Chinese,"The most important development is the Internet , which is connected to the whole world's computers by | telephone lines. You can send a letter to your friend by e-mail instead of writing it on a piece of paper and sending it by post. It just takes you a few minutes. How convenient it is! There are also many more advantages , you . You can buy something in a supermarket by only a mail order , you . You don't need to leave your home. ",NOUN NOUN PUNCT,"The most important development is the Internet , which is connected to the whole world's computers by | some telephone lines. You can send a letter to your friend by e-mail instead of writing it on a piece of paper and sending it by post. It just takes you a few minutes. How convenient it is! There are also many more advantages , you . You can buy something in a supermarket by only a mail order , you . You don't need to leave your home. ",DET NOUN NOUN,UQ DET NOUN NOUN,False,True
1096,6,CQ,True,Phrases map to the same Chinese phrase,"The most important development is the Internet , which is connected to the whole world's computers by telephone lines. You can send a letter to your friend by e-mail instead of writing it on a piece of paper and sending it by post. It just takes you a few minutes. How convenient it is! There are also | many more advantages , you . You can buy something in a supermarket by only a mail order , you . You don't need to leave your home. ",ADJ ADJ NOUN,"The most important development is the Internet , which is connected to the whole world's computers by telephone lines. You can send a letter to your friend by e-mail instead of writing it on a piece of paper and sending it by post. It just takes you a few minutes. How convenient it is! There are also | much more advantages , you . You can buy something in a supermarket by only a mail order , you . You don't need to leave your home. ",ADV ADJ NOUN,CQ ADV ADJ NOUN,True,True
1097,7,AGQ,True,Phrases map to the same Chinese phrase,"Other than the Internet , there is also | a lot of modern technology which is changing our daily life. For example, we can go to Mars and do some research. So, we know much more about our universe. Some modern technology is also put into the transport system . For example, trains can go faster and aeroplanes can travel faster. ",DET NOUN ADP,"Other than the Internet , there is also | many modern technology which is changing our daily life. For example, we can go to Mars and do some research. So, we know much more about our universe. Some modern technology is also put into the transport system . For example, trains can go faster and aeroplanes can travel faster. ",ADJ ADJ NOUN,AGQ ADJ ADJ NOUN,False,False
1098,9,UQ,True,Chinese would use word in the given context,"But at | a party, their friends wanted to show their concern, and they went to ask about Nick and give him their sympathy. This made Nick very embarrassed and he felt hurt. Finally, they got separated. ",DET NOUN PUNCT,"But at | one a party, their friends wanted to show their concern, and they went to ask about Nick and give him their sympathy. This made Nick very embarrassed and he felt hurt. Finally, they got separated. ",NUM DET NOUN,UQ NUM DET NOUN,True,True
1099,10,RQ,True,Phrases map to the same Chinese phrase,"How are you? I went to the musical show ""Over the Rainbow"" at your theatre last week. I have got a few things to complain about regarding your theatre. The first thing is in your note it says that you have Danny Brook in the show. But in the show, there was another actor. I was so disappointed, because I came from far away to see Danny Broke. In the note it also says that the show starts at 19:30, and so I went in at 19:25. The show started at 20:15, which means it wasted one hour of my time. The note says that are discounts available there are discounts available on tickets , but I bought my ticket and your people told me that there is no discount on the tickets. When the show had finished . , I decided to go and visit your theatre restaurant , . But I went there and it was closed for some reason. I was really hungry and I went to | another restaurant as soon as I could. The note says that your perfect evening out, I thought I could get my money back, with your poor service and all my reasons, but it was not ask for money back . ",DET NOUN ADV,"How are you? I went to the musical show ""Over the Rainbow"" at your theatre last week. I have got a few things to complain about regarding your theatre. The first thing is in your note it says that you have Danny Brook in the show. But in the show, there was another actor. I was so disappointed, because I came from far away to see Danny Broke. In the note it also says that the show starts at 19:30, and so I went in at 19:25. The show started at 20:15, which means it wasted one hour of my time. The note says that are discounts available there are discounts available on tickets , but I bought my ticket and your people told me that there is no discount on the tickets. When the show had finished . , I decided to go and visit your theatre restaurant , . But I went there and it was closed for some reason. I was really hungry and I went to | other restaurant as soon as I could. The note says that your perfect evening out, I thought I could get my money back, with your poor service and all my reasons, but it was not ask for money back . ",ADJ NOUN ADV,RQ ADJ NOUN ADV,True,True
1100,11,RQ,True,Phrases map to the same Chinese phrase,I would like to ask for some information about what kind of clothes I have to wear and how | much you charge.,ADJ PRON VERB,I would like to ask for some information about what kind of clothes I have to wear and how | many you charge.,ADJ PRON VERB,RQ ADJ PRON VERB,False,False
1101,12,RQ,True,Phrases map to the same Chinese phrase,"I had an unpleasant experience. It was at lunchtime. Everybody had gone to buy lunch in the supermarket , in . In fact, nobody likes crowds and queues, especially not in the summertime. I was queuing in the middle of row . I chose this aisle because I thought it was quicker than the others. Although there were finished two people, next was me, something was happened . Suddenly the customer thought the receipt was not right , she . She did not buy a lot of things but the shop assistant did not make a mistake , they . They argued about this thing. The shop manager came to solve it. Obviously, I had to try | another aisle. It was the longest queue , I have ever been in. ",DET NOUN PUNCT,"I had an unpleasant experience. It was at lunchtime. Everybody had gone to buy lunch in the supermarket , in . In fact, nobody likes crowds and queues, especially not in the summertime. I was queuing in the middle of row . I chose this aisle because I thought it was quicker than the others. Although there were finished two people, next was me, something was happened . Suddenly the customer thought the receipt was not right , she . She did not buy a lot of things but the shop assistant did not make a mistake , they . They argued about this thing. The shop manager came to solve it. Obviously, I had to try | other aisle. It was the longest queue , I have ever been in. ",ADJ NOUN PUNCT,RQ ADJ NOUN PUNCT,True,True
1102,13,MQ,False,Incorrect/incomplete expression used,"Our lives are getting better and better, so people have begun to go shopping more frequently. It's always a great treat to go home with bags of purchases, but is it doing us | any good apart from the temporary satisfaction? ",DET NOUN ADV,"Our lives are getting better and better, so people have begun to go shopping more frequently. It's always a great treat to go home with bags of purchases, but is it doing us | good apart from the temporary satisfaction? ",ADJ ADV ADP,MQ ADJ ADV ADP,False,True
1103,14,CQ,True,Phrases map to the same Chinese phrase,"Finally, I would like to know about the weather in California. Do I need to take very | many clothes? Could you tell me the amount of money I should have during the holiday? ",ADJ NOUN PUNCT,"Finally, I would like to know about the weather in California. Do I need to take very | much clothes? Could you tell me the amount of money I should have during the holiday? ",ADJ NOUN PUNCT,CQ ADJ NOUN PUNCT,True,True
1104,15,RQ,False,Quantifier would not be used in this context in Chinese,The English class is going to make a short video about the school's daily life. The aim of this report is to give | some suggestions about which lessons and activities should be filmed.,DET NOUN ADP,The English class is going to make a short video about the school's daily life. The aim of this report is to give | the suggestions about which lessons and activities should be filmed.,DET NOUN ADP,RQ DET NOUN ADP,False,True
1105,16,IQ,True,Phrases map to the same Chinese phrase,"Then I'd like to choose the tents for my accommodation when at Camp California. I think sleeping in a tent is more fun than | other . Also, during my stay at Camp, there are two activities I can choose , for . For one of them I will choose Basketball because it is the sport I play most , . I and my friend used to win the first place in the school-wide match when we were at school. And for the other one, I think painting will be a good idea; painting is one of my hobbies and I've been studying it since I was 5 years old and now I'm still doing it when I have some free time. ",ADJ PUNCT ADV,"Then I'd like to choose the tents for my accommodation when at Camp California. I think sleeping in a tent is more fun than | others . Also, during my stay at Camp, there are two activities I can choose , for . For one of them I will choose Basketball because it is the sport I play most , . I and my friend used to win the first place in the school-wide match when we were at school. And for the other one, I think painting will be a good idea; painting is one of my hobbies and I've been studying it since I was 5 years old and now I'm still doing it when I have some free time. ",NOUN PUNCT ADV,IQ NOUN PUNCT ADV,True,True
1106,17,MQ,True,Missing quantifier,"Then I'd like to choose the tents for my accommodation when at Camp California. I think sleeping in a tent is more fun than other . Also, during my stay at Camp, there are two activities I can choose , for . For one of them I will choose Basketball because it is the sport I play most , . I and my friend used to win the first place in the school-wide match when we were at school. And for the other one, I think painting will be a good idea; painting is one of my hobbies and I've been studying it since I was 5 years old and now I'm still doing it when I have | some free time. ",DET ADJ NOUN,"Then I'd like to choose the tents for my accommodation when at Camp California. I think sleeping in a tent is more fun than other . Also, during my stay at Camp, there are two activities I can choose , for . For one of them I will choose Basketball because it is the sport I play most , . I and my friend used to win the first place in the school-wide match when we were at school. And for the other one, I think painting will be a good idea; painting is one of my hobbies and I've been studying it since I was 5 years old and now I'm still doing it when I have | free time. ",ADJ NOUN PUNCT,MQ ADJ NOUN PUNCT,True,True
