,english,spanish,en_ud,en_penn,es_ud,es_penn
1792,It has not been possible to achieve this ambitious goal.,"Sin embargo, no ha sido posible conseguir este ambicioso objetivo.",PRON VERB ADV VERB ADJ PART VERB DET ADJ NOUN PUNCT ,PRP VBZ RB VBN JJ TO VB DT JJ NN . ,ADP NOUN PUNCT ADV AUX AUX ADJ VERB DET ADJ NOUN PUNCT ,"IN NN , RB VBZ VBN JJ TO VB DT JJ NN . "
1793,"I hope that the objectives of the Europe 2020 strategy will be met, in particular, the EU's commitment to invest 3% of gross domestic product (GDP) in research and development by 2020.","Espero que se cumplan los objetivos de la Estrategia Europa 2020, en particular, el compromiso de la UE de invertir el 3 % del producto interior bruto (PIB) en I+D para el año 2020.",PRON VERB ADP DET NOUN ADP DET PROPN NUM NOUN VERB VERB VERB PUNCT ADP ADJ PUNCT DET PROPN PART NOUN PART VERB NUM NOUN ADP ADJ ADJ NOUN PUNCT PROPN PUNCT ADP NOUN CCONJ NOUN ADP NUM PUNCT ,"PRP VBP IN DT NNS IN DT NNP CD NN MD VB VBN , IN JJ , DT NNP POS NN TO VB CD NN IN JJ JJ NN -LRB- NNP -RRB- IN NN CC NN IN CD . ",VERB SCONJ PRON VERB DET NOUN ADP DET PROPN PROPN NUM PUNCT ADP NOUN PUNCT DET NOUN ADP DET PROPN ADP VERB DET NUM SYM ADP NOUN ADJ ADJ PUNCT PROPN PUNCT ADP PROPN ADP DET NOUN NUM PUNCT ,"VBP IN PRP VBP DT NNS IN DT NNP NNP CD , IN NNP , DT NN IN DT NNP IN TO VB DT CD CD NN IN NN JJ JJ _LRB_ NNP -RBR- IN NNP IN DT NNP CD . "
1794,Europe 2020 cannot wait for the next Multiannual Financial Framework (MFF): it must start now.,"La Estrategia Europa 2020 no puede esperar al próximo marco financiero plurianual, sino que debe empezar ahora.",PROPN NUM AUX ADV VERB ADP DET ADJ PROPN PROPN PROPN PUNCT NOUN PUNCT PUNCT PRON VERB VERB ADV PUNCT ,NNP CD MD RB VB IN DT JJ NNP NNP NNP -LRB- NN -RRB- : PRP MD VB RB . ,DET PROPN PROPN NUM ADV AUX VERB ADP ADJ NOUN ADJ ADJ PUNCT CCONJ SCONJ AUX VERB ADV PUNCT ,"DT NNP NNP CD RB VBZ TO VB IN JJ NN JJ JJ , CC IN VBZ TO VB RB . "
1795,"Therefore, this review is of crucial importance, since 50% of the funding for FP7 has still not been spent.","Por lo tanto, esta evaluación es de vital importancia, ya que aún no se ha gastado el 50 % de la financiación asignada al Séptimo Programa Marco.",ADV PUNCT DET NOUN VERB ADP ADJ NOUN PUNCT ADP NUM NOUN ADP DET NOUN ADP PROPN VERB ADV ADV VERB VERB PUNCT ,"RB , DT NN VBZ IN JJ NN , IN CD NN IN DT NN IN NNP VBZ RB RB VBN VBN . ",ADP DET NOUN PUNCT DET NOUN AUX ADP ADJ NOUN PUNCT ADV SCONJ ADV ADV PRON AUX VERB DET NUM SYM ADP DET NOUN ADJ ADP PROPN PROPN PROPN PUNCT ,"IN DT NNP , DT NN VBZ IN JJ NN , RB IN RB RB PRP VBZ VBN DT CD CD NN IN DT NN JJ IN NNP NNP NNP . "
1796,"I therefore agree with the rapporteur, specifically as regards the recommendations regarding the need to simplify mechanisms for accessing funds, making procedures simpler and more transparent, and facilitating the activities of small and medium-sized enterprises.","Por lo tanto, estoy de acuerdo con el ponente, en concreto, en relación con las recomendaciones relativas a la necesidad de simplificar los mecanismos de acceso a los fondos, haciendo que los procedimientos sean más sencillos y transparentes, y facilitando las actividades de las PYME.",PRON ADV VERB ADP DET NOUN PUNCT ADV ADP VERB DET NOUN VERB DET NOUN PART VERB NOUN ADP VERB NOUN PUNCT VERB NOUN ADJ CCONJ ADV ADJ PUNCT CCONJ VERB DET NOUN ADP ADJ CCONJ ADJ PUNCT ADJ NOUN PUNCT ,"PRP RB VBP IN DT NN , RB IN VBZ DT NNS VBG DT NN TO VB NNS IN VBG NNS , VBG NNS JJR CC RBR JJ , CC VBG DT NNS IN JJ CC JJ HYPH JJ NNS . ",ADP DET NOUN PUNCT AUX ADP NOUN ADP DET NOUN PUNCT ADP NOUN PUNCT ADP NOUN ADP DET NOUN ADJ ADP DET NOUN ADP VERB DET NOUN ADP NOUN ADP DET NOUN PUNCT AUX SCONJ DET NOUN AUX ADV ADJ CCONJ ADJ PUNCT CCONJ VERB DET NOUN ADP DET PROPN PUNCT ,"IN DT NNP , VBP IN NNP IN DT NN , IN NNP , IN NNP IN DT NNS JJ IN DT NN IN TO VB DT NNS IN NN IN DT NNS , VBG IN DT NNS VBP RB JJ CC JJ , CC VBG DT NNS IN DT NNP . "
1797,"It should also invest in flagship areas like health, energy and nuclear safety, responding to the new challenges of innovation and research.","También es necesario invertir en ámbitos emblemáticos como la salud, la energía y la seguridad nuclear, de forma que podamos responder a los nuevos desafíos de la innovación y el desarrollo.",PRON VERB ADV VERB ADP NOUN NOUN ADP NOUN PUNCT NOUN CCONJ ADJ NOUN PUNCT VERB ADP DET ADJ NOUN ADP NOUN CCONJ NOUN PUNCT ,"PRP MD RB VB IN NN NNS IN NN , NN CC JJ NN , VBG IN DT JJ NNS IN NN CC NN . ",ADV AUX ADJ VERB ADP NOUN ADJ SCONJ DET NOUN PUNCT DET NOUN CCONJ DET NOUN ADJ PUNCT ADP NOUN SCONJ AUX VERB ADP DET ADJ NOUN ADP DET NOUN CCONJ DET NOUN PUNCT ,"RB VBZ JJ TO VB IN NNS JJ IN DT NN , DT NN CC DT NN JJ , IN NNP IN VBP TO VB IN DT JJ NNS IN DT NN CC DT NN . "
1798,The report introduces several important aspects of the mid-term review of the Seventh Framework Programme (FP7) of the European Union for research and technological development.,El informe presenta varios aspectos importantes de la revisión intermedia del Séptimo Programa Marco (7PM) de la Unión Europea para la investigación y el desarrollo tecnológico.,DET NOUN VERB ADJ ADJ NOUN ADP DET ADJ ADJ ADJ NOUN ADP DET PROPN PROPN PROPN PUNCT PROPN PUNCT ADP DET PROPN PROPN ADP NOUN CCONJ ADJ NOUN PUNCT ,DT NN VBZ JJ JJ NNS IN DT JJ JJ JJ NN IN DT NNP NNP NNP -LRB- NNP -RRB- IN DT NNP NNP IN NN CC JJ NN . ,DET NOUN VERB DET NOUN ADJ ADP DET NOUN ADJ ADP PROPN PROPN PROPN PUNCT NUM PUNCT ADP DET PROPN PROPN ADP DET NOUN CCONJ DET NOUN ADJ PUNCT ,DT NN VBZ DT NNS JJ IN DT NN JJ IN NNP NNP NNP _LRB_ CD -RBR- IN DT NNP NNP IN DT NN CC DT NN JJ . 
1799,"It also makes relevant observations, such as that the majority of the EU's scientific work is still undertaken by researchers and technicians - mainly young people - in insecure jobs; the Portuguese case is paradigmatic.","También hace observaciones importantes, como que la mayoría del trabajo científico de la UE aún lo llevan a cabo investigadores y técnicos -principalmente jóvenes- en empleos precarios; el caso de Portugal es paradigmático.",PRON ADV VERB ADJ NOUN PUNCT ADJ ADP ADP DET NOUN ADP DET PROPN PART ADJ NOUN VERB ADV VERB ADP NOUN CCONJ NOUN PUNCT ADV ADJ NOUN PUNCT ADP ADJ NOUN PUNCT DET ADJ NOUN VERB ADJ PUNCT ,"PRP RB VBZ JJ NNS , JJ IN IN DT NN IN DT NNP POS JJ NN VBZ RB VBN IN NNS CC NNS HYPH RB JJ NNS : IN JJ NNS : DT JJ NN VBZ JJ . ",ADV VERB NOUN ADJ PUNCT SCONJ SCONJ DET NOUN ADP NOUN ADJ ADP DET PROPN ADV PRON VERB ADP NOUN NOUN CCONJ NOUN ADV NOUN ADP NOUN ADJ PUNCT DET NOUN ADP PROPN AUX ADJ PUNCT ,"RB VBZ NNS JJ , IN IN DT NN IN NN JJ IN DT NNP RB PRP VBP IN NN NNS CC NNS RB NN IN NNS JJ : DT NN IN NNP VBZ JJ . "
1800,"We believe that there is a need to support public research and make its results available in a simple way, without bureaucracy, by promoting: productive and business activity, and small and medium-sized enterprises, in particular; the creation of skilled jobs, with rights; social progress and sustainable development.","Creemos que existe la necesidad de respaldar la investigación pública y habilitar sus resultados de forma sencilla, sin burocracia, mediante la promoción de la actividad productiva y empresarial, y de las pequeñas y medianas empresas, en particular; la creación de puestos de trabajo cualificados, con derechos; el progreso social y el desarrollo sostenible.",PRON VERB ADP ADV VERB DET NOUN PART VERB ADJ NOUN CCONJ VERB DET NOUN ADJ ADP DET ADJ NOUN PUNCT ADP NOUN PUNCT ADP VERB PUNCT ADJ CCONJ NOUN NOUN PUNCT CCONJ ADJ CCONJ ADJ PUNCT ADJ NOUN PUNCT ADP ADJ PUNCT DET NOUN ADP ADJ NOUN PUNCT ADP NOUN PUNCT ADJ NOUN CCONJ ADJ NOUN PUNCT ,"PRP VBP IN EX VBZ DT NN TO VB JJ NN CC VB PRP$ NNS JJ IN DT JJ NN , IN NN , IN VBG : JJ CC NN NN , CC JJ CC JJ HYPH JJ NNS , IN JJ : DT NN IN JJ NNS , IN NNS , JJ NN CC JJ NN . ",VERB SCONJ VERB DET NOUN ADP VERB DET NOUN ADJ CCONJ VERB DET NOUN ADP NOUN ADJ PUNCT ADP NOUN PUNCT ADP DET NOUN ADP DET NOUN ADJ CCONJ ADJ PUNCT CCONJ ADP DET ADJ CCONJ ADJ NOUN PUNCT ADP NOUN PUNCT DET NOUN ADP NOUN ADP NOUN ADJ PUNCT ADP NOUN PUNCT DET NOUN ADJ CCONJ DET NOUN ADJ PUNCT ,"VBP IN VBZ DT NN IN TO VB DT NN JJ CC TO VB PRP$ NNS IN NN JJ , IN NN , IN DT NN IN DT NN JJ CC JJ , CC IN DT JJ CC JJ NNS , IN NNP : DT NN IN NNS IN NN VBN , IN NNS : DT NN JJ CC DT NN JJ . "
1801,"There is a need for a commitment to areas as diverse as, inter alia, energy efficiency, new energy sources, efficient resource use, recycling and new productive processes.","Existe la necesidad de asumir un compromiso en ámbitos tan diversos como, entre otros, la eficacia energética, las nuevas fuentes de energía, el uso eficaz de los recursos, el reciclaje y los nuevos procesos productivos.",ADV VERB DET NOUN ADP DET NOUN ADP NOUN ADV ADJ ADP PUNCT X X PUNCT NOUN NOUN PUNCT ADJ NOUN NOUN PUNCT ADJ NOUN NOUN PUNCT NOUN CCONJ ADJ ADJ NOUN PUNCT ,"EX VBZ DT NN IN DT NN IN NNS RB JJ IN , FW FW , NN NN , JJ NN NNS , JJ NN NN , NN CC JJ JJ NNS . ",VERB DET NOUN ADP VERB DET NOUN ADP NOUN ADV ADJ SCONJ PUNCT ADP PRON PUNCT DET NOUN ADJ PUNCT DET ADJ NOUN ADP NOUN PUNCT DET NOUN ADJ ADP DET NOUN PUNCT DET NOUN CCONJ DET ADJ NOUN ADJ PUNCT ,"VBZ DT NN IN TO VB DT NN IN NNS RB JJ IN , IN DT , DT NN JJ , DT JJ NNS IN NN , DT NN JJ IN DT NNS , DT NN CC DT JJ NNS JJ . "
1802,We cannot fail to express our concern about some of the principles guiding the European Research Area.,No podemos dejar de expresar nuestra preocupación sobre algunos de los principios rectores del Espacio Europeo de Investigación.,PRON AUX ADV VERB PART VERB DET NOUN ADP DET ADP DET NOUN VERB DET PROPN PROPN PROPN PUNCT ,PRP MD RB VB TO VB PRP$ NN IN DT IN DT NNS VBG DT NNP NNP NNP . ,ADV AUX AUX ADP VERB DET NOUN ADP PRON ADP DET NOUN ADJ ADP PROPN PROPN ADP PROPN PUNCT ,RB VBP TO VB IN TO VB PRP$ NN IN DT IN DT NNS JJ IN NNP NNP IN NNP . 
1803,"We believe it should be founded on cooperation and mutual benefit, mitigating the currently existing inequalities in national research systems, and reversing any trends towards concentration of scientific and human resources in the more developed countries, which is the same as in so-called 'centres of excellence'.","Creemos que debe basarse en la cooperación y el beneficio mutuo, mitigando las desigualdades existentes en la actualidad en los sistemas nacionales de investigación e invirtiendo las tendencias hacia la concentración de recursos científicos y humanos en los países más desarrollados, que es la misma que en los llamados ""centros de excelencia"".",PRON VERB PRON VERB VERB VERB ADP NOUN CCONJ ADJ NOUN PUNCT VERB DET ADV VERB NOUN ADP ADJ NOUN NOUN PUNCT CCONJ VERB DET NOUN ADP NOUN ADP ADJ CCONJ ADJ NOUN ADP DET ADV ADJ NOUN PUNCT DET VERB DET ADJ ADP ADP ADV PUNCT VERB PUNCT NOUN ADP NOUN PUNCT PUNCT ,"PRP VBP PRP MD VB VBN IN NN CC JJ NN , VBG DT RB VBG NNS IN JJ NN NNS , CC VBG DT NNS IN NN IN JJ CC JJ NNS IN DT RBR JJ NNS , WDT VBZ DT JJ IN IN RB HYPH VBN '' NNS IN NN '' . ",VERB SCONJ AUX VERB ADP DET NOUN CCONJ DET NOUN ADJ PUNCT VERB DET NOUN ADJ ADP DET NOUN ADP DET NOUN ADJ ADP NOUN CCONJ VERB DET NOUN ADP DET NOUN ADP NOUN ADJ CCONJ ADJ ADP DET NOUN ADV ADJ PUNCT PRON AUX DET PRON PRON ADP DET ADJ PUNCT NOUN ADP NOUN PUNCT PUNCT ,"VBP IN VBZ VBD IN DT NN CC DT NN JJ , VBG DT NNS JJ IN DT NN IN DT NNS JJ IN NN CC VBG DT NNS IN DT NN IN NNS JJ CC JJ IN DT NNS RB VBN , DT VBZ DT DT DT IN DT VBN '' NNS IN NN '' . "
1804,This report introduces several relevant aspects of the mid-term review of the Seventh Framework Programme (FP7) for research and technological development.,Este informe presenta varios aspectos relevantes de la evaluación intermedia del Séptimo Programa Marco (7PM) de investigación y desarrollo tecnológico.,DET NOUN VERB ADJ ADJ NOUN ADP DET ADJ ADJ ADJ NOUN ADP DET PROPN PROPN PROPN PUNCT PROPN PUNCT ADP NOUN CCONJ ADJ NOUN PUNCT ,DT NN VBZ JJ JJ NNS IN DT JJ JJ JJ NN IN DT NNP NNP NNP -LRB- NNP -RRB- IN NN CC JJ NN . ,DET NOUN VERB DET NOUN ADJ ADP DET NOUN ADJ ADP PROPN PROPN PROPN PUNCT NUM PUNCT ADP NOUN CCONJ NOUN ADJ PUNCT ,DT NN VBZ DT NNS JJ IN DT NN JJ IN NNP NNP NNP _LRB_ CD -RBR- IN NN CC NN JJ . 
1805,"Particularly important is its concern to ensure that 40% of those taking part in research are women, as this figure is currently no higher than 25.5%, and to recognise that 'Europe continues to lag behind the US and is losing the lead it had over the emerging economies'.","Resulta particularmente importante su preocupación por garantizar que el 40 % de los que participan en la investigación sean mujeres, pues esta cifra actualmente no supera el 25,5 %, así como su preocupación por reconocer que ""Europa sigue encontrándose por detrás de los Estados Unidos y está perdiendo el liderazgo que ostentaba en relación con las economías emergentes"".",ADV ADJ VERB DET NOUN PART VERB ADP NUM NOUN ADP DET VERB NOUN ADP NOUN VERB NOUN PUNCT ADP DET NOUN VERB ADV DET ADJ ADP NUM NOUN PUNCT CCONJ PART VERB ADP PUNCT PROPN VERB PART VERB ADP DET PROPN CCONJ VERB VERB DET NOUN PRON VERB ADP DET VERB NOUN PUNCT PUNCT ,"RB JJ VBZ PRP$ NN TO VB IN CD NN IN DT VBG NN IN NN VBP NNS , IN DT NN VBZ RB DT JJR IN CD NN , CC TO VB IN `` NNP VBZ TO VB IN DT NNP CC VBZ VBG DT NN PRP VBD IN DT VBG NNS '' . ",VERB ADV ADJ DET NOUN ADP AUX SCONJ DET NUM SYM ADP DET PRON VERB ADP DET NOUN AUX NOUN PUNCT SCONJ DET NOUN ADV ADV VERB DET NUM SYM PUNCT ADV SCONJ DET NOUN ADP AUX SCONJ PUNCT PROPN VERB VERB ADP ADV ADP DET PROPN PROPN CCONJ AUX VERB DET NOUN PRON VERB ADP NOUN ADP DET NOUN ADJ PUNCT PUNCT ,"VBZ RB JJ PRP$ NN IN TO VB IN DT CD CD NN IN DT DT VBP IN DT NN VBP NNS , IN DT NN RB RB VBZ DT CD CD NN , RB IN PRP$ NN IN TO VB IN '' NNP VBZ VBZ IN RB IN DT NNP NNP CC VBZ VBG DT NN DT VBD IN NNP IN DT NNS JJ '' . "
1806,The report also 'regrets that most of the scientific work carried out within the EU is still done under precarious working conditions'.,"El informe también ""lamenta que la mayor parte de la labor científica llevada a cabo en la UE se siga desarrollando en condiciones de trabajo precarias"".",DET NOUN ADV PUNCT VERB ADP ADJ ADP DET ADJ NOUN VERB PART ADP DET PROPN VERB ADV VERB ADP ADJ NOUN NOUN PUNCT PUNCT ,DT NN RB '' VBZ IN JJS IN DT JJ NN VBN RP IN DT NNP VBZ RB VBN IN JJ NN NNS '' . ,DET NOUN ADV PUNCT VERB SCONJ DET ADJ NOUN ADP DET NOUN ADJ ADJ ADP NOUN ADP DET PROPN PRON AUX VERB ADP NOUN ADP NOUN ADJ PUNCT PUNCT ,DT NN RB '' VBZ IN DT JJ NN IN DT NN JJ JJ IN NN IN DT NNP PRP VBZ VBG IN NNS IN NN JJ '' . 
1807,"However, we are concerned about some aspects, not least the principles guiding the European Research Area, since it should be focused on cooperation between genuine research and collaboration networks, reversing any trends towards concentration of scientific and human resources in the more developed countries and mitigating the currently existing inequalities in national research systems.","Sin embargo, nos preocupan algunos aspectos, sobre todo, los principios rectores del Espacio Europeo de Investigación, ya que este debe centrarse en la cooperación entre la investigación genuina y las redes de colaboración, invirtiendo cualquier tendencia hacia la concentración de recursos científicos y humanos en los países más desarrollados y en mitigar las desigualdades existentes actualmente en los sistemas de investigación nacionales.",ADV PUNCT PRON VERB ADJ ADP DET NOUN PUNCT ADV ADJ DET NOUN VERB DET PROPN PROPN PROPN PUNCT ADP PRON VERB VERB VERB ADP NOUN ADP ADJ NOUN CCONJ NOUN NOUN PUNCT VERB DET NOUN ADP NOUN ADP ADJ CCONJ ADJ NOUN ADP DET ADV ADJ NOUN CCONJ VERB DET ADV VERB NOUN ADP ADJ NOUN NOUN PUNCT ,"RB , PRP VBP JJ IN DT NNS , RB JJS DT NNS VBG DT NNP NNP NNP , IN PRP MD VB VBN IN NN IN JJ NN CC NN NNS , VBG DT NNS IN NN IN JJ CC JJ NNS IN DT RBR JJ NNS CC VBG DT RB VBG NNS IN JJ NN NNS . ",ADP NOUN PUNCT PRON VERB DET NOUN PUNCT ADP PRON PUNCT DET NOUN ADJ ADP PROPN PROPN ADP PROPN PUNCT ADV SCONJ PRON AUX VERB ADP DET NOUN ADP DET NOUN ADJ CCONJ DET NOUN ADP NOUN PUNCT VERB DET NOUN ADP DET NOUN ADP NOUN ADJ CCONJ ADJ ADP DET NOUN ADV ADJ CCONJ ADP VERB DET NOUN ADJ ADV ADP DET NOUN ADP NOUN ADJ PUNCT ,"IN NN , PRP VBP DT NNS , IN DT , DT NNS JJ IN NNP NNP IN NNP , RB IN DT VBZ TO VB IN DT NN IN DT NN JJ CC DT NNS IN NN , VBG DT NN IN DT NN IN NNS JJ CC JJ IN DT NNS RB VBN CC IN TO VB DT NNS JJ RB IN DT NNS IN NN JJ . "
1808,"Innovation in micro-, small- and medium-sized enterprises requires support for public research and its results must be made available in a simple way, without bureaucracy, whether it be in terms of energy efficiency, using new sources of energy and new production processes, recycling and making better use of resources, or creating jobs with rights, or whether it be in human and social terms, with a view to social progress.","La innovación en las microempresas y en las PYME precisa de apoyo para la investigación pública y sus resultados han de habilitarse de forma sencilla, sin burocracia, ya sea en términos de eficacia energética, usando nuevas fuentes de energía y nuevos procesos productivos, mediante el reciclaje y haciendo un uso mejorado de los recursos o creando empleos con derechos, o bien en términos sociales y humanos, con un enfoque en el progreso social.",NOUN ADP NOUN PUNCT ADJ CCONJ ADJ PUNCT ADJ NOUN VERB NOUN ADP ADJ NOUN CCONJ DET NOUN VERB VERB VERB ADJ ADP DET ADJ NOUN PUNCT ADP NOUN PUNCT ADP PRON VERB ADP NOUN ADP NOUN NOUN PUNCT VERB ADJ NOUN ADP NOUN CCONJ ADJ NOUN NOUN PUNCT VERB CCONJ VERB ADJ NOUN ADP NOUN PUNCT CCONJ VERB NOUN ADP NOUN PUNCT CCONJ ADP PRON VERB ADP ADJ CCONJ ADJ NOUN PUNCT ADP DET NOUN ADP ADJ NOUN PUNCT ,"NN IN NN , JJ CC JJ HYPH JJ NNS VBZ NN IN JJ NN CC PRP$ NNS MD VB VBN JJ IN DT JJ NN , IN NN , IN PRP VB IN NNS IN NN NN , VBG JJ NNS IN NN CC JJ NN NNS , VBG CC VBG JJR NN IN NNS , CC VBG NNS IN NNS , CC IN PRP VBP IN JJ CC JJ NNS , IN DT NN IN JJ NN . ",DET NOUN ADP DET NOUN CCONJ ADP DET PROPN VERB ADP NOUN ADP DET NOUN ADJ CCONJ DET NOUN AUX ADP NOUN ADP NOUN ADJ PUNCT ADP NOUN PUNCT ADV AUX ADP NOUN ADP NOUN ADJ PUNCT VERB ADJ NOUN ADP NOUN CCONJ ADJ NOUN ADJ PUNCT ADP DET NOUN CCONJ VERB DET NOUN ADJ ADP DET NOUN CCONJ VERB NOUN ADP NOUN PUNCT CCONJ ADV ADP NOUN ADJ CCONJ ADJ PUNCT ADP DET NOUN ADP DET NOUN ADJ PUNCT ,"DT NN IN DT NNS CC IN DT NNP VBZ IN NN IN DT NN JJ CC PRP$ NNS VBP IN NNP IN NN JJ , IN NN , RB VBZ IN NNS IN NN JJ , VBG JJ NNS IN NN CC JJ NNS JJ , IN DT NN CC VBG DT NN JJ IN DT NNS CC VBG NNS IN NNS , CC RB IN NNS JJ CC JJ , IN DT NN IN DT NN JJ . "
1809,"The report assesses whether the EU's Seventh Framework Programme for research and technological development will offer the possibility of consolidating the golden triangle of knowledge, education and research, which is of key importance for Europe.","El informe evalúa si el Séptimo Programa Marco de la UE para investigación y desarrollo tecnológico ofrecerá la posibilidad de consolidar el triángulo de oro del conocimiento, la educación y la investigación, que es de vital importancia para Europa.",DET NOUN VERB ADP DET PROPN PART PROPN PROPN PROPN ADP NOUN CCONJ ADJ NOUN VERB VERB DET NOUN ADP VERB DET ADJ NOUN ADP NOUN PUNCT NOUN CCONJ NOUN PUNCT DET VERB ADP ADJ NOUN ADP PROPN PUNCT ,"DT NN VBZ IN DT NNP POS NNP NNP NNP IN NN CC JJ NN MD VB DT NN IN VBG DT JJ NN IN NN , NN CC NN , WDT VBZ IN JJ NN IN NNP . ",DET NOUN VERB SCONJ DET PROPN PROPN PROPN ADP DET PROPN ADP NOUN CCONJ NOUN ADJ VERB DET NOUN ADP VERB DET NOUN ADP NOUN ADP NOUN PUNCT DET NOUN CCONJ DET NOUN PUNCT PRON AUX ADP ADJ NOUN ADP PROPN PUNCT ,"DT NN VBZ IN DT NNP NNP NNP IN DT NNP IN NN CC NN JJ MD VB DT NN IN TO VB DT NN IN NN IN NN , DT NN CC DT NN , DT VBZ IN JJ NN IN NNP . "
1810,"Among other things, the programme welcomes the level of participation and excellent results in the selection of projects, but it is a pity that the success rate in the programme generally remains relatively low.","Entre otras cosas, el programa acoge con beneplácito el nivel de participación y los excelentes resultados de la selección de proyectos, pero es una lástima que el índice de éxito del programa general siga siendo relativamente bajo.",ADP ADJ NOUN PUNCT DET NOUN VERB DET NOUN ADP NOUN CCONJ ADJ NOUN ADP DET NOUN ADP NOUN PUNCT CCONJ PRON VERB DET NOUN ADP DET NOUN NOUN ADP DET NOUN ADV VERB ADV ADJ PUNCT ,"IN JJ NNS , DT NN VBZ DT NN IN NN CC JJ NNS IN DT NN IN NNS , CC PRP VBZ DT NN IN DT NN NN IN DT NN RB VBZ RB JJ . ",ADP DET NOUN PUNCT DET NOUN VERB ADP NOUN DET NOUN ADP NOUN CCONJ DET ADJ NOUN ADP DET NOUN ADP NOUN PUNCT CCONJ AUX DET NOUN SCONJ DET NOUN ADP NOUN ADP NOUN ADJ AUX AUX ADV ADJ PUNCT ,"IN DT NNS , DT NN VBZ IN NN DT NN IN NN CC DT JJ NNS IN DT NN IN NNS , CC VBZ DT NN IN DT NN IN NN IN NN JJ VBZ VBG RB JJ . "
1811,"The correct management of public funds within the framework of this programme is essential, and I firmly believe that every change or reorientation must take place in a way that respects stability, overall cohesion and legal certainty, which underpin the mutual trust of the participants.","La correcta gestión de los fondos públicos en el marco de este programa es esencial, y creo firmemente que cada cambio o reorientación debe llevarse a cabo de una manera que respete la estabilidad, la cohesión global y la seguridad jurídica, de forma que se fortalezca la confianza mutua de los participantes.",DET ADJ NOUN ADP ADJ NOUN ADP DET NOUN ADP DET NOUN VERB ADJ PUNCT CCONJ PRON ADV VERB ADP DET NOUN CCONJ NOUN VERB VERB NOUN ADP DET NOUN DET VERB NOUN PUNCT ADJ NOUN CCONJ ADJ NOUN PUNCT DET VERB DET ADJ NOUN ADP DET NOUN PUNCT ,"DT JJ NN IN JJ NNS IN DT NN IN DT NN VBZ JJ , CC PRP RB VBP IN DT NN CC NN MD VB NN IN DT NN WDT VBZ NN , JJ NN CC JJ NN , WDT VBP DT JJ NN IN DT NNS . ",DET ADJ NOUN ADP DET NOUN ADJ ADP DET NOUN ADP DET NOUN AUX ADJ PUNCT CCONJ VERB ADV SCONJ DET NOUN CCONJ NOUN AUX VERB ADP NOUN ADP DET NOUN PRON VERB DET NOUN PUNCT DET NOUN ADJ CCONJ DET NOUN ADJ PUNCT ADP NOUN SCONJ PRON VERB DET NOUN ADJ ADP DET NOUN PUNCT ,"DT JJ NN IN DT NNS JJ IN DT NN IN DT NN VBZ JJ , CC VBP RB IN DT NN CC NN VBZ TO VB IN NNP IN DT NN DT VBZ DT NN , DT NN JJ CC DT NN JJ , IN NNP IN PRP VBZ DT NN JJ IN DT NNS . "
1812,"The main point of this report is that the European Union must do its utmost to stay at the top of the research, innovation and science sectors.","El punto principal de este informe es que la Unión Europea debe hacer todo lo posible para mantenerse en la cima de los sectores de la investigación, la innovación y la ciencia.",DET ADJ NOUN ADP DET NOUN VERB ADP DET PROPN PROPN VERB VERB DET NOUN PART VERB ADP DET NOUN ADP DET NOUN PUNCT NOUN CCONJ NOUN NOUN PUNCT ,"DT JJ NN IN DT NN VBZ IN DT NNP NNP MD VB PRP$ NN TO VB IN DT NN IN DT NN , NN CC NN NNS . ",DET NOUN ADJ ADP DET NOUN AUX SCONJ DET PROPN PROPN AUX VERB DET DET ADJ ADP VERB ADP DET NOUN ADP DET NOUN ADP DET NOUN PUNCT DET NOUN CCONJ DET NOUN PUNCT ,"DT NN JJ IN DT NN VBZ IN DT NNP NNP VBZ TO VB DT DT JJ IN TO VB IN DT NN IN DT NNS IN DT NN , DT NN CC DT NN . "
1813,"If we do not have the research foundation today, we will not achieve excellence in innovation in the future.","Si no disponemos de la fundación para la investigación hoy en día, no vamos a lograr la excelencia en la innovación en el futuro.",ADP PRON VERB ADV VERB DET NOUN NOUN NOUN PUNCT PRON VERB ADV VERB NOUN ADP NOUN ADP DET NOUN PUNCT ,"IN PRP VBP RB VB DT NN NN NN , PRP MD RB VB NN IN NN IN DT NN . ",SCONJ ADV VERB ADP DET NOUN ADP DET NOUN ADV ADP NOUN PUNCT ADV AUX ADP VERB DET NOUN ADP DET NOUN ADP DET NOUN PUNCT ,"IN RB VBP IN DT NN IN DT NN RB IN NN , RB VBP IN TO VB DT NN IN DT NN IN DT NN . "
