,error_type,Negative transfer?,Likely reason for mistake,correct_sentence,correct_trigram_ud,incorrect_sentence,incorrect_trigram_ud,incorrect_error_index,zhs,en,nlt,result
1117,MD,True,Chinese uses classifiers instead of articles in this case,"It is the main building of LUTON University in Park Square. It is an academic building. It includes | a library . , II suit , academic rooms, a GYM Club and a restaurant. ",DET NOUN PUNCT,"It is the main building of LUTON University in Park Square. It is an academic building. It includes | library . , II suit , academic rooms, a GYM Club and a restaurant. ",NOUN PUNCT PUNCT,20,22.089231032563504,21.80026457410461,True,True
1118,MD,True,Chinese has no articles and doesn't use classifiers in this situation,"There is a very big library. You can find any information from it that you want. For the rest of | the time, you can go to | the IT suite to use | the Internet. If you feel hungry, you don't need to go out. Just in the same building, you can find a restaurant. ",DET NOUN PUNCT,"There is a very big library. You can find any information from it that you want. For the rest of | time, you can go to | IT suite to use | Internet. If you feel hungry, you don't need to go out. Just in the same building, you can find a restaurant. ",NOUN PUNCT PRON,22,22.089231032563504,21.80026457410461,True,True
1119,MD,True,Chinese has no articles and doesn't use classifiers in this situation,"There is a very big library. You can find any information from it that you want. For the rest of | the time, you can go to | the IT suite to use | the Internet. If you feel hungry, you don't need to go out. Just in the same building, you can find a restaurant. ",DET NOUN PUNCT,"There is a very big library. You can find any information from it that you want. For the rest of | time, you can go to | IT suite to use | Internet. If you feel hungry, you don't need to go out. Just in the same building, you can find a restaurant. ",NOUN PUNCT PRON,22,22.089231032563504,21.80026457410461,True,True
1120,MD,True,Chinese has no articles and doesn't use classifiers in this situation,"There is a very big library. You can find any information from it that you want. For the rest of | the time, you can go to | the IT suite to use | the Internet. If you feel hungry, you don't need to go out. Just in the same building, you can find a restaurant. ",DET NOUN PUNCT,"There is a very big library. You can find any information from it that you want. For the rest of | time, you can go to | IT suite to use | Internet. If you feel hungry, you don't need to go out. Just in the same building, you can find a restaurant. ",NOUN PUNCT PRON,22,22.089231032563504,21.80026457410461,True,True
1121,MD,True,Chinese has no articles and doesn't use classifiers in this situation,"There is a very big library. You can find any information from it that you want. For the rest of the time, you can go to the IT suite to use the Internet. If you feel hungry, you don't need to go out. Just in the same building, you can find | a restaurant. ",DET NOUN PUNCT,"There is a very big library. You can find any information from it that you want. For the rest of the time, you can go to the IT suite to use the Internet. If you feel hungry, you don't need to go out. Just in the same building, you can find | restaurant. ",NOUN PUNCT _,59,22.089231032563504,21.80026457410461,True,True
1122,MD,True,Chinese has no articles and doesn't use classifiers in this situation,"We have already booked a 4-star hotel - | the Palace Hotel, which is near the River Thames, in Walton-on-Thames. It is not far away from the station so we will go there by train. The end-of-conference party will be held in an Indian restaurant, which is next to the hotel. It is supposed to be from 7 pm to 11 pm. Also there are some competitions and exciting games after dinner and a disco is also provided. You can wear anything you like , we . We would like you just to be yourself and have fun. ",DET PROPN PROPN,"We have already booked a 4-star hotel - | Palace Hotel, which is near the River Thames, in Walton-on-Thames. It is not far away from the station so we will go there by train. The end-of-conference party will be held in an Indian restaurant, which is next to the hotel. It is supposed to be from 7 pm to 11 pm. Also there are some competitions and exciting games after dinner and a disco is also provided. You can wear anything you like , we . We would like you just to be yourself and have fun. ",PROPN PROPN PUNCT,8,19.93327264330172,21.597352278844838,False,False
1123,MD,True,Chinese has no articles and doesn't use classifiers in this situation,"We have already booked a 4-star hotel - the Palace Hotel, which is near the River Thames, in Walton-on-Thames. It is not far away from the station so we will go there by train. The end-of-conference party will be held in an Indian restaurant, which is next to the hotel. It is supposed to be from 7 pm to 11 pm. Also there are some competitions and exciting games after dinner and | a disco is also provided. You can wear anything you like , we . We would like you just to be yourself and have fun. ",DET NOUN VERB,"We have already booked a 4-star hotel - the Palace Hotel, which is near the River Thames, in Walton-on-Thames. It is not far away from the station so we will go there by train. The end-of-conference party will be held in an Indian restaurant, which is next to the hotel. It is supposed to be from 7 pm to 11 pm. Also there are some competitions and exciting games after dinner and | disco is also provided. You can wear anything you like , we . We would like you just to be yourself and have fun. ",NOUN VERB ADV,87,21.994531934494454,21.39736637611521,True,True
1124,MD,True,Chinese has no articles and doesn't use classifiers in this situation,"First of all, we have already booked the Five-Stars Five-Star Hotel for your group. It is a modern hotel, near our college, and it is also very convenient for the airport. You can take either bus or taxies. The number 101 bus leaves from the airport, then you can get off at | the ""city college"" stop. It would be a great chance attend the party for everyone for everyone to attend the party . This is just a relaxing party, just so the members have a chance to relax and make friends. So I think you'd better wear a dress. ",DET PUNCT NOUN,"First of all, we have already booked the Five-Stars Five-Star Hotel for your group. It is a modern hotel, near our college, and it is also very convenient for the airport. You can take either bus or taxies. The number 101 bus leaves from the airport, then you can get off at | ""city college"" stop. It would be a great chance attend the party for everyone for everyone to attend the party . This is just a relaxing party, just so the members have a chance to relax and make friends. So I think you'd better wear a dress. ",PUNCT NOUN NOUN,63,22.089231032563504,21.80026457410461,True,True
1125,MD,True,Chinese has no articles and doesn't use classifiers in this situation,"First of all, in my opinion, TV has a great educational function, and it also makes the world smaller. You can just sit at home and you can know what is happening all over the world at that moment. I would rather watch the news on TV instead of reading a newspaper or listening to | the radio because the news on TV is vivid . ",DET NOUN ADP,"First of all, in my opinion, TV has a great educational function, and it also makes the world smaller. You can just sit at home and you can know what is happening all over the world at that moment. I would rather watch the news on TV instead of reading a newspaper or listening to | radio because the news on TV is vivid . ",NOUN ADP DET,60,20.496555674776975,21.667797109695396,False,False
1126,MD,True,Chinese has no articles and doesn't use classifiers in this situation,"Moreover, the TV is great company for people who live alone or feel alone. I like to turn on | the TV when I stay at home. Someone is talking, laughing, crying on there, so join them , you . You will feel much better than you would just by yourself. Some TV programmes are enjoyable! ",DET NOUN ADV,"Moreover, the TV is great company for people who live alone or feel alone. I like to turn on | TV when I stay at home. Someone is talking, laughing, crying on there, so join them , you . You will feel much better than you would just by yourself. Some TV programmes are enjoyable! ",NOUN ADV PRON,21,20.879097857104885,20.109740283938134,True,True
1127,MD,True,Chinese has no articles and doesn't use classifiers in this situation,"However, TV also has some disadvantages. You might just sit in front of | the TV for hours learning nothing, or no longer talk with your family. I think this is the worst influence in society. ",DET NOUN ADP,"However, TV also has some disadvantages. You might just sit in front of | TV for hours learning nothing, or no longer talk with your family. I think this is the worst influence in society. ",NOUN ADP NOUN,15,20.496555674776975,21.667797109695396,False,False
1128,MD,True,Chinese has no articles and doesn't use classifiers in this situation,"In conclusion, TV has both advantages and disadvantages, but on the whole | the advantages are greater than | the disadvantages. So , but on the whole, TV still is a wonderful and important invention on the world . ",DET NOUN VERB,"In conclusion, TV has both advantages and disadvantages, but on the whole | advantages are greater than | disadvantages. So , but on the whole, TV still is a wonderful and important invention on the world . ",NOUN VERB ADJ,14,21.994531934494454,21.39736637611521,True,True
1129,MD,True,Chinese has no articles and doesn't use classifiers in this situation,"In conclusion, TV has both advantages and disadvantages, but on the whole | the advantages are greater than | the disadvantages. So , but on the whole, TV still is a wonderful and important invention on the world . ",DET NOUN VERB,"In conclusion, TV has both advantages and disadvantages, but on the whole | advantages are greater than | disadvantages. So , but on the whole, TV still is a wonderful and important invention on the world . ",NOUN VERB ADJ,14,21.994531934494454,21.39736637611521,True,True
1130,MD,True,Chinese has no articles and doesn't use classifiers in this situation,"Secondly, the end-of-conference party will be held at | the college's main hall, from 8:00 pm to 11:30 pm on 20th June. There will be various kinds of food and drinks provided. Moreover, students can dance and enjoy different sorts of music, for instance, rock, jazz, pop, garage and so on. Furthermore, I suggest you and the students wear pub-wears to it, as they are suitable for dancing. ",DET NOUN PART,"Secondly, the end-of-conference party will be held at | college's main hall, from 8:00 pm to 11:30 pm on 20th June. There will be various kinds of food and drinks provided. Moreover, students can dance and enjoy different sorts of music, for instance, rock, jazz, pop, garage and so on. Furthermore, I suggest you and the students wear pub-wears to it, as they are suitable for dancing. ",NOUN PART ADJ,13,21.164845063894624,20.018382057826916,True,True
1131,MD,True,Chinese has no articles and doesn't use classifiers in this situation,To: | The group leader of the American students,DET NOUN NOUN,To: | Group leader of the American students,PROPN NOUN ADP,2,21.28232890060477,21.84724180819053,False,False
1132,MD,True,Chinese has no articles and doesn't use classifiers in this situation,To: The group leader of | the American students,DET ADJ NOUN,To: The group leader of | American students,ADJ NOUN _,6,20.181245058411,21.122812578707187,False,False
1133,MD,True,Chinese has no articles and doesn't use classifiers in this situation,"Po Lin Temple is open to | the public from 8:00 am to 6:00 pm on Monday to Friday, and 9:00 am to 5:30 pm on Saturday and Sunday. ",DET NOUN ADP,"Po Lin Temple is open to | public from 8:00 am to 6:00 pm on Monday to Friday, and 9:00 am to 5:30 pm on Saturday and Sunday. ",NOUN ADP NUM,6,20.496555674776975,21.667797109695396,False,False
1134,MD,True,Chinese has no articles and doesn't use classifiers in this situation,"You could take the MTR (HK underground) straight to Lotus Island or take the ferry to get there. Then you need to take the bus, an A110, A111 or A112, to Po Lin Temple. It is quite convenient. All the buses and | the MTR have air-condition air-conditioning . ",DET PROPN VERB,"You could take the MTR (HK underground) straight to Lotus Island or take the ferry to get there. Then you need to take the bus, an A110, A111 or A112, to Po Lin Temple. It is quite convenient. All the buses and | MTR have air-condition air-conditioning . ",PROPN VERB NOUN,50,20.6454756771914,21.147476846769518,False,False
1135,MD,True,Chinese has no articles and doesn't use classifiers in this situation,"I received your letter this morning. I am sorry to hear that Richard is ill and is unable to attend the conference; I am glad that you are able to be the leader of the group. I hope that the information below is very useful to you, during your attendance at | the conference. ",DET NOUN PUNCT,"I received your letter this morning. I am sorry to hear that Richard is ill and is unable to attend the conference; I am glad that you are able to be the leader of the group. I hope that the information below is very useful to you, during your attendance at | conference. ",NOUN PUNCT _,55,22.089231032563504,21.80026457410461,True,True
1136,MD,True,Chinese has no articles and doesn't use classifiers in this situation,"I have booked a hotel not far from our school. The hotel is called | the Epsom Down Hotel. Your plane will arrive in England by 9:00. There will be a coach waiting for you, and the driver will be next to the information desk. You should arrive at the hotel by 11:00. You will then have an hour to check in and unpack all your luggage. The conference will start on time at 12:30, so I would suggest you leave | the hotel by 12:00. The best way to get to the conference is to follow the college road and turn left toward the end , you . You then keep going straight , you . You will eventually see the main entrance to the college. When you get into the college you can just ask any boys in the college where to go from then. They all know where the conference is and when. ",DET PROPN PROPN,"I have booked a hotel not far from our school. The hotel is called | Epsom Down Hotel. Your plane will arrive in England by 9:00. There will be a coach waiting for you, and the driver will be next to the information desk. You should arrive at the hotel by 11:00. You will then have an hour to check in and unpack all your luggage. The conference will start on time at 12:30, so I would suggest you leave | hotel by 12:00. The best way to get to the conference is to follow the college road and turn left toward the end , you . You then keep going straight , you . You will eventually see the main entrance to the college. When you get into the college you can just ask any boys in the college where to go from then. They all know where the conference is and when. ",PROPN PROPN PROPN,15,19.93327264330172,21.597352278844838,False,False
1137,MD,True,Chinese has no articles and doesn't use classifiers in this situation,"I have booked a hotel not far from our school. The hotel is called | the Epsom Down Hotel. Your plane will arrive in England by 9:00. There will be a coach waiting for you, and the driver will be next to the information desk. You should arrive at the hotel by 11:00. You will then have an hour to check in and unpack all your luggage. The conference will start on time at 12:30, so I would suggest you leave | the hotel by 12:00. The best way to get to the conference is to follow the college road and turn left toward the end , you . You then keep going straight , you . You will eventually see the main entrance to the college. When you get into the college you can just ask any boys in the college where to go from then. They all know where the conference is and when. ",DET PROPN PROPN,"I have booked a hotel not far from our school. The hotel is called | Epsom Down Hotel. Your plane will arrive in England by 9:00. There will be a coach waiting for you, and the driver will be next to the information desk. You should arrive at the hotel by 11:00. You will then have an hour to check in and unpack all your luggage. The conference will start on time at 12:30, so I would suggest you leave | hotel by 12:00. The best way to get to the conference is to follow the college road and turn left toward the end , you . You then keep going straight , you . You will eventually see the main entrance to the college. When you get into the college you can just ask any boys in the college where to go from then. They all know where the conference is and when. ",PROPN PROPN PROPN,15,19.93327264330172,21.597352278844838,False,False
1138,MD,True,Chinese has no articles and doesn't use classifiers in this situation,"Welcome to Taiwan. This report is based on an interesting building, where you can take , your students . This building is situated in Taipei, the capital. The building is called | the Chiang Kei-shek Memorial Hall. Nearly everyone knows where this building is, so if you have a chance, just ask the local people in Taipei about this building. ",DET PROPN PROPN,"Welcome to Taiwan. This report is based on an interesting building, where you can take , your students . This building is situated in Taipei, the capital. The building is called | Chiang Kei-shek Memorial Hall. Nearly everyone knows where this building is, so if you have a chance, just ask the local people in Taipei about this building. ",PROPN PROPN PUNCT,35,19.93327264330172,21.597352278844838,False,False
1139,MD,True,Chinese has no articles and doesn't use classifiers in this situation,"Finally, if you want to visit this building I would recommend you stay at a hotel not far from the memorial Hall called | the Hyatt Hotel. It only takes about five minutes if you walk. I hope you will all have a great time in Taiwan and I hope you will enjoy the building. ",DET PROPN PROPN,"Finally, if you want to visit this building I would recommend you stay at a hotel not far from the memorial Hall called | Hyatt Hotel. It only takes about five minutes if you walk. I hope you will all have a great time in Taiwan and I hope you will enjoy the building. ",PROPN PROPN PUNCT,24,19.93327264330172,21.597352278844838,False,False
1140,MD,True,Chinese has no articles and doesn't use classifiers in this situation,"The group has been booked into | the Palace Hotel, which is not very far from the place where the conference will be held. You can take the No.41 bus from the hotel to the conference , it . It only takes ten minutes approximately. ",DET PROPN PROPN,"The group has been booked into | Palace Hotel, which is not very far from the place where the conference will be held. You can take the No.41 bus from the hotel to the conference , it . It only takes ten minutes approximately. ",PROPN PROPN PUNCT,6,19.93327264330172,21.597352278844838,False,False
1141,MD,True,Chinese has no articles and doesn't use classifiers in this situation,"As for the end-of-conference party, it will be on the morning of the last day, starting at 9:00. All the students and staff will attend together in the hall. They can play games and talk about | their personal experiences. The main aim of this is to strengthen the friendship among all these pupils coming from all over the world. So it would be fine if you wore casual clothes and looked smart. ",DET ADJ NOUN,"As for the end-of-conference party, it will be on the morning of the last day, starting at 9:00. All the students and staff will attend together in the hall. They can play games and talk about | personal experiences. The main aim of this is to strengthen the friendship among all these pupils coming from all over the world. So it would be fine if you wore casual clothes and looked smart. ",ADJ NOUN PUNCT,44,20.181245058411,21.122812578707187,False,False
1142,MD,True,Chinese has no articles and doesn't use classifiers in this situation,"Welcome to London. You asked me about an interesting building to visit. In my opinion , I recommend | the British Museum. One of the reasons is you can learn almost everything about British history there. ",DET PROPN PROPN,"Welcome to London. You asked me about an interesting building to visit. In my opinion , I recommend | British Museum. One of the reasons is you can learn almost everything about British history there. ",PROPN PROPN PUNCT,20,19.93327264330172,21.597352278844838,False,False
1143,MD,True,Chinese has no articles and doesn't use classifiers in this situation,"Apart from national history, there are more contents about the history of the world. You can go to many sections such as | the Asian Hall, Egyptian Hall, European Hall and so on. The countless fascinating things will definitely take you the whole day to appreciate. After a visit to | the British Museum, you will certainly be able to put your history textbook away! ",DET PROPN PROPN,"Apart from national history, there are more contents about the history of the world. You can go to many sections such as | Asian Hall, Egyptian Hall, European Hall and so on. The countless fascinating things will definitely take you the whole day to appreciate. After a visit to | British Museum, you will certainly be able to put your history textbook away! ",PROPN PROPN PUNCT,24,19.93327264330172,21.597352278844838,False,False
1144,MD,True,Chinese has no articles and doesn't use classifiers in this situation,"Apart from national history, there are more contents about the history of the world. You can go to many sections such as the Asian Hall, Egyptian Hall, European Hall and so on. | The countless fascinating things will definitely take you the whole day to appreciate. After a visit to the British Museum, you will certainly be able to put your history textbook away! ",DET ADJ ADJ,"Apart from national history, there are more contents about the history of the world. You can go to many sections such as the Asian Hall, Egyptian Hall, European Hall and so on. | Countless fascinating things will definitely take you the whole day to appreciate. After a visit to the British Museum, you will certainly be able to put your history textbook away! ",ADJ ADJ NOUN,37,17.731104958914173,20.148493819878148,False,False
1145,MD,True,Chinese has no articles and doesn't use classifiers in this situation,"Apart from national history, there are more contents about the history of the world. You can go to many sections such as | the Asian Hall, Egyptian Hall, European Hall and so on. The countless fascinating things will definitely take you the whole day to appreciate. After a visit to | the British Museum, you will certainly be able to put your history textbook away! ",DET PROPN PROPN,"Apart from national history, there are more contents about the history of the world. You can go to many sections such as | Asian Hall, Egyptian Hall, European Hall and so on. The countless fascinating things will definitely take you the whole day to appreciate. After a visit to | British Museum, you will certainly be able to put your history textbook away! ",PROPN PROPN PUNCT,24,19.93327264330172,21.597352278844838,False,False
1146,MD,True,Chinese has no articles and doesn't use classifiers in this situation,"Also you don't have to pay any money for it, and the transport is extremely convenient, therefore | the British Museum is your best choice. Don't be hesitant any more! ",DET PROPN PROPN,"Also you don't have to pay any money for it, and the transport is extremely convenient, therefore | British Museum is your best choice. Don't be hesitant any more! ",PROPN PROPN VERB,20,19.93327264330172,21.597352278844838,False,False
1147,UY,False,Wordiness,"The idea of an ""International Art Festival"" was great. But I feel the word ""International"" was not really suitable; because you | only had six countries' stars and artists . I think you should invite more than ten countries. The other problem was choosing space . As , as the hall of the classical concert was too small and crowded. Next year, you should calculate or examine how many people will come before you choose a hall, which I feel very good was plays and films. It can show more for next year's festival. The Dance Shows as well . And the offer of a ""weekend ticket"" was an excellent idea . Because , because the price was cheaper than buying it separately and more convenient . ",ADV VERB NUM,"The idea of an ""International Art Festival"" was great. But I feel the word ""International"" was not really suitable; because you | just only had six countries' stars and artists . I think you should invite more than ten countries. The other problem was choosing space . As , as the hall of the classical concert was too small and crowded. Next year, you should calculate or examine how many people will come before you choose a hall, which I feel very good was plays and films. It can show more for next year's festival. The Dance Shows as well . And the offer of a ""weekend ticket"" was an excellent idea . Because , because the price was cheaper than buying it separately and more convenient . ",ADV ADV VERB,27,19.126810556301955,18.12234923034004,True,False
1148,UY,False,Wordiness,"One day, a little girl called Sara . She was walking over a bridge. Suddenly, she heard a man's voice calling her: ""Sara...Sara.. look down to the river."" Then Sara looked into the river. She was very scared . Because , because she saw a golden fish who was smiling at her and talking to her. After a few seconds, Sara felt that the golden fish was lovely. She had never seen any fish that had that wonderful colour and could talk with her. Because Sara didn't have any brothers and sisters, and her Mom and Dad needed to work every day, | she was very lonely. ",PRON VERB ADV,"One day, a little girl called Sara . She was walking over a bridge. Suddenly, she heard a man's voice calling her: ""Sara...Sara.. look down to the river."" Then Sara looked into the river. She was very scared . Because , because she saw a golden fish who was smiling at her and talking to her. After a few seconds, Sara felt that the golden fish was lovely. She had never seen any fish that had that wonderful colour and could talk with her. Because Sara didn't have any brothers and sisters, and her Mom and Dad needed to work every day, | so she was very lonely. ",ADV PRON VERB,121,17.902231436269226,17.845530257921105,True,False
1149,MY,True,Relative adverb missing,"Firstly, I want to say it is a great idea to have this international arts festival , it . It is very interesting, especially for young people. I went to this festival with four friends and all of us enjoyed our time | there very much. It was said that stars and artists from around the world would be there in the advertisement, but in fact they were from only six different countries, so I hope there will be artists from more countries next year. Although the jazz, rock and classical music was great, some concerts and halls were too small , could . Could you consider making them bigger next year . ? ",ADV ADV ADV,"Firstly, I want to say it is a great idea to have this international arts festival , it . It is very interesting, especially for young people. I went to this festival with four friends and all of us enjoyed our time | very much. It was said that stars and artists from around the world would be there in the advertisement, but in fact they were from only six different countries, so I hope there will be artists from more countries next year. Although the jazz, rock and classical music was great, some concerts and halls were too small , could . Could you consider making them bigger next year . ? ",ADV ADV PUNCT,45,19.126810556301955,18.12234923034004,True,True
1150,UY,False,Chinese equivalent sentence would use corrected equivalent as well,"Although | I enjoyed it, there were still some things that needed to be improved. For example, there were some concert halls which were too small to hold so many people, the stars and artists were just from six countries, which is not enough for the audience. In addition, when you organize next year's international arts festival, could you arrange more plays and films . ? ",PRON VERB PRON,"Although | how I enjoyed it, there were still some things that needed to be improved. For example, there were some concert halls which were too small to hold so many people, the stars and artists were just from six countries, which is not enough for the audience. In addition, when you organize next year's international arts festival, could you arrange more plays and films . ? ",ADV PRON VERB,1,17.902231436269226,17.845530257921105,True,False
1151,UY,False,Wordiness,"This happened on Thursday afternoon. When everyone finished their lunch, they all got into their classrooms quickly because they all knew that the headmaster walked round the school every Thursday. But some naughty students in my class were throwing paper aeroplanes when the teacher was writing something on the board. Unfortunately, one of the paper planes flew out of the window and hit | the headmaster's head. Everyone was laughing and the headmaster's face was full of anger. He then punished Jon but the one who did it was Tim so Jon was very angry and he said something bad about the headmaster to us. Pat heard that and he went to see the headmaster straight after school. The headmaster went to see Jon and Tim and punished them for their bad behaviour. ",DET NOUN PART,"This happened on Thursday afternoon. When everyone finished their lunch, they all got into their classrooms quickly because they all knew that the headmaster walked round the school every Thursday. But some naughty students in my class were throwing paper aeroplanes when the teacher was writing something on the board. Unfortunately, one of the paper planes flew out of the window and hit | directly the headmaster's head. Everyone was laughing and the headmaster's face was full of anger. He then punished Jon but the one who did it was Tim so Jon was very angry and he said something bad about the headmaster to us. Pat heard that and he went to see the headmaster straight after school. The headmaster went to see Jon and Tim and punished them for their bad behaviour. ",ADV DET NOUN,68,18.05246523895071,19.593406958213144,False,True
1152,UY,False,Word pair misunderstanding,"Unfortunately, Pat wasn't very good at keeping secrets. My story had already been spread | the next day. Although failing in the exams wasn't really a big deal, it was awful that people kept mentioning it. I didn't think I was going to survive after failing the exams and my best friend had been untrustworthy. But this idea was soon be put off since I noticed in the newspaper that I had won the writing competition. I couldn't believe my luck , . I was really sure that I won a return ticket to the Mediterranean Sea. During the trip, I made friends with other people who had also won the competition in their towns. They were so kind to me that we soon became good friends. For the last few days, we spent our time sightseeing and shopping. I must admit that it was the greatest time I have ever had in my life. On the last day when I was packing and getting ready to leave, I realised I had lost my passport and tickets. A horrible thought suddenly came into my mind. My bad luck had never left me. It had only hidden away from me and when there was a chance, it was going to give me a 'surprise'. ",DET ADJ NOUN,"Unfortunately, Pat wasn't very good at keeping secrets. My story had already been spread | out the next day. Although failing in the exams wasn't really a big deal, it was awful that people kept mentioning it. I didn't think I was going to survive after failing the exams and my best friend had been untrustworthy. But this idea was soon be put off since I noticed in the newspaper that I had won the writing competition. I couldn't believe my luck , . I was really sure that I won a return ticket to the Mediterranean Sea. During the trip, I made friends with other people who had also won the competition in their towns. They were so kind to me that we soon became good friends. For the last few days, we spent our time sightseeing and shopping. I must admit that it was the greatest time I have ever had in my life. On the last day when I was packing and getting ready to leave, I realised I had lost my passport and tickets. A horrible thought suddenly came into my mind. My bad luck had never left me. It had only hidden away from me and when there was a chance, it was going to give me a 'surprise'. ",PART DET ADJ,17,18.33821244574045,19.502048732101926,False,True
1153,MY,False,Error,"A week later, when I was still in a bad mood, my form teacher, Mrs Brown, talked about jobs in our English lesson. She told us there were numerous types of job in the world. Some offered a high salary while some did | not. However, they are equally important for our society. 'Who wants to be a doctor?' She asked. Many students raised their hands. 'Who wants to be a lawyer?' Again, many students put up their hand. But when she asked who wanted to be a cleaner, nobody raised his hand and I felt so ashamed that I lowered my head. 'Cleaner is a very good job.' Mrs Brown said in a loud voice. 'If there were no cleaners, who would clean the school for us , who ? Who would keep the environment nice and tidy . ? ' Suddenly, all my classmates applauded and smiled at me with respect. The teacher also grinned and I was so impressed and repeated the words in my heart: 'All jobs have the same importance.' ",ADV PUNCT ADV,"A week later, when I was still in a bad mood, my form teacher, Mrs Brown, talked about jobs in our English lesson. She told us there were numerous types of job in the world. Some offered a high salary while some did | . However, they are equally important for our society. 'Who wants to be a doctor?' She asked. Many students raised their hands. 'Who wants to be a lawyer?' Again, many students put up their hand. But when she asked who wanted to be a cleaner, nobody raised his hand and I felt so ashamed that I lowered my head. 'Cleaner is a very good job.' Mrs Brown said in a loud voice. 'If there were no cleaners, who would clean the school for us , who ? Who would keep the environment nice and tidy . ? ' Suddenly, all my classmates applauded and smiled at me with respect. The teacher also grinned and I was so impressed and repeated the words in my heart: 'All jobs have the same importance.' ",PUNCT ADV PUNCT,49,20.336943731760567,19.81287352050652,True,False
1154,UY,False,Word pair misunderstanding,"Unfortunately, Pat wasn't very good at keeping secrets. He was so kind that he couldn't resist telling Janet that she was going to be killed by Mr Brown. After doing that, Pat left the room. Janet was so nervous that she couldn't stop her heart beating quickly. She went downstairs quietly and closed the door as soon as she went into her room. At that moment a lot of things appeared in her mind, which seemed like they had just happened yesterday. ""Why did Mr Brown want to kill me?"" she said to herself. ""I am just a servant in this castle , . I love him so much and I don't want anything from him although he is the owner of this castle."" It seemed as if a shadow came in through the window and disappeared quickly. Everything in the room was quiet except the sound of the clock, as if everything was going to die. She was so frightened and sad that she had no energy. She fell | onto the floor and wept, while nobody could help her. ",ADP DET NOUN,"Unfortunately, Pat wasn't very good at keeping secrets. He was so kind that he couldn't resist telling Janet that she was going to be killed by Mr Brown. After doing that, Pat left the room. Janet was so nervous that she couldn't stop her heart beating quickly. She went downstairs quietly and closed the door as soon as she went into her room. At that moment a lot of things appeared in her mind, which seemed like they had just happened yesterday. ""Why did Mr Brown want to kill me?"" she said to herself. ""I am just a servant in this castle , . I love him so much and I don't want anything from him although he is the owner of this castle."" It seemed as if a shadow came in through the window and disappeared quickly. Everything in the room was quiet except the sound of the clock, as if everything was going to die. She was so frightened and sad that she had no energy. She fell | down onto the floor and wept, while nobody could help her. ",PART ADP DET,194,19.030015580763774,19.58904782998608,False,True
1155,UY,True,Chinese would use word in this context,"To be honest, I would like you to return the money | to me. And explain what had happened. ",ADP PRON PUNCT,"To be honest, I would like you to return the money | back to me. And explain what had happened. ",ADV ADP PRON,12,18.74426837397404,19.680406056097304,False,False
1156,UY,True,Chinese would use word in this context,"I moved away that year, | to a whole new place and a whole new school. Once in a while my old schoolmates came and visited me and we had lots of fun together, just like the old times. However, I felt I could not talk to them about the problems I was having, the one problem about my parents getting a divorce. ",ADP DET ADJ,"I moved away that year, | away to a whole new place and a whole new school. Once in a while my old schoolmates came and visited me and we had lots of fun together, just like the old times. However, I felt I could not talk to them about the problems I was having, the one problem about my parents getting a divorce. ",ADV ADP DET,6,18.74426837397404,19.680406056097304,False,False
1157,MY,True,Negation not applied,"I had an unpleasant experience. It was at lunchtime. Everybody had gone to buy lunch in the supermarket , in . In fact, nobody likes crowds and queues, especially | not in the summertime. I was queuing in the middle of row . I chose this aisle because I thought it was quicker than the others. Although there were finished two people, next was me, something was happened . Suddenly the customer thought the receipt was not right , she . She did not buy a lot of things but the shop assistant did not make a mistake , they . They argued about this thing. The shop manager came to solve it. Obviously, I had to try another aisle. It was the longest queue , I have ever been in. ",ADV ADP DET,"I had an unpleasant experience. It was at lunchtime. Everybody had gone to buy lunch in the supermarket , in . In fact, nobody likes crowds and queues, especially | in the summertime. I was queuing in the middle of row . I chose this aisle because I thought it was quicker than the others. Although there were finished two people, next was me, something was happened . Suddenly the customer thought the receipt was not right , she . She did not buy a lot of things but the shop assistant did not make a mistake , they . They argued about this thing. The shop manager came to solve it. Obviously, I had to try another aisle. It was the longest queue , I have ever been in. ",ADP DET NOUN,33,17.669923056622793,21.151463783970406,False,False
1158,UY,True,Chinese would use word in this context,"I would be grateful if you could put me into the tent side of accommodation because I have had all my holidays with my parents in luxury hotels | . I would like to try it this time. As all the travel expenses are paid already, I would appreciate it if you could tell me what kind of clothing and also how much pocket money I need. ",PUNCT PRON VERB,"I would be grateful if you could put me into the tent side of accommodation because I have had all my holidays with my parents in luxury hotels | before. I would like to try it this time. As all the travel expenses are paid already, I would appreciate it if you could tell me what kind of clothing and also how much pocket money I need. ",ADV PUNCT PRON,28,20.336943731760567,19.81287352050652,True,True
1159,MY,True,Relative adverb missing,"The place | where we worked was a football pitch; we spent 3 days setting up the stage, the equipment, and the lights. In fact, there was nothing very important I did, because we were not the right people to do it. I only put the speakers in the right places, or helped the engineers test the lights. ",ADV PRON VERB,"The place | we worked was a football pitch; we spent 3 days setting up the stage, the equipment, and the lights. In fact, there was nothing very important I did, because we were not the right people to do it. I only put the speakers in the right places, or helped the engineers test the lights. ",PRON VERB VERB,2,19.017665513658788,19.133156350098183,False,False
