,Unnamed: 0,error_type,Negative transfer?,Likely reason for mistake,correct_sentence,correct_trigram_ud,incorrect_sentence,incorrect_trigram_ud,nlt,result
1201,60,UD,False,Overcorrection,"We've just been told about your programme and I must say that we all like it! What I am most looking forward to , is the River trip to Greenwich; but I would also really like to visit the Science Museum as well as the National Gallery! This will be very enriching for us! You must wonder why I'm writing to you, then! ... Well actually we've just received an advertisement for the London Fashion and Leisure Show, and the vast majority of the class would like to go and see it. This will take place in the Central Exhibition Hall on Tuesday 14th March. We thought it would be a great experience for us since we quite don't have such opportunities in our everyday life! Moreover, | admission is free for the students so that won't raise the cost of the trip. I thought we should visit the Science Museum on Monday afternoon so that we could do the River trip on Tuesday morning just before going to the fashion show! Anyway, we were going shopping on Tuesday afternoon so that won't be a problem to my mind! ",NOUN VERB ADJ,"We've just been told about your programme and I must say that we all like it! What I am most looking forward to , is the River trip to Greenwich; but I would also really like to visit the Science Museum as well as the National Gallery! This will be very enriching for us! You must wonder why I'm writing to you, then! ... Well actually we've just received an advertisement for the London Fashion and Leisure Show, and the vast majority of the class would like to go and see it. This will take place in the Central Exhibition Hall on Tuesday 14th March. We thought it would be a great experience for us since we quite don't have such opportunities in our everyday life! Moreover, | the admission is free for the students so that won't raise the cost of the trip. I thought we should visit the Science Museum on Monday afternoon so that we could do the River trip on Tuesday morning just before going to the fashion show! Anyway, we were going shopping on Tuesday afternoon so that won't be a problem to my mind! ",DET NOUN VERB,False,True
1202,61,UD,True,Chinese uses classifiers in this case,"Personally , here are | some suggestions about how the programme could be changed. We can follow the programme that you planned as usual and then we go to that fashion show on Tuesday. ",DET NOUN ADP,"Personally , here are | my some suggestions about how the programme could be changed. We can follow the programme that you planned as usual and then we go to that fashion show on Tuesday. ",DET DET NOUN,False,False
1203,62,UD,False,Overcorrection,"Finally, on the last afternoon, we could visit the museums , and markets (we have a very interesting robot-market). Basically it's | free time for the students to look round here by themselves. ",ADJ NOUN ADP,"Finally, on the last afternoon, we could visit the museums , and markets (we have a very interesting robot-market). Basically it's | a free time for the students to look round here by themselves. ",DET ADJ NOUN,False,True
1204,63,UD,False,Overcorrection,"First of all, the efficiency of | society has been improved. When shopping, we don't need to wait for the cashier to take every article's note by hand. When booking a flight, we can just make a phone call to any agency, and get it done in one minute. Secondly, instead of looking up tons of books to get the information that we need, we can very easily search for it on the Internet or on the local network. It's very often heard , that someone , who has a rare illness , has had an operation at a foreign institute , which he found via the Internet. Moreover, with computer networks, it is possible for people to work from home, making projects, controlling operations or having conferences. Lastly the way of communications has also changed. Instead of | traditional telecommunications, we can talk by, e-mail or even see each other with the help of a computer network. ",NOUN VERB VERB,"First of all, the efficiency of | the society has been improved. When shopping, we don't need to wait for the cashier to take every article's note by hand. When booking a flight, we can just make a phone call to any agency, and get it done in one minute. Secondly, instead of looking up tons of books to get the information that we need, we can very easily search for it on the Internet or on the local network. It's very often heard , that someone , who has a rare illness , has had an operation at a foreign institute , which he found via the Internet. Moreover, with computer networks, it is possible for people to work from home, making projects, controlling operations or having conferences. Lastly the way of communications has also changed. Instead of | the traditional telecommunications, we can talk by, e-mail or even see each other with the help of a computer network. ",DET NOUN VERB,False,True
1205,64,UD,False,Overcorrection,"First of all, the efficiency of society has been improved. When shopping, we don't need to wait for the cashier to take every article's note by hand. When booking a flight, we can just make a phone call to any agency, and get it done in one minute. Secondly, instead of looking up tons of books to get the information that we need, we can very easily search for it on the Internet or on the local network. It's | very often heard , that someone , who has a rare illness , has had an operation at a foreign institute , which he found via the Internet. Moreover, with computer networks, it is possible for people to work from home, making projects, controlling operations or having conferences. Lastly the way of communications has also changed. Instead of traditional telecommunications, we can talk by, e-mail or even see each other with the help of a computer network. ",ADV ADV VERB,"First of all, the efficiency of society has been improved. When shopping, we don't need to wait for the cashier to take every article's note by hand. When booking a flight, we can just make a phone call to any agency, and get it done in one minute. Secondly, instead of looking up tons of books to get the information that we need, we can very easily search for it on the Internet or on the local network. It's | a very often heard , that someone , who has a rare illness , has had an operation at a foreign institute , which he found via the Internet. Moreover, with computer networks, it is possible for people to work from home, making projects, controlling operations or having conferences. Lastly the way of communications has also changed. Instead of traditional telecommunications, we can talk by, e-mail or even see each other with the help of a computer network. ",DET ADV ADV,False,True
1206,65,UD,False,Overcorrection,"First of all, the efficiency of | society has been improved. When shopping, we don't need to wait for the cashier to take every article's note by hand. When booking a flight, we can just make a phone call to any agency, and get it done in one minute. Secondly, instead of looking up tons of books to get the information that we need, we can very easily search for it on the Internet or on the local network. It's very often heard , that someone , who has a rare illness , has had an operation at a foreign institute , which he found via the Internet. Moreover, with computer networks, it is possible for people to work from home, making projects, controlling operations or having conferences. Lastly the way of communications has also changed. Instead of | traditional telecommunications, we can talk by, e-mail or even see each other with the help of a computer network. ",NOUN VERB VERB,"First of all, the efficiency of | the society has been improved. When shopping, we don't need to wait for the cashier to take every article's note by hand. When booking a flight, we can just make a phone call to any agency, and get it done in one minute. Secondly, instead of looking up tons of books to get the information that we need, we can very easily search for it on the Internet or on the local network. It's very often heard , that someone , who has a rare illness , has had an operation at a foreign institute , which he found via the Internet. Moreover, with computer networks, it is possible for people to work from home, making projects, controlling operations or having conferences. Lastly the way of communications has also changed. Instead of | the traditional telecommunications, we can talk by, e-mail or even see each other with the help of a computer network. ",DET NOUN VERB,False,True
1207,66,UD,False,Overcorrection,"Of course there're also some aspects in which | computer technology needs to be improved. For example, reading on the screen is still not as comfortable as reading on paper. A very important and severe problem is | reliability and security. So far, it is still somehow not safe enough to completely rely on computers. ",NOUN NOUN VERB,"Of course there're also some aspects in which | the computer technology needs to be improved. For example, reading on the screen is still not as comfortable as reading on paper. A very important and severe problem is | the reliability and security. So far, it is still somehow not safe enough to completely rely on computers. ",DET NOUN NOUN,False,True
1208,67,UD,False,Overcorrection,"Of course there're also some aspects in which | computer technology needs to be improved. For example, reading on the screen is still not as comfortable as reading on paper. A very important and severe problem is | reliability and security. So far, it is still somehow not safe enough to completely rely on computers. ",NOUN NOUN VERB,"Of course there're also some aspects in which | the computer technology needs to be improved. For example, reading on the screen is still not as comfortable as reading on paper. A very important and severe problem is | the reliability and security. So far, it is still somehow not safe enough to completely rely on computers. ",DET NOUN NOUN,False,True
1209,68,UD,False,Overcorrection,"Moreover, the TV is | great company for people who live alone or feel alone. I like to turn on the TV when I stay at home. Someone is talking, laughing, crying on there, so join them , you . You will feel much better than you would just by yourself. Some TV programmes are enjoyable! ",ADJ NOUN ADP,"Moreover, the TV is | a great company for people who live alone or feel alone. I like to turn on the TV when I stay at home. Someone is talking, laughing, crying on there, so join them , you . You will feel much better than you would just by yourself. Some TV programmes are enjoyable! ",DET ADJ NOUN,False,True
1210,69,UD,False,Chinese doesn't distinguish indefinite and definite articles like English,"Moreover, the TV is great company for | people who live alone or feel alone. I like to turn on the TV when I stay at home. Someone is talking, laughing, crying on there, so join them , you . You will feel much better than you would just by yourself. Some TV programmes are enjoyable! ",NOUN PRON VERB,"Moreover, the TV is great company for | the people who live alone or feel alone. I like to turn on the TV when I stay at home. Someone is talking, laughing, crying on there, so join them , you . You will feel much better than you would just by yourself. Some TV programmes are enjoyable! ",DET NOUN PRON,False,True
1211,70,UD,False,Overcorrection,"However, TV also has some disadvantages. You might just sit in front of the TV for hours learning nothing, or no longer talk with your family. I think this is the worst influence in | society. ",NOUN PUNCT _,"However, TV also has some disadvantages. You might just sit in front of the TV for hours learning nothing, or no longer talk with your family. I think this is the worst influence in | the society. ",DET NOUN PUNCT,False,True
1212,71,UD,False,Overcorrection,"In conclusion, | TV has both advantages and disadvantages, but on the whole the advantages are greater than the disadvantages. So , but on the whole, TV still is a wonderful and important invention on the world . ",NOUN VERB DET,"In conclusion, | the TV has both advantages and disadvantages, but on the whole the advantages are greater than the disadvantages. So , but on the whole, TV still is a wonderful and important invention on the world . ",DET NOUN VERB,False,True
1213,72,UD,False,Chinese doesn't distinguish indefinite and definite articles like English,"Finally, on the last day, I suggest you go to the market in town during the 3-hour gap. It is a nice place to buy | British-style gifts for your family and friends. You could also enjoy the tea at the cafés nearby. ",ADJ PUNCT NOUN,"Finally, on the last day, I suggest you go to the market in town during the 3-hour gap. It is a nice place to buy | the British-style gifts for your family and friends. You could also enjoy the tea at the cafés nearby. ",DET ADJ PUNCT,False,True
1214,73,UD,False,Overcorrection,"For the afternoon free time on the last day . There , there are a wide variety of choices in the things that they can do. They can play tennis, do athletics, swim... and many other sports activities in our school, if they want to. Or they can also visit | Epsom Town. There are shops which sell clothes, food, and books ... They can decide what they want to do , it's . It's entirely up to them. ",PROPN PROPN PUNCT,"For the afternoon free time on the last day . There , there are a wide variety of choices in the things that they can do. They can play tennis, do athletics, swim... and many other sports activities in our school, if they want to. Or they can also visit | the Epsom Town. There are shops which sell clothes, food, and books ... They can decide what they want to do , it's . It's entirely up to them. ",DET PROPN PROPN,False,True
1215,74,UD,False,Chinese doesn't distinguish indefinite and definite articles like English,"The Memorial Hall is surrounded by large playgrounds. As you go into the main Hall, you will see a huge statue of Chiang Kei-shek , this . This is because the building is the remembrance of how well Chiang did in History . The statue is about 20 feet high. The statue is protected by | guards , the . The guards will change every four hours. ",NOUN PUNCT DET,"The Memorial Hall is surrounded by large playgrounds. As you go into the main Hall, you will see a huge statue of Chiang Kei-shek , this . This is because the building is the remembrance of how well Chiang did in History . The statue is about 20 feet high. The statue is protected by | the guards , the . The guards will change every four hours. ",DET NOUN PUNCT,False,True
1216,75,UD,False,Overcorrection,"Apart from | national history, there are more contents about the history of the world. You can go to many sections such as the Asian Hall, Egyptian Hall, European Hall and so on. The countless fascinating things will definitely take you the whole day to appreciate. After a visit to the British Museum, you will certainly be able to put your history textbook away! ",ADJ NOUN PUNCT,"Apart from | the national history, there are more contents about the history of the world. You can go to many sections such as the Asian Hall, Egyptian Hall, European Hall and so on. The countless fascinating things will definitely take you the whole day to appreciate. After a visit to the British Museum, you will certainly be able to put your history textbook away! ",DET ADJ NOUN,False,True
1217,0,MT,True,Chinese doesn't use the word in this context,"I went | to your annual international art festival. Most of the events I went to were good, but I feel that the festival could be even better next year. So, I am writing to you with some of my opinions and suggestions. I hope it might help with next year's festival. ",ADP DET ADJ,"I went | your annual international art festival. Most of the events I went to were good, but I feel that the festival could be even better next year. So, I am writing to you with some of my opinions and suggestions. I hope it might help with next year's festival. ",DET ADJ ADJ,False,False
1218,1,MT,True,Chinese doesn't use the word in this context,"Therefore, she came to the river every day and talked | about everything with the golden fish. They were very close friends. After half a year, the golden fish suddenly disappeared. Sara was very sad. She sat and cried by the river. Then somebody called her name: ""Sara... Sara... look at me... I'm standing on your left-hand side."" Sara remembered the golden fish. It had suddenly become human, a little boy. After a few days they got married. They had a wonderful life together. ",ADP NOUN ADP,"Therefore, she came to the river every day and talked | everything with the golden fish. They were very close friends. After half a year, the golden fish suddenly disappeared. Sara was very sad. She sat and cried by the river. Then somebody called her name: ""Sara... Sara... look at me... I'm standing on your left-hand side."" Sara remembered the golden fish. It had suddenly become human, a little boy. After a few days they got married. They had a wonderful life together. ",NOUN ADP DET,True,True
1219,2,MT,True,Chinese doesn't use the word in this context,"You mentioned the rules at home and at school in the letter. This reminds me of what I experienced during my teenage years. In my country the children go to secondary school when they are in the first year of being a teenager. You know, this age is the troublesome age, boys have too much energy and girls want to fall in love with someone. They always annoy the schoolteacher and their parents. As a result of this, the teachers make very strict rules at school, such as students aren't allowed to speak | to each other in class. They have to finish homework within a limited time. They cannot oppose the teacher, girls are not allowed to wear make-up or wear any jewellery. At home, in my experience, my parents didn't allow me to go out in the evening and gave me a lot of homework to do, even in the holiday. They also forbade me to have a boyfriend. I think it is not just what happened in my home, many of my friends had the same experience. ",ADP DET ADJ,"You mentioned the rules at home and at school in the letter. This reminds me of what I experienced during my teenage years. In my country the children go to secondary school when they are in the first year of being a teenager. You know, this age is the troublesome age, boys have too much energy and girls want to fall in love with someone. They always annoy the schoolteacher and their parents. As a result of this, the teachers make very strict rules at school, such as students aren't allowed to speak | each other in class. They have to finish homework within a limited time. They cannot oppose the teacher, girls are not allowed to wear make-up or wear any jewellery. At home, in my experience, my parents didn't allow me to go out in the evening and gave me a lot of homework to do, even in the holiday. They also forbade me to have a boyfriend. I think it is not just what happened in my home, many of my friends had the same experience. ",DET ADJ ADP,False,False
1220,3,MT,True,Chinese doesn't use the word in this context,"But when the show started, they said Danny wasn't there because of his illness and I felt very upset and dismayed about it because the experience I had was unlike what the advertisement promised. After the boring show finished, I was hungry and I decided to go to your theatre restaurant but the restaurant was closed after 19.00. So what's the point | of saying 'visit our restaurant after the show'? ",ADP VERB PUNCT,"But when the show started, they said Danny wasn't there because of his illness and I felt very upset and dismayed about it because the experience I had was unlike what the advertisement promised. After the boring show finished, I was hungry and I decided to go to your theatre restaurant but the restaurant was closed after 19.00. So what's the point | saying 'visit our restaurant after the show'? ",VERB PUNCT VERB,True,True
1221,4,MT,False,"Adding ""concerning""'s or ""for""'s Chinese equivalent would make the sentence more ""formal"" in Chinese","Unfortunately, Pat wasn't very good at keeping secrets. My story had already been spread the next day. Although failing in the exams wasn't really a big deal, it was awful that people kept mentioning it. I didn't think I was going to survive after failing the exams and my best friend had been untrustworthy. But this idea was soon be put off since I noticed in the newspaper that I had won the writing competition. I couldn't believe my luck , . I was really sure that I won a return ticket to the Mediterranean Sea. During the trip, I made friends with other people who had also won the competition in their towns. They were so kind to me that we soon became good friends. | For the last few days, we spent our time sightseeing and shopping. I must admit that it was the greatest time I have ever had in my life. On the last day when I was packing and getting ready to leave, I realised I had lost my passport and tickets. A horrible thought suddenly came into my mind. My bad luck had never left me. It had only hidden away from me and when there was a chance, it was going to give me a 'surprise'. ",ADP DET ADJ,"Unfortunately, Pat wasn't very good at keeping secrets. My story had already been spread the next day. Although failing in the exams wasn't really a big deal, it was awful that people kept mentioning it. I didn't think I was going to survive after failing the exams and my best friend had been untrustworthy. But this idea was soon be put off since I noticed in the newspaper that I had won the writing competition. I couldn't believe my luck , . I was really sure that I won a return ticket to the Mediterranean Sea. During the trip, I made friends with other people who had also won the competition in their towns. They were so kind to me that we soon became good friends. | The last few days, we spent our time sightseeing and shopping. I must admit that it was the greatest time I have ever had in my life. On the last day when I was packing and getting ready to leave, I realised I had lost my passport and tickets. A horrible thought suddenly came into my mind. My bad luck had never left me. It had only hidden away from me and when there was a chance, it was going to give me a 'surprise'. ",DET ADJ ADJ,False,True
1222,5,MT,False,Incorrect/incomplete expression used,"I am writing this letter | in order to complain about my unpleasant experience at your theatre. Two days ago, I went to see the musical show ""Over the Rainbow"" at your theatre. The advertised starting time is 19:30 . But but for some unknown reason, the play didn't start until 20:15. The audience were anxious and bored. ",ADP NOUN PART,"I am writing this letter | order to complain about my unpleasant experience at your theatre. Two days ago, I went to see the musical show ""Over the Rainbow"" at your theatre. The advertised starting time is 19:30 . But but for some unknown reason, the play didn't start until 20:15. The audience were anxious and bored. ",NOUN PART VERB,True,False
1223,6,MT,True,Chinese doesn't use the word in this context,"I am writing this letter in order to complain | about my unpleasant experience at your theatre. Two days ago, I went to see the musical show ""Over the Rainbow"" at your theatre. The advertised starting time is 19:30 . But but for some unknown reason, the play didn't start until 20:15. The audience were anxious and bored. ",ADP DET ADJ,"I am writing this letter in order to complain | my unpleasant experience at your theatre. Two days ago, I went to see the musical show ""Over the Rainbow"" at your theatre. The advertised starting time is 19:30 . But but for some unknown reason, the play didn't start until 20:15. The audience were anxious and bored. ",DET ADJ NOUN,False,False
1224,7,MT,False,Word omitted even though in the Chinese translation it would be there,"That evening we didn't want to have our supper before the show. Anyway I thought it would be too early to eat and also because the timetable or candidates you give me have say : ""visit our theatre restaurant after the show"". So we did, but unfortunately it was closed and I was so disappointed about it, not only because we had expected Danny Brook and Tina Truelove to be the actor of starring . Also I don't really mind that the show started late but the rute of that evening was rucented . And there were no discounts when you said there would be! Why is it everything that on the canidates was wrong and different | from what we experienced. We don't expect much bad to happen on our holiday, but this was a perfect show as well , it was the worst show and theatre I have ever been to in my life. ",ADP PRON PRON,"That evening we didn't want to have our supper before the show. Anyway I thought it would be too early to eat and also because the timetable or candidates you give me have say : ""visit our theatre restaurant after the show"". So we did, but unfortunately it was closed and I was so disappointed about it, not only because we had expected Danny Brook and Tina Truelove to be the actor of starring . Also I don't really mind that the show started late but the rute of that evening was rucented . And there were no discounts when you said there would be! Why is it everything that on the canidates was wrong and different | what we experienced. We don't expect much bad to happen on our holiday, but this was a perfect show as well , it was the worst show and theatre I have ever been to in my life. ",PRON PRON VERB,True,False
1225,8,MT,True,Chinese doesn't use the word in this context,"That evening we didn't want to have our supper before the show. Anyway I thought it would be too early to eat and also because the timetable or candidates you give me have say : ""visit our theatre restaurant after the show"". So we did, but unfortunately it was closed and I was so disappointed about it, not only because we had expected Danny Brook and Tina Truelove to be the actor of starring . Also I don't really mind that the show started late but the rute of that evening was rucented . And there were no discounts when you said there would be! Why is it everything that on the canidates was wrong and different from what we experienced. We don't expect much bad to happen on our holiday, but this was a perfect show as well , it was the worst show and theatre I have ever been | to in my life. ",ADP ADP DET,"That evening we didn't want to have our supper before the show. Anyway I thought it would be too early to eat and also because the timetable or candidates you give me have say : ""visit our theatre restaurant after the show"". So we did, but unfortunately it was closed and I was so disappointed about it, not only because we had expected Danny Brook and Tina Truelove to be the actor of starring . Also I don't really mind that the show started late but the rute of that evening was rucented . And there were no discounts when you said there would be! Why is it everything that on the canidates was wrong and different from what we experienced. We don't expect much bad to happen on our holiday, but this was a perfect show as well , it was the worst show and theatre I have ever been | in my life. ",ADP DET NOUN,False,False
1226,9,MT,True,Chinese doesn't use the word in this context,"Secondly, the show I went | to was the evening one, which was supposed to start at 7:30 p.m., but there was a 41-minute delay and it ended up starting at 8.15 p.m. ",ADP VERB DET,"Secondly, the show I went | was the evening one, which was supposed to start at 7:30 p.m., but there was a 41-minute delay and it ended up starting at 8.15 p.m. ",VERB DET NOUN,True,True
1227,10,MT,True,Chinese doesn't use the word in this context,"In my opinion, I think In my opinion, clothes will be a lot different | in 100 years' time. New materials will be invented and new styles will be created either by designers or people themselves, which will lead to changes in fashion, but in addition materials will probably still be used such as denim, which was invented ages ago in America. And people nowadays still use denim as a common material . If you walk out on to the street now, you will probably see more than half the people wearing clothes that are made of denim, which is incredibly surprising! ",ADP NUM NOUN,"In my opinion, I think In my opinion, clothes will be a lot different | 100 years' time. New materials will be invented and new styles will be created either by designers or people themselves, which will lead to changes in fashion, but in addition materials will probably still be used such as denim, which was invented ages ago in America. And people nowadays still use denim as a common material . If you walk out on to the street now, you will probably see more than half the people wearing clothes that are made of denim, which is incredibly surprising! ",NUM NOUN PART,True,True
1228,11,MT,False,Word omitted even though in the Chinese translation it would be there,"In my opinion, I think In my opinion, clothes will be a lot different in 100 years' time. New materials will be invented and new styles will be created either by designers or people themselves, which will lead to changes in fashion, but in addition materials will probably still be used such as denim, which was invented ages ago in America. And people nowadays still use denim as a common material . If you walk out | on to the street now, you will probably see more than half the people wearing clothes that are made of denim, which is incredibly surprising! ",ADP ADP DET,"In my opinion, I think In my opinion, clothes will be a lot different in 100 years' time. New materials will be invented and new styles will be created either by designers or people themselves, which will lead to changes in fashion, but in addition materials will probably still be used such as denim, which was invented ages ago in America. And people nowadays still use denim as a common material . If you walk out | to the street now, you will probably see more than half the people wearing clothes that are made of denim, which is incredibly surprising! ",ADP DET NOUN,False,True
1229,12,MT,True,Chinese doesn't use the word in this context,"| As for the colours, I think metallic colours, especially silver, will be the most popular. As different kinds of fabrics will be invented &amp; and the clothings will never be just cotton as always been seen . Maybe paper can also be a fabric used to make clothing and for those who like to wear new clothes every day. They can be thrown away after wearing them and are light enough to be carried around whenever you want to change what you're wearing. ",ADP ADP DET,"| For the colours, I think metallic colours, especially silver, will be the most popular. As different kinds of fabrics will be invented &amp; and the clothings will never be just cotton as always been seen . Maybe paper can also be a fabric used to make clothing and for those who like to wear new clothes every day. They can be thrown away after wearing them and are light enough to be carried around whenever you want to change what you're wearing. ",ADP DET NOUN,False,False
1230,13,MT,True,Chinese doesn't use the word in this context,I look forward to hearing | from you .,ADP PRON PUNCT,I look forward to hearing | you .,PRON PUNCT _,False,False
1231,14,MT,True,Chinese doesn't use the word in this context,"Lily was one of her best friends for three years. She enjoyed sharing everything with Pat, whatever it was. Nick was Lily's husband. Her husband had been fired the previous year. Lily felt very nervous about their financial problems and their future . As as they wanted to have a baby. She told Pat about what had happened in her family . And and that she was worried. Of course, she knew Nick didn't like her to tell other people about his private . She told Pat that she didn't want any other people to know | about it except her. Pat also promised not to tell other people. ",ADP PRON ADP,"Lily was one of her best friends for three years. She enjoyed sharing everything with Pat, whatever it was. Nick was Lily's husband. Her husband had been fired the previous year. Lily felt very nervous about their financial problems and their future . As as they wanted to have a baby. She told Pat about what had happened in her family . And and that she was worried. Of course, she knew Nick didn't like her to tell other people about his private . She told Pat that she didn't want any other people to know | it except her. Pat also promised not to tell other people. ",PRON ADP PRON,False,False
1232,15,MT,True,Chinese doesn't use the word in this context,"Today, Pat and Lily are still friends. But Lily never tells her what she really wants and what she really thinks | about things. Pat felt very sorry about that but it was too late. ",ADP NOUN PUNCT,"Today, Pat and Lily are still friends. But Lily never tells her what she really wants and what she really thinks | things. Pat felt very sorry about that but it was too late. ",NOUN PUNCT PROPN,True,True
1233,16,MT,True,Chinese doesn't use the word in this context,"According to your advertisement, it stars DANNY BROOK and TINA TRUELOVE, but surprisingly, was performed by a different actor | of whom I didn't even know the name. In addition, the show was supposed to start at 19:30 but it started half an hour later, at 20:15. ",ADP PRON PRON,"According to your advertisement, it stars DANNY BROOK and TINA TRUELOVE, but surprisingly, was performed by a different actor | whom I didn't even know the name. In addition, the show was supposed to start at 19:30 but it started half an hour later, at 20:15. ",PRON PRON VERB,True,True
1234,17,MT,True,"Preposition was used for the word before the conjunction, so the second preposition was omitted","Nowadays, we use a lot of modern technology both at home and | in the office but it has its advantages and disadvantages. ",ADP DET NOUN,"Nowadays, we use a lot of modern technology both at home and | the office but it has its advantages and disadvantages. ",DET NOUN CCONJ,False,False
1235,18,MT,True,Chinese doesn't use the word in this context,"How are you? I went | to the musical show ""Over the Rainbow"" at your theatre last week. I have got a few things to complain about regarding your theatre. The first thing is in your note it says that you have Danny Brook in the show. But in the show, there was another actor. I was so disappointed, because I came from far away to see Danny Broke. In the note it also says that the show starts at 19:30, and so I went in at 19:25. The show started at 20:15, which means it wasted one hour of my time. The note says that are discounts available there are discounts available on tickets , but I bought my ticket and your people told me that there is no discount on the tickets. When the show had finished . , I decided to go and visit your theatre restaurant , . But I went there and it was closed for some reason. I was really hungry and I went to another restaurant as soon as I could. The note says that your perfect evening out, I thought I could get my money back, with your poor service and all my reasons, but it was not ask for money back . ",ADP DET ADJ,"How are you? I went | the musical show ""Over the Rainbow"" at your theatre last week. I have got a few things to complain about regarding your theatre. The first thing is in your note it says that you have Danny Brook in the show. But in the show, there was another actor. I was so disappointed, because I came from far away to see Danny Broke. In the note it also says that the show starts at 19:30, and so I went in at 19:25. The show started at 20:15, which means it wasted one hour of my time. The note says that are discounts available there are discounts available on tickets , but I bought my ticket and your people told me that there is no discount on the tickets. When the show had finished . , I decided to go and visit your theatre restaurant , . But I went there and it was closed for some reason. I was really hungry and I went to another restaurant as soon as I could. The note says that your perfect evening out, I thought I could get my money back, with your poor service and all my reasons, but it was not ask for money back . ",DET ADJ NOUN,False,False
1236,19,MT,True,Chinese doesn't use the word in this context,"How are you? I went to the musical show ""Over the Rainbow"" at your theatre last week. I have got a few things to complain about | regarding your theatre. The first thing is in your note it says that you have Danny Brook in the show. But in the show, there was another actor. I was so disappointed, because I came from far away to see Danny Broke. In the note it also says that the show starts at 19:30, and so I went in at 19:25. The show started at 20:15, which means it wasted one hour of my time. The note says that are discounts available there are discounts available on tickets , but I bought my ticket and your people told me that there is no discount on the tickets. When the show had finished . , I decided to go and visit your theatre restaurant , . But I went there and it was closed for some reason. I was really hungry and I went to another restaurant as soon as I could. The note says that your perfect evening out, I thought I could get my money back, with your poor service and all my reasons, but it was not ask for money back . ",VERB DET NOUN,"How are you? I went to the musical show ""Over the Rainbow"" at your theatre last week. I have got a few things to complain about | your theatre. The first thing is in your note it says that you have Danny Brook in the show. But in the show, there was another actor. I was so disappointed, because I came from far away to see Danny Broke. In the note it also says that the show starts at 19:30, and so I went in at 19:25. The show started at 20:15, which means it wasted one hour of my time. The note says that are discounts available there are discounts available on tickets , but I bought my ticket and your people told me that there is no discount on the tickets. When the show had finished . , I decided to go and visit your theatre restaurant , . But I went there and it was closed for some reason. I was really hungry and I went to another restaurant as soon as I could. The note says that your perfect evening out, I thought I could get my money back, with your poor service and all my reasons, but it was not ask for money back . ",DET NOUN PUNCT,False,False
1237,20,MT,False,Word omitted even though in the Chinese translation it would be there,"How are you? I went to the musical show ""Over the Rainbow"" at your theatre last week. I have got a few things to complain about regarding your theatre. The first thing is in your note it says that you have Danny Brook in the show. But in the show, there was another actor. I was so disappointed, because I came | from far away to see Danny Broke. In the note it also says that the show starts at 19:30, and so I went in at 19:25. The show started at 20:15, which means it wasted one hour of my time. The note says that are discounts available there are discounts available on tickets , but I bought my ticket and your people told me that there is no discount on the tickets. When the show had finished . , I decided to go and visit your theatre restaurant , . But I went there and it was closed for some reason. I was really hungry and I went to another restaurant as soon as I could. The note says that your perfect evening out, I thought I could get my money back, with your poor service and all my reasons, but it was not ask for money back . ",ADP ADV ADV,"How are you? I went to the musical show ""Over the Rainbow"" at your theatre last week. I have got a few things to complain about regarding your theatre. The first thing is in your note it says that you have Danny Brook in the show. But in the show, there was another actor. I was so disappointed, because I came | far away to see Danny Broke. In the note it also says that the show starts at 19:30, and so I went in at 19:25. The show started at 20:15, which means it wasted one hour of my time. The note says that are discounts available there are discounts available on tickets , but I bought my ticket and your people told me that there is no discount on the tickets. When the show had finished . , I decided to go and visit your theatre restaurant , . But I went there and it was closed for some reason. I was really hungry and I went to another restaurant as soon as I could. The note says that your perfect evening out, I thought I could get my money back, with your poor service and all my reasons, but it was not ask for money back . ",ADV ADV PART,True,False
1238,21,MT,True,Chinese doesn't use the word in this context,"Science and technology can give us a better lifestyle or better food. For example, once people had to walk from one place to another, but now we can use science and technology to produce a lot of petrol-powered vehicles and we can travel faster with them. We can also produce more and better food by using science and technology . , e.g. | by using science to put all the good parts of two plants into one plant. We can also use technology to produce more food and help them grow faster. ",ADP VERB NOUN,"Science and technology can give us a better lifestyle or better food. For example, once people had to walk from one place to another, but now we can use science and technology to produce a lot of petrol-powered vehicles and we can travel faster with them. We can also produce more and better food by using science and technology . , e.g. | using science to put all the good parts of two plants into one plant. We can also use technology to produce more food and help them grow faster. ",VERB NOUN PART,True,True
1239,22,MT,True,Chinese sentence structure differs from English,"Unfortunately, Pat wasn't very good at keeping secrets. One minute I told her the biggest secret of my life , ; the next she had told someone all about it. I trusted her! How could I have been so stupid, so blind | as not to see her inability to keep the biggest secret about my biggest crush ever? ",ADP ADV PART,"Unfortunately, Pat wasn't very good at keeping secrets. One minute I told her the biggest secret of my life , ; the next she had told someone all about it. I trusted her! How could I have been so stupid, so blind | not to see her inability to keep the biggest secret about my biggest crush ever? ",ADV PART VERB,True,True
1240,23,MT,True,Chinese doesn't use the word in this context,I would like to ask | for some information about what kind of clothes I have to wear and how much you charge.,ADP DET NOUN,I would like to ask | some information about what kind of clothes I have to wear and how much you charge.,DET NOUN ADP,False,False
1241,24,MT,True,Chinese doesn't use the word in this context,"I like to do some activities in water and my favourite activity is swimming. Before I came | to England, I swam every weekend in my country, even in winter, so I choose to do some swimming and sailing while I am at the camp. ",ADP PROPN PUNCT,"I like to do some activities in water and my favourite activity is swimming. Before I came | England, I swam every weekend in my country, even in winter, so I choose to do some swimming and sailing while I am at the camp. ",PROPN PUNCT PRON,False,False
