,error_type,Negative transfer?,Likely reason for mistake,incorrect_ud_tags,incorrect_ud_tags_padded,incorrect_ud_tags_unigram,incorrect_ud_tags_bigram,en,zhs,nlt
1496,MA,True,Chinese is a pro-drop language,ADV,PUNCT ADV AUX,ADV AUX,ADV AUX PART,-5.846415996551514,-8.210159301757812,False
1499,TV,False,,VERB,PRON VERB PUNCT,VERB PUNCT,VERB PUNCT PRON,-3.648987054824829,-2.777564525604248,True
1500,TV,False,,AUX,PRON AUX DET,AUX DET,AUX DET ADV,-5.85483455657959,-9.109721183776855,False
1501,MD,True,Chinese has no articles and doesn't use classifiers in this situation,ADV,AUX ADV ADJ,ADV ADJ,ADV ADJ NOUN,-5.2205963134765625,-6.885159969329834,False
1502,TV,False,,VERB,NOUN VERB VERB,VERB VERB,VERB VERB PUNCT,-5.3520050048828125,-3.9568490982055664,True
1503,UV,True,Modal used for polite speech,VERB,CCONJ VERB DET,VERB DET,VERB DET VERB,-5.134259223937988,-6.7580156326293945,False
1504,FN,True,Missing plural,NOUN,ADJ NOUN PUNCT,NOUN PUNCT,NOUN PUNCT NOUN,-3.1241037845611572,-2.562624454498291,True
1508,AGN,True,Number error,NOUN,ADJ NOUN ADP,NOUN ADP,NOUN ADP ADV,-4.941747188568115,-5.87414026260376,False
1509,MP,True,Chinese uses commas to mark the end of a complete thought,ADV,VERB ADV PROPN,ADV PROPN,ADV PROPN VERB,-5.52865743637085,-5.2300825119018555,True
1510,MP,True,Chinese uses commas to mark the end of a complete thought,ADV,VERB ADV PROPN,ADV PROPN,ADV PROPN VERB,-5.52865743637085,-5.2300825119018555,True
1511,TV,True,Modal used for polite speech,VERB,PRON VERB VERB,VERB VERB,VERB VERB DET,-5.3520050048828125,-3.9568490982055664,True
1512,RP,True,Punctuation error related to Spelling errors (missing space),PROPN,PROPN PUNCT,PROPN PUNCT,PROPN PUNCT PRON,-2.8119401931762695,-2.648240804672241,True
1513,AGN,True,Number error,NOUN,PUNCT NOUN VERB,NOUN VERB,NOUN VERB VERB,-4.152782440185547,-3.4455204010009766,True
1516,MN,True,Word prior or after contains the word in Chinese equivalent,NOUN,DET NOUN PUNCT,NOUN PUNCT,NOUN PUNCT ADV,-3.1241037845611572,-2.562624454498291,True
1517,IN,True,Missing plural,NOUN,ADP NOUN PUNCT,NOUN PUNCT,NOUN PUNCT ADV,-3.1241037845611572,-2.562624454498291,True
1519,RD,False,Wrong determiner used,DET,CCONJ DET NOUN,DET NOUN,DET NOUN ADV,-3.951775550842285,-4.8027448654174805,False
1522,UT,False,Overgeneralization of word pairs,ADP,VERB ADP DET,ADP DET,ADP DET NOUN,-5.7816267013549805,-6.7317376136779785,False
1524,FN,True,Missing plural,NOUN,CCONJ NOUN VERB,NOUN VERB,NOUN VERB VERB,-4.152782440185547,-3.4455204010009766,True
1525,AGV,True,3rd person singular form used instead of 3rd person plural verb form,AUX,PRON AUX CCONJ,AUX CCONJ,AUX CCONJ DET,-7.31828498840332,-9.020914077758789,False
1526,RA,True,Chinese would use a different word in given context,DET,CCONJ DET VERB,DET VERB,DET VERB ADV,-5.736584663391113,-6.053343296051025,False
1530,FN,True,Missing plural,NOUN,CCONJ NOUN PUNCT,NOUN PUNCT,NOUN PUNCT PRON,-3.1241037845611572,-2.562624454498291,True
1531,TV,True,Context carries tense rather than verb.,AUX,PRON AUX VERB,AUX VERB,AUX VERB PUNCT,-5.416096210479736,-8.389092445373535,False
1536,AGD,False,Equivalent word exists but is not used,DET,DET DET NOUN,DET NOUN,DET NOUN VERB,-3.951775550842285,-4.8027448654174805,False
1537,RA,False,Using 'It' incorrectly,PRON,VERB PRON ADV,PRON ADV,PRON ADV CCONJ,-5.895055770874023,-6.1240973472595215,False
1538,MT,True,Chinese doesn't use the word in this context,ADV,ADV ADV PUNCT,ADV PUNCT,ADV PUNCT NOUN,-3.199486255645752,-2.2728214263916016,True
1539,UD,False,Overcorrection,DET,ADJ DET NOUN,DET NOUN,DET NOUN NOUN,-3.951775550842285,-4.8027448654174805,False
1540,UT,False,Preposition would signify a different sentence structure,ADV,AUX ADV ADJ,ADV ADJ,ADV ADJ PART,-5.2205963134765625,-6.885159969329834,False
1541,FV,False,Incorrectly using past tense,VERB,ADP VERB SCONJ,VERB SCONJ,VERB SCONJ PRON,-5.952615737915039,-6.898062705993652,False
1543,UD,False,Overcorrection,DET,ADP DET NOUN,DET NOUN,DET NOUN ADP,-3.951775550842285,-4.8027448654174805,False
1544,MT,True,Grammatical to exclude or include the word in Chinese,DET,NOUN DET NOUN,DET NOUN,DET NOUN PUNCT,-3.951775550842285,-4.8027448654174805,False
1546,DJ,True,"Chinese verbs, adjectives, and nouns sometimes are the same",NOUN,ADJ NOUN PUNCT,NOUN PUNCT,NOUN PUNCT CCONJ,-3.1241037845611572,-2.562624454498291,True
1547,TV,True,Generally Chinese usually express feelings in present tense,AUX,PROPN AUX PART,AUX PART,AUX PART VERB,-6.249741554260254,-8.552451133728027,False
1548,DN,True,"Chinese verbs, adjectives, and nouns sometimes are the same",VERB,ADP VERB DET,VERB DET,VERB DET PRON,-5.134259223937988,-6.7580156326293945,False
1549,UV,False,Unnecessary verb added,AUX,DET AUX PRON,AUX PRON,AUX PRON VERB,-5.821525573730469,-8.519186973571777,False
1551,MA,True,Chinese is a pro-drop language,AUX,ADV AUX DET,AUX DET,AUX DET NOUN,-5.85483455657959,-9.109721183776855,False
1552,TV,False,-,AUX,ADJ AUX PRON,AUX PRON,AUX PRON VERB,-5.821525573730469,-8.519186973571777,False
1553,MP,True,Chinese uses commas to mark the end of a complete thought,PRON,ADV PRON VERB,PRON VERB,PRON VERB DET,-4.360769748687744,-4.246981143951416,True
1554,TV,False,Past tense used instead of past participle,VERB,AUX VERB AUX,VERB AUX,VERB AUX ADJ,-6.059029579162598,-8.226263999938965,False
1555,AGV,True,3rd person plural verb form used instead of 3rd person singular form,AUX,VERB AUX ADJ,AUX ADJ,AUX ADJ ADP,-5.503417491912842,-9.229647636413574,False
1556,FV,False,Incorrect application of 3rd person present tense suffix -s,VERB,VERB VERB DET,VERB DET,VERB DET NOUN,-5.134259223937988,-6.7580156326293945,False
1558,UA,False,Overcorrection,PRON,VERB PRON PUNCT,PRON PUNCT,PRON PUNCT ADP,-4.093074321746826,-3.746824264526367,True
1559,MP,True,Chinese uses commas to mark the end of a complete thought,DET,NOUN DET NOUN,DET NOUN,DET NOUN ADV,-3.951775550842285,-4.8027448654174805,False
1560,TV,True,Chinese generally expresses actions in present tense,VERB,ADV VERB PART,VERB PART,VERB PART AUX,-6.253042221069336,-4.756141662597656,True
1561,MV,True,Chinese conventions conflict with English,ADV,VERB ADV ADV,ADV ADV,ADV ADV ADJ,-5.242094039916992,-5.1749114990234375,True
1562,MP,True,Chinese uses commas to mark the end of a complete thought,DET,NOUN DET NOUN,DET NOUN,DET NOUN ADV,-3.951775550842285,-4.8027448654174805,False
1564,AGV,True,Not applying the 3rd person present tense suffix -s,VERB,PRON VERB PRON,VERB PRON,VERB PRON VERB,-5.058066368103027,-5.050610542297363,True
1565,M,False,Word omitted even though in the Chinese translation it would be there,VERB,NOUN VERB PART,VERB PART,VERB PART VERB,-6.253042221069336,-4.756141662597656,True
1568,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,AUX NOUN ADP,NOUN ADP,NOUN ADP DET,-4.941747188568115,-5.87414026260376,False
1569,MD,True,Chinese has no articles and doesn't use classifiers in this situation,PROPN,ADJ PROPN PROPN,PROPN PROPN,PROPN PROPN PROPN,-3.3136022090911865,-3.863765239715576,False
1570,RD,True,Chinese uses a character that maps a determiner in this case,DET,ADP DET NOUN,DET NOUN,DET NOUN AUX,-3.951775550842285,-4.8027448654174805,False
1571,DY,False,Spelling error,PROPN,PUNCT PROPN DET,PROPN DET,PROPN DET NOUN,-6.1828179359436035,-5.974891185760498,True
1572,MP,True,Chinese uses commas to mark the end of a complete thought,DET,NUM DET AUX,DET AUX,DET AUX ADP,-5.224856853485107,-8.24448299407959,False
1573,M,False,Word omitted even though in the Chinese translation it would be there,NOUN,PUNCT NOUN ADV,NOUN ADV,NOUN ADV ADV,-5.389997482299805,-5.499223709106445,False
1574,MT,True,Chinese doesn't use the word in this context,DET,VERB DET NOUN,DET NOUN,DET NOUN PART,-3.951775550842285,-4.8027448654174805,False
1575,CQ,False,Wrong quantifier used (countability),DET,VERB DET ADJ,DET ADJ,DET ADJ NOUN,-5.069649696350098,-7.109652042388916,False
1576,MC,True,Chinese does not use conjunctions to join clauses,PRON,VERB PRON AUX,PRON AUX,PRON AUX ADJ,-5.555111885070801,-8.200399398803711,False
1577,RP,False,Error that native speakers would make as well,PUNCT,PART PUNCT PRON,PUNCT PRON,PUNCT PRON VERB,-5.951536655426025,-5.275393962860107,True
1579,MT,True,Grammatical to exclude or include the word in Chinese,DET,VERB DET ADJ,DET ADJ,DET ADJ NOUN,-5.069649696350098,-7.109652042388916,False
1582,TV,True,Chinese generally expresses actions in present tense,VERB,PRON VERB ADJ,VERB ADJ,VERB ADJ NOUN,-5.116452217102051,-6.979477882385254,False
1583,FN,False,Number disagreement,NOUN,DET NOUN VERB,NOUN VERB,NOUN VERB AUX,-4.152782440185547,-3.4455204010009766,True
1585,FV,False,Incorrectly using past tense,VERB,PROPN VERB ADP,VERB ADP,VERB ADP DET,-5.054440498352051,-6.579588890075684,False
1586,M,True,Chinese conventions conflict with English,ADJ,PUNCT ADJ PUNCT,ADJ PUNCT,ADJ PUNCT PRON,-3.37099289894104,-5.956600189208984,False
1587,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT,ADJ PUNCT PRON,PUNCT PRON,PUNCT PRON VERB,-5.951536655426025,-5.275393962860107,True
1588,MD,True,Chinese has no articles and doesn't use classifiers in this situation,PROPN,CCONJ PROPN NOUN,PROPN NOUN,PROPN NOUN AUX,-4.001293659210205,-3.689854621887207,True
1589,MP,True,Possessive structure would not be used in here in Chinese,VERB,PUNCT VERB DET,VERB DET,VERB DET VERB,-5.134259223937988,-6.7580156326293945,False
1590,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT,NOUN PUNCT PRON,PUNCT PRON,PUNCT PRON VERB,-5.951536655426025,-5.275393962860107,True
1591,UC,False,Overcorrection,SCONJ,ADP SCONJ ADV,SCONJ ADV,SCONJ ADV PRON,-5.840953826904297,-5.951361656188965,False
1592,MD,True,Word omitted even though in the Chinese translation it would be there,NUM,ADP NUM NOUN,NUM NOUN,NUM NOUN PUNCT,-4.075162410736084,-4.724379062652588,False
1593,MN,False,Subject or object not specified,PUNCT,DET PUNCT ADV,PUNCT ADV,PUNCT ADV DET,-5.0786542892456055,-5.945232391357422,False
1594,MV,True,Missing modal,ADJ,VERB ADJ ADP,ADJ ADP,ADJ ADP PRON,-6.0559587478637695,-7.051432132720947,False
1595,MN,False,Equivalent word exists but is not used,PUNCT,PROPN PUNCT VERB,PUNCT VERB,PUNCT VERB AUX,-5.797328472137451,-4.92015266418457,True
1596,TV,True,Chinese generally expresses actions in present tense,AUX,PUNCT AUX VERB,AUX VERB,AUX VERB ADP,-5.416096210479736,-8.389092445373535,False
1599,MD,True,Chinese has no articles and doesn't use classifiers in this situation,PROPN,ADP PROPN PROPN,PROPN PROPN,PROPN PROPN PROPN,-3.3136022090911865,-3.863765239715576,False
1600,UP,False,Error that native speakers would make as well,PUNCT,VERB PUNCT AUX,PUNCT AUX,PUNCT AUX ADV,-6.205439567565918,-8.240386962890625,False
1601,L,False,Misunderstanding of word usage/meaning,ADV,AUX ADV ADJ,ADV ADJ,ADV ADJ ADP,-5.2205963134765625,-6.885159969329834,False
1602,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT,PRON PUNCT PRON,PUNCT PRON,PUNCT PRON VERB,-5.951536655426025,-5.275393962860107,True
1604,MV,True,Chinese conventions conflict with English,ADJ,VERB ADJ ADP,ADJ ADP,ADJ ADP NOUN,-6.0559587478637695,-7.051432132720947,False
1605,MT,True,Chinese doesn't use the word in this context,NUM,VERB NUM NOUN,NUM NOUN,NUM NOUN PUNCT,-4.075162410736084,-4.724379062652588,False
1606,FV,True,"Missing ""to"" for to-infinitive non-finite subordinate clauses",VERB,VERB VERB DET,VERB DET,VERB DET NOUN,-5.134259223937988,-6.7580156326293945,False
1607,MV,False,Missing word is important to the sentence,VERB,PRON VERB DET,VERB DET,VERB DET NOUN,-5.134259223937988,-6.7580156326293945,False
1610,IV,False,Spelling error,VERB,NOUN VERB NUM,VERB NUM,VERB NUM NOUN,-5.631372451782227,-4.629103183746338,True
1611,TV,True,Chinese generally expresses actions in present tense,ADJ,NOUN ADJ PART,ADJ PART,ADJ PART VERB,-6.913936614990234,-6.322400093078613,True
1612,IV,False,Wrong past tense inflection,VERB,PRON VERB ADP,VERB ADP,VERB ADP DET,-5.054440498352051,-6.579588890075684,False
1613,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,ADP NOUN NOUN,NOUN NOUN,NOUN NOUN ADP,-3.576719045639038,-3.149089813232422,True
1614,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT,ADJ PUNCT ADV,PUNCT ADV,PUNCT ADV PRON,-5.0786542892456055,-5.945232391357422,False
1615,MV,True,Chinese conventions conflict with English,ADV,CCONJ ADV PART,ADV PART,ADV PART VERB,-6.431374549865723,-5.3163251876831055,True
1616,RA,False,general grammar rules confusion,PRON,VERB PRON ADP,PRON ADP,PRON ADP DET,-6.065147399902344,-6.522745132446289,False
1617,FD,False,Wrong determiner used,DET,AUX DET NOUN,DET NOUN,DET NOUN PUNCT,-3.951775550842285,-4.8027448654174805,False
1618,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT,NOUN PUNCT PRON,PUNCT PRON,PUNCT PRON VERB,-5.951536655426025,-5.275393962860107,True
1619,M,False,Word omitted even though in the Chinese translation it would be there,ADP,VERB ADP PUNCT,ADP PUNCT,ADP PUNCT VERB,-4.612603187561035,-4.302516460418701,True
1620,RP,True,Chinese uses commas to mark the end of a complete thought,NOUN,PUNCT NOUN PUNCT,NOUN PUNCT,NOUN PUNCT VERB,-3.1241037845611572,-2.562624454498291,True
1621,RD,False,Wrong determiner used since Chinese doesn't use determiner here,DET,ADP DET NOUN,DET NOUN,DET NOUN PUNCT,-3.951775550842285,-4.8027448654174805,False
1625,MY,True,Chinese would use word in this context,PART,VERB PART VERB,PART VERB,PART VERB DET,-5.223347187042236,-5.379827976226807,False
1626,MC,True,Chinese does not use conjunctions to join clauses,ADV,PUNCT ADV VERB,ADV VERB,ADV VERB ADV,-5.048882484436035,-3.9500129222869873,True
1627,FV,True,Progressive aspect not applied,VERB,VERB VERB ADP,VERB ADP,VERB ADP PRON,-5.054440498352051,-6.579588890075684,False
1628,MV,True,Chinese conventions conflict with English,ADV,PRON ADV NUM,ADV NUM,ADV NUM NOUN,-5.918331146240234,-5.043414115905762,True
1629,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT,NOUN PUNCT PRON,PUNCT PRON,PUNCT PRON VERB,-5.951536655426025,-5.275393962860107,True
1632,TV,True,Chinese generally expresses actions in present tense,VERB,PRON VERB ADP,VERB ADP,VERB ADP VERB,-5.054440498352051,-6.579588890075684,False
1633,UP,False,Error that native speakers would make as well,PUNCT,VERB PUNCT ADP,PUNCT ADP,PUNCT ADP VERB,-5.93429708480835,-6.074456214904785,False
1634,MT,True,Chinese doesn't use the word in this context,VERB,VERB VERB SCONJ,VERB SCONJ,VERB SCONJ VERB,-5.952615737915039,-6.898062705993652,False
1635,FV,True,Progressive aspect not applied,VERB,ADP VERB DET,VERB DET,VERB DET VERB,-5.134259223937988,-6.7580156326293945,False
1636,FV,False,Incorrectly using past tense,VERB,SCONJ VERB NOUN,VERB NOUN,VERB NOUN PUNCT,-3.9500415325164795,-3.5276107788085938,True
1638,UP,False,Overcorrection,PROPN,DET PROPN PUNCT,PROPN PUNCT,PROPN PUNCT NOUN,-2.8119401931762695,-2.648240804672241,True
1639,UT,False,Overcorrecting by introducing locations or time using prepositions,ADP,NOUN ADP ADJ,ADP ADJ,ADP ADJ PROPN,-5.720366954803467,-6.896775722503662,False
1640,FN,False,Number disagreement,NOUN,ADJ NOUN ADP,NOUN ADP,NOUN ADP PRON,-4.941747188568115,-5.87414026260376,False
1641,RA,False,Random pronoun used instead of null pronoun,PRON,PUNCT PRON VERB,PRON VERB,PRON VERB NOUN,-4.360769748687744,-4.246981143951416,True
1643,FV,False,Incorrectly using past tense,VERB,NOUN VERB DET,VERB DET,VERB DET NOUN,-5.134259223937988,-6.7580156326293945,False
1644,FV,False,Incorrectly using past tense,VERB,PUNCT VERB PUNCT,VERB PUNCT,VERB PUNCT CCONJ,-3.648987054824829,-2.777564525604248,True
1645,UA,False,Overcorrection,PRON,VERB PRON PUNCT,PRON PUNCT,PRON PUNCT CCONJ,-4.093074321746826,-3.746824264526367,True
1646,MC,True,Chinese does not use conjunctions to join clauses,ADV,PUNCT ADV PRON,ADV PRON,ADV PRON VERB,-5.856451034545898,-5.620766639709473,True
1647,RD,False,Wrong determiner used since Chinese doesn't use determiner here,DET,VERB DET ADJ,DET ADJ,DET ADJ NOUN,-5.069649696350098,-7.109652042388916,False
1648,FV,False,Incorrectly using past tense,VERB,PUNCT VERB DET,VERB DET,VERB DET NOUN,-5.134259223937988,-6.7580156326293945,False
1649,RA,False,Using 'It' incorrectly,PRON,ADP PRON PUNCT,PRON PUNCT,PRON PUNCT NUM,-4.093074321746826,-3.746824264526367,True
1650,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,DET NOUN AUX,NOUN AUX,NOUN AUX ADV,-5.5714616775512695,-8.23843002319336,False
1652,TV,True,Chinese generally expresses actions in present tense,VERB,ADV VERB NOUN,VERB NOUN,VERB NOUN PUNCT,-3.9500415325164795,-3.5276107788085938,True
1653,MD,True,Chinese uses classifiers instead of articles in this case,ADV,AUX ADV ADJ,ADV ADJ,ADV ADJ NOUN,-5.2205963134765625,-6.885159969329834,False
1654,MN,False,Equivalent word exists but is not used,PART,ADJ PART VERB,PART VERB,PART VERB DET,-5.223347187042236,-5.379827976226807,False
1655,FV,False,Incorrectly using past tense,VERB,ADP VERB DET,VERB DET,VERB DET NOUN,-5.134259223937988,-6.7580156326293945,False
1656,MA,False,Pronoun can also be used here in Chinese,AUX,SCONJ AUX DET,AUX DET,AUX DET ADJ,-5.85483455657959,-9.109721183776855,False
1657,AGD,False,Pronoun not used in Chinese,DET,AUX DET ADJ,DET ADJ,DET ADJ NOUN,-5.069649696350098,-7.109652042388916,False
1658,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT,NOUN PUNCT ADP,PUNCT ADP,PUNCT ADP DET,-5.93429708480835,-6.074456214904785,False
1659,M,True,Chinese conventions conflict with English,NOUN,DET NOUN NOUN,NOUN NOUN,NOUN NOUN AUX,-3.576719045639038,-3.149089813232422,True
1660,RP,False,Unexplainable punctuation used,PUNCT,PROPN PUNCT SCONJ,PUNCT SCONJ,PUNCT SCONJ PRON,-6.237368106842041,-6.7686944007873535,False
1661,FN,True,Missing plural,NOUN,ADJ NOUN CCONJ,NOUN CCONJ,NOUN CCONJ NOUN,-5.791991710662842,-6.759878158569336,False
1662,MP,True,Chinese uses commas to mark the end of a complete thought,PRON,NOUN PRON VERB,PRON VERB,PRON VERB AUX,-4.360769748687744,-4.246981143951416,True
1663,RP,True,Chinese uses commas to mark the end of a complete thought,PRON,PUNCT PRON VERB,PRON VERB,PRON VERB AUX,-4.360769748687744,-4.246981143951416,True
1665,AGA,True,Used singular form instead of plural form,DET,DET AUX,DET AUX,DET AUX ADV,-5.224856853485107,-8.24448299407959,False
1666,DJ,True,"Chinese verbs, adjectives, and nouns sometimes are the same",ADJ,DET ADJ NOUN,ADJ NOUN,ADJ NOUN PUNCT,-3.232517719268799,-3.750581741333008,False
1667,FV,True,Progressive aspect not applied,VERB,AUX VERB ADV,VERB ADV,VERB ADV ADP,-4.779877185821533,-5.2157135009765625,False
1669,FN,False,Number disagreement,NOUN,DET NOUN PUNCT,NOUN PUNCT,NOUN PUNCT,-3.1241037845611572,-2.562624454498291,True
1670,RA,False,Using 'It' incorrectly,PRON,PRON AUX,PRON AUX,PRON AUX ADV,-5.555111885070801,-8.200399398803711,False
1671,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT,NOUN PUNCT DET,PUNCT DET,PUNCT DET ADP,-5.836519718170166,-6.8504180908203125,False
1673,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT,NOUN PUNCT PRON,PUNCT PRON,PUNCT PRON AUX,-5.951536655426025,-5.275393962860107,True
1674,AGV,True,Not applying the 3rd person present tense suffix -s,VERB,PRON VERB PART,VERB PART,VERB PART VERB,-6.253042221069336,-4.756141662597656,True
1675,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,VERB NOUN PUNCT,NOUN PUNCT,NOUN PUNCT PRON,-3.1241037845611572,-2.562624454498291,True
1676,AGA,False,Using 'It' incorrectly,PRON,VERB PRON PUNCT,PRON PUNCT,PRON PUNCT SCONJ,-4.093074321746826,-3.746824264526367,True
1677,MA,True,Chinese is a pro-drop language,PUNCT,VERB PUNCT PRON,PUNCT PRON,PUNCT PRON VERB,-5.951536655426025,-5.275393962860107,True
1678,UP,False,Incorrect modal contractions,PROPN,PRON PROPN VERB,PROPN VERB,PROPN VERB PART,-4.452157974243164,-3.926023483276367,True
1679,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,VERB NOUN PUNCT,NOUN PUNCT,NOUN PUNCT SCONJ,-3.1241037845611572,-2.562624454498291,True
1681,MD,True,Chinese has no articles and doesn't use classifiers in this situation,PROPN,ADP PROPN PROPN,PROPN PROPN,PROPN PROPN SYM,-3.3136022090911865,-3.863765239715576,False
1682,RA,False,Using 'It' incorrectly,PRON,ADP PRON PUNCT,PRON PUNCT,PRON PUNCT ADV,-4.093074321746826,-3.746824264526367,True
1683,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,VERB NOUN PUNCT,NOUN PUNCT,NOUN PUNCT SCONJ,-3.1241037845611572,-2.562624454498291,True
1684,RP,True,Chinese uses commas to mark the end of a complete thought,ADV,PUNCT ADV ADJ,ADV ADJ,ADV ADJ PUNCT,-5.2205963134765625,-6.885159969329834,False
1686,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT,PROPN PUNCT PRON,PUNCT PRON,PUNCT PRON VERB,-5.951536655426025,-5.275393962860107,True
1687,FV,False,Incorrectly using progressive aspect,VERB,CCONJ VERB ADV,VERB ADV,VERB ADV ADP,-4.779877185821533,-5.2157135009765625,False
1688,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,ADP NOUN ADP,NOUN ADP,NOUN ADP PROPN,-4.941747188568115,-5.87414026260376,False
1690,MT,True,Chinese doesn't use the word in this context,VERB,NOUN VERB ADP,VERB ADP,VERB ADP DET,-5.054440498352051,-6.579588890075684,False
1691,TV,False,-,VERB,ADV VERB PART,VERB PART,VERB PART VERB,-6.253042221069336,-4.756141662597656,True
1692,MA,False,Chinese expresses this in a different order/structure,VERB,NOUN VERB VERB,VERB VERB,VERB VERB PRON,-5.3520050048828125,-3.9568490982055664,True
1693,RA,False,Using possessive case inappropriately,PRON,VERB PRON DET,PRON DET,PRON DET NOUN,-5.902020454406738,-6.719649791717529,False
1695,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,VERB NOUN NOUN,NOUN NOUN,NOUN NOUN PUNCT,-3.576719045639038,-3.149089813232422,True
1696,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT,NOUN PUNCT PRON,PUNCT PRON,PUNCT PRON VERB,-5.951536655426025,-5.275393962860107,True
1697,AGV,True,3rd person plural verb form used instead of 3rd person singular form,AUX,NOUN AUX VERB,AUX VERB,AUX VERB ADJ,-5.416096210479736,-8.389092445373535,False
1698,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,VERB NOUN NOUN,NOUN NOUN,NOUN NOUN PUNCT,-3.576719045639038,-3.149089813232422,True
1699,TV,True,Confusion that auxiliary tense needs to match with past participle tense,AUX,PRON AUX VERB,AUX VERB,AUX VERB NOUN,-5.416096210479736,-8.389092445373535,False
1700,UD,False,Overcorrection,DET,VERB DET NOUN,DET NOUN,DET NOUN ADP,-3.951775550842285,-4.8027448654174805,False
1701,UC,False,Overcorrection,SCONJ,PRON SCONJ ADV,SCONJ ADV,SCONJ ADV ADJ,-5.840953826904297,-5.951361656188965,False
1702,TV,True,Modal used for polite speech,VERB,PRON VERB VERB,VERB VERB,VERB VERB ADP,-5.3520050048828125,-3.9568490982055664,True
1703,UA,False,Overcorrection,PRON,VERB PRON ADP,PRON ADP,PRON ADP PRON,-6.065147399902344,-6.522745132446289,False
1705,MD,True,Chinese has no articles and doesn't use classifiers in this situation,PROPN,ADP PROPN VERB,PROPN VERB,PROPN VERB PRON,-4.452157974243164,-3.926023483276367,True
1708,MT,True,Chinese doesn't use the word in this context,ADJ,VERB ADJ NOUN,ADJ NOUN,ADJ NOUN PUNCT,-3.232517719268799,-3.750581741333008,False
1709,UD,False,Overcorrection,DET,AUX DET ADJ,DET ADJ,DET ADJ NOUN,-5.069649696350098,-7.109652042388916,False
1710,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT,NOUN PUNCT PRON,PUNCT PRON,PUNCT PRON VERB,-5.951536655426025,-5.275393962860107,True
1711,TV,True,Context carries tense rather than verb.,PRON,PUNCT PRON AUX,PRON AUX,PRON AUX ADV,-5.555111885070801,-8.200399398803711,False
1712,TV,True,Context carries tense rather than verb.,AUX,PRON AUX NOUN,AUX NOUN,AUX NOUN ADP,-5.614554405212402,-8.360007286071777,False
1713,FN,True,Missing plural,NOUN,AUX NOUN ADP,NOUN ADP,NOUN ADP NOUN,-4.941747188568115,-5.87414026260376,False
1714,AGN,True,Number error,NOUN,NOUN NOUN CCONJ,NOUN CCONJ,NOUN CCONJ NOUN,-5.791991710662842,-6.759878158569336,False
1715,AGN,True,Number error,NOUN,CCONJ NOUN DET,NOUN DET,NOUN DET VERB,-6.24728536605835,-6.150540351867676,True
1716,TV,True,Chinese would use word in the given context,VERB,DET VERB VERB,VERB VERB,VERB VERB ADP,-5.3520050048828125,-3.9568490982055664,True
1717,TV,True,English words map to the same Chinese word,VERB,CCONJ VERB PART,VERB PART,VERB PART VERB,-6.253042221069336,-4.756141662597656,True
1718,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,AUX NOUN PART,NOUN PART,NOUN PART VERB,-6.314579010009766,-4.8150715827941895,True
1719,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,ADP NOUN NOUN,NOUN NOUN,NOUN NOUN PRON,-3.576719045639038,-3.149089813232422,True
1720,AGN,False,Overcorrection,NOUN,DET NOUN ADP,NOUN ADP,NOUN ADP NOUN,-4.941747188568115,-5.87414026260376,False
1721,AGN,True,Number error,NOUN,ADP NOUN ADP,NOUN ADP,NOUN ADP NOUN,-4.941747188568115,-5.87414026260376,False
1722,TV,True,English words map to the same Chinese word,VERB,CCONJ VERB PART,VERB PART,VERB PART VERB,-6.253042221069336,-4.756141662597656,True
1723,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,ADP NOUN NOUN,NOUN NOUN,NOUN NOUN PRON,-3.576719045639038,-3.149089813232422,True
1724,M,True,Chinese conventions conflict with English,NOUN,CCONJ NOUN ADJ,NOUN ADJ,NOUN ADJ SCONJ,-5.108969211578369,-6.97835636138916,False
1725,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,AUX NOUN PART,NOUN PART,NOUN PART VERB,-6.314579010009766,-4.8150715827941895,True
1730,FN,True,Missing plural,NOUN,ADP NOUN PART,NOUN PART,NOUN PART AUX,-6.314579010009766,-4.8150715827941895,True
