,error_type,Negative transfer?,Likely reason for mistake,incorrect_ud_tags,incorrect_ud_tags_padded,incorrect_ud_tags_unigram,incorrect_ud_tags_bigram,en,zhs,nlt
1386,UC,False,Overcorrection,CCONJ,PUNCT CCONJ PRON,CCONJ PRON,CCONJ PRON AUX,-6.536312103271484,-7.854457855224609,False
1387,DN,True,"Chinese verbs, adjectives, and nouns sometimes are the same",ADJ,ADP ADJ ADP,ADJ ADP,ADJ ADP PRON,-7.142075538635254,-8.376904487609863,False
1389,M,True,Incorrect introduction of subordinate clause or modifiers,DET,ADV DET NOUN,DET NOUN,DET NOUN PRON,-5.579914569854736,-5.837550163269043,False
1390,UT,False,Overcorrection,ADP,DET ADP NOUN,ADP NOUN,ADP NOUN PRON,-6.013761520385742,-6.539122581481934,False
1391,M,False,Word omitted even though in the Chinese translation it would be there,NOUN,CCONJ NOUN PRON,NOUN PRON,NOUN PRON VERB,-7.608699798583984,-7.3812055587768555,True
1392,UV,False,Unnecessary auxiliary added,AUX,NOUN AUX PRON,AUX PRON,AUX PRON VERB,-7.045217037200928,-9.516556739807129,False
1393,FV,False,Incorrectly using past tense,VERB,ADP VERB PUNCT,VERB PUNCT,VERB PUNCT,-5.340280055999756,-3.952674388885498,True
1394,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT,SCONJ PUNCT SCONJ,PUNCT SCONJ,PUNCT SCONJ NOUN,-7.312091827392578,-8.607222557067871,False
1395,MP,True,Chinese uses commas to mark the end of a complete thought,ADV,NOUN ADV ADP,ADV ADP,ADV ADP NOUN,-7.217217922210693,-7.451400279998779,False
1396,FN,True,Missing plural,NOUN,ADP NOUN PUNCT,NOUN PUNCT,NOUN PUNCT SCONJ,-3.7444424629211426,-3.126373767852783,True
1398,FV,False,Incorrectly using progressive aspect,NOUN,ADP NOUN PUNCT,NOUN PUNCT,NOUN PUNCT ADV,-3.7444424629211426,-3.126373767852783,True
1401,MV,True,Missing modal,ADV,PRON ADV ADP,ADV ADP,ADV ADP NOUN,-7.552321434020996,-7.220523834228516,True
1402,UD,False,Overcorrection,DET,ADP DET NOUN,DET NOUN,DET NOUN ADP,-4.498852252960205,-5.256208419799805,False
1403,UP,False,Error that native speakers would make as well,PUNCT,CCONJ PUNCT ADP,PUNCT ADP,PUNCT ADP DET,-6.629822254180908,-7.645014762878418,False
1404,UC,False,Wordiness,ADV,CCONJ ADV ADP,ADV ADP,ADV ADP DET,-6.752352714538574,-7.830294609069824,False
1405,UP,False,Error that native speakers would make as well,PUNCT,CCONJ PUNCT ADP,PUNCT ADP,PUNCT ADP DET,-6.629822254180908,-7.645014762878418,False
1406,UV,False,Contraction with verb error,PRON,VERB PRON AUX,PRON AUX,PRON AUX ADV,-6.636688232421875,-9.098260879516602,False
1407,AGV,False,Incorrect application of 3rd person present tense (e.g. tagging on the suffix -s),AUX,ADV AUX PART,AUX PART,AUX PART VERB,-7.0858378410339355,-9.521550178527832,False
1409,FN,True,Missing plural,NOUN,DET NOUN PUNCT,NOUN PUNCT,NOUN PUNCT ADP,-3.3438291549682617,-3.534750461578369,False
1410,UP,False,Error that native speakers would make as well,PUNCT,CCONJ PUNCT ADP,PUNCT ADP,PUNCT ADP DET,-6.629822254180908,-7.645014762878418,False
1411,UP,False,Error that native speakers would make as well,PUNCT,CCONJ PUNCT ADP,PUNCT ADP,PUNCT ADP DET,-6.629822254180908,-7.645014762878418,False
1412,FV,True,Progressive aspect not applied,VERB,ADV VERB ADP,VERB ADP,VERB ADP ADP,-5.790158271789551,-7.351909637451172,False
1413,UT,False,Overcorrecting for prepositions introducing subordinate phrases,ADP,NOUN ADP ADV,ADP ADV,ADP ADV PART,-6.311675071716309,-7.363284587860107,False
1414,FV,False,Incorrectly using progressive aspect,VERB,ADV VERB CCONJ,VERB CCONJ,VERB CCONJ VERB,-7.924948692321777,-7.566984176635742,True
1415,FV,False,Incorrectly using progressive aspect,VERB,NOUN VERB DET,VERB DET,VERB DET ADJ,-5.840568542480469,-7.749291896820068,False
1416,UD,True,Chinese uses a character that maps a determiner in this case,DET,AUX DET DET,DET DET,DET DET ADJ,-7.259124755859375,-10.962359428405762,False
1418,UP,True,Chinese in many contexts use colons in letters,PUNCT,ADJ PUNCT PROPN,PUNCT PROPN,PUNCT PROPN PROPN,-5.79796028137207,-6.890250205993652,False
1419,MT,True,Chinese doesn't use the word in this context,DET,VERB DET ADJ,DET ADJ,DET ADJ ADJ,-6.094607830047607,-7.968842506408691,False
1420,UV,False,Contraction with verb error,PRON,VERB PRON AUX,PRON AUX,PRON AUX VERB,-6.636688232421875,-9.098260879516602,False
1423,MD,True,Chinese has no articles and doesn't use classifiers in this situation,PUNCT,ADP PUNCT PROPN,PUNCT PROPN,PUNCT PROPN PROPN,-5.997808933258057,-5.646579742431641,True
1424,UT,False,Overcorrection,ADP,NOUN ADP PUNCT,ADP PUNCT,ADP PUNCT PROPN,-4.644505977630615,-5.940341949462891,False
1425,DJ,True,"Chinese verbs, adjectives, and nouns sometimes are the same",NOUN,ADV NOUN PUNCT,NOUN PUNCT,NOUN PUNCT SCONJ,-4.410409927368164,-3.3304483890533447,True
1426,UY,False,Wordiness,ADV,PRON ADV ADV,ADV ADV,ADV ADV AUX,-6.28486442565918,-6.176689147949219,True
1428,RP,True,Using posessive apostrophy as Chinese 'de',PROPN,NUM PROPN PART,PROPN PART,PROPN PART NOUN,-7.710419654846191,-6.877434253692627,True
1429,UV,True,Chinese conventions conflict with English,VERB,NOUN VERB PUNCT,VERB PUNCT,VERB PUNCT PRON,-3.841421604156494,-2.702009916305542,True
1430,MD,True,Chinese has no articles and doesn't use classifiers in this situation,ADJ,ADP ADJ NOUN,ADJ NOUN,ADJ NOUN AUX,-4.867474555969238,-5.24747371673584,False
1431,TV,True,Context carries tense rather than verb.,VERB,NOUN VERB ADP,VERB ADP,VERB ADP PRON,-5.071439743041992,-7.482945919036865,False
1432,MD,True,Chinese uses classifiers instead of articles in this case,PUNCT,ADP PUNCT NOUN,PUNCT NOUN,PUNCT NOUN NOUN,-5.9755096435546875,-5.77888298034668,True
1433,FV,True,Progressive aspect not applied,VERB,SCONJ VERB PRON,VERB PRON,VERB PRON ADV,-7.034217834472656,-6.237703800201416,True
1434,FV,True,Progressive aspect not applied,VERB,VERB ADV,VERB ADV,VERB ADV ADP,-4.779877185821533,-5.2157135009765625,False
1436,AGN,False,Overcorrection,NOUN,ADJ NOUN VERB,NOUN VERB,NOUN VERB PROPN,-5.147068977355957,-4.522444725036621,True
1437,IV,False,Spelling error,NOUN,PRON NOUN DET,NOUN DET,NOUN DET NOUN,-8.089670181274414,-7.379539966583252,True
1438,AGN,False,Overcorrection,NOUN,DET NOUN NOUN,NOUN NOUN,NOUN NOUN VERB,-4.525265693664551,-4.9093708992004395,False
1439,FV,False,Incorrectly using past tense,VERB,NOUN VERB PRON,VERB PRON,VERB PRON PUNCT,-5.879578590393066,-5.21324348449707,True
1441,MA,False,Chinese expresses this in a different order/structure,AUX,NOUN AUX VERB,AUX VERB,AUX VERB ADP,-4.896549224853516,-9.386462211608887,False
1442,AGN,True,Number error,NOUN,ADJ NOUN PUNCT,NOUN PUNCT,NOUN PUNCT PROPN,-3.3845911026000977,-3.7189626693725586,False
1443,MD,True,Chinese has no articles and doesn't use classifiers in this situation,ADJ,SCONJ ADJ NOUN,ADJ NOUN,ADJ NOUN AUX,-5.50650691986084,-5.7951765060424805,False
1444,MA,False,Chinese expresses this in a different order/structure,AUX,NOUN AUX DET,AUX DET,AUX DET ADJ,-6.276090621948242,-10.107090950012207,False
1445,TV,True,English words map to the same Chinese word,VERB,CCONJ VERB VERB,VERB VERB,VERB VERB ADP,-6.684300899505615,-5.95178747177124,True
1447,FN,True,Missing plural,NOUN,CCONJ NOUN PUNCT,NOUN PUNCT,NOUN PUNCT CCONJ,-4.588190078735352,-4.549572944641113,True
1448,TV,True,Chinese generally expresses actions in present tense,VERB,PROPN VERB PART,VERB PART,VERB PART VERB,-7.286455154418945,-5.735893249511719,True
1449,FV,True,"Missing ""to"" for to-infinitive non-finite subordinate clauses",NOUN,VERB NOUN DET,NOUN DET,NOUN DET NOUN,-7.511810302734375,-6.396352291107178,True
1450,RP,False,Overcorrection,NOUN,VERB NOUN PUNCT,NOUN PUNCT,NOUN PUNCT PRON,-3.825543165206909,-2.8813514709472656,True
1451,UY,False,Wordiness,ADV,PUNCT ADV PRON,ADV PRON,ADV PRON AUX,-6.6208367347717285,-6.183224678039551,True
1452,M,True,Chinese conventions conflict with English,PROPN,VERB PROPN DET,PROPN DET,PROPN DET NOUN,-7.691699028015137,-6.346268177032471,True
1453,RP,True,Punctuation error related to Spelling errors (missing space),NOUN,NOUN NOUN CCONJ,NOUN CCONJ,NOUN CCONJ VERB,-6.6667633056640625,-7.645952224731445,False
1454,TV,True,Chinese generally expresses actions in present tense,VERB,CCONJ VERB ADP,VERB ADP,VERB ADP PRON,-6.497869968414307,-7.497117042541504,False
1455,MT,True,Chinese doesn't use the word in this context,PRON,VERB PRON ADP,PRON ADP,PRON ADP DET,-6.403122901916504,-7.380842208862305,False
1457,AGN,True,Number error,NOUN,ADJ NOUN PUNCT,NOUN PUNCT,NOUN PUNCT ADP,-3.3845911026000977,-3.7189626693725586,False
1458,MD,True,Chinese uses classifiers instead of articles in this case,NOUN,ADJ NOUN PUNCT,NOUN PUNCT,NOUN PUNCT DET,-3.3845911026000977,-3.7189626693725586,False
1459,MD,True,Chinese has no articles and doesn't use classifiers in this situation,ADJ,PUNCT ADJ NOUN,ADJ NOUN,ADJ NOUN ADV,-4.834841728210449,-5.657740592956543,False
1460,AGV,True,Not applying the 3rd person present tense suffix -s,ADV,ADV ADV PUNCT,ADV PUNCT,ADV PUNCT PROPN,-4.086348533630371,-3.4344875812530518,True
1461,AGV,True,Not applying the 3rd person present tense suffix -s,VERB,CCONJ VERB ADP,VERB ADP,VERB ADP DET,-6.497869968414307,-7.497117042541504,False
1463,MP,False,Punctuation works the same in Chinese,PUNCT,NOUN PUNCT PROPN,PUNCT PROPN,PUNCT PROPN PUNCT,-3.8684492111206055,-3.011202096939087,True
1464,MP,True,Chinese sentence structure differs from English,VERB,PUNCT VERB ADP,VERB ADP,VERB ADP PRON,-6.101990222930908,-7.7674455642700195,False
1465,MP,True,Chinese sentence structure differs from English,VERB,PUNCT VERB ADP,VERB ADP,VERB ADP PRON,-6.101990222930908,-7.7674455642700195,False
1466,FV,True,Progressive aspect not applied,NOUN,AUX NOUN ADP,NOUN ADP,NOUN ADP DET,-7.169504165649414,-10.229715347290039,False
1467,MP,False,Punctuation works the same in Chinese,PROPN,PUNCT PROPN VERB,PROPN VERB,PROPN VERB DET,-5.667962551116943,-4.864558696746826,True
1468,UV,False,Unnecessary auxiliary added,AUX,DET AUX ADJ,AUX ADJ,AUX ADJ NOUN,-6.153205871582031,-10.233070373535156,False
1469,RA,False,Using a personhood pronoun inappropriately,PRON,PUNCT PRON AUX,PRON AUX,PRON AUX ADV,-6.584131240844727,-8.993627548217773,False
1470,UD,True,Chinese uses classifiers in this case,DET,VERB DET NOUN,DET NOUN,DET NOUN PUNCT,-3.9306564331054688,-5.082910537719727,False
1471,AGN,True,Number error,NOUN,ADJ NOUN PRON,NOUN PRON,NOUN PRON VERB,-7.38615608215332,-7.29625129699707,True
1472,RP,True,Word not capitalized,PROPN,PROPN PROPN PUNCT,PROPN PUNCT,PROPN PUNCT,-3.0731759071350098,-3.4751672744750977,False
1473,FN,True,Missing plural,NOUN,VERB NOUN VERB,NOUN VERB,NOUN VERB DET,-4.93519401550293,-4.957067489624023,False
1475,AGN,False,Overcorrection,NOUN,NUM NOUN ADV,NOUN ADV,NOUN ADV PUNCT,-5.265279769897461,-6.486571311950684,False
1477,UD,False,Overcorrection,DET,ADP DET ADJ,DET ADJ,DET ADJ NOUN,-6.006399631500244,-7.8341217041015625,False
1478,MY,True,Relative adverb missing,ADV,NOUN ADV ADV,ADV ADV,ADV ADV PUNCT,-6.4743547439575195,-6.112150192260742,True
1479,M,False,Word omitted even though in the Chinese translation it would be there,ADP,NOUN ADP DET,ADP DET,ADP DET NOUN,-6.011322975158691,-7.693400859832764,False
1481,TV,True,Chinese generally expresses actions in present tense,AUX,PRON AUX ADP,AUX ADP,AUX ADP ADV,-6.80335807800293,-9.828096389770508,False
1482,UJ,True,Chinese would use word in this context,ADJ,ADJ ADJ NOUN,ADJ NOUN,ADJ NOUN ADP,-4.440426349639893,-5.218231201171875,False
1483,RP,False,Punctuation works the same in Chinese,PUNCT,NOUN PUNCT,PUNCT,PUNCT,-3.1241037845611572,-2.562624454498291,True
1485,MP,False,Punctuation works the same in Chinese, ,NOUN, , ,-3.345853805541992,-3.1291418075561523,True
1487,UD,False,Overcorrection,DET,ADP DET NOUN,DET NOUN,DET NOUN CCONJ,-4.498852252960205,-5.256208419799805,False
1488,UD,False,Overcorrection,DET,ADP DET NOUN,DET NOUN,DET NOUN CCONJ,-4.498852252960205,-5.256208419799805,False
1490,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT,ADJ PUNCT PRON,PUNCT PRON,PUNCT PRON AUX,-7.346656799316406,-7.829045295715332,False
1491,TV,True,English words map to the same Chinese word,VERB,PRON VERB PUNCT,VERB PUNCT,VERB PUNCT PRON,-2.6266043186187744,-2.6062400341033936,True
1492,DV,True,"Chinese verbs, adjectives, and nouns sometimes are the same",NOUN,VERB NOUN ADP,NOUN ADP,NOUN ADP ADV,-6.523250579833984,-5.993576526641846,True
1493,MD,True,Chinese uses classifiers instead of articles in this case,ADJ,PRON ADJ NOUN,ADJ NOUN,ADJ NOUN PART,-5.861849784851074,-6.201958656311035,False
1495,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT,NOUN PUNCT PRON,PUNCT PRON,PUNCT PRON ADV,-6.518891334533691,-4.976182460784912,True
1496,MA,True,Chinese is a pro-drop language,ADV,PUNCT ADV AUX,ADV AUX,ADV AUX PART,-7.103054046630859,-9.074735641479492,False
1499,TV,False,,VERB,PRON VERB PUNCT,VERB PUNCT,VERB PUNCT PRON,-2.6266043186187744,-2.6062400341033936,True
1500,TV,False,,AUX,PRON AUX DET,AUX DET,AUX DET ADV,-6.1574602127075195,-10.069061279296875,False
1501,MD,True,Chinese has no articles and doesn't use classifiers in this situation,ADV,AUX ADV ADJ,ADV ADJ,ADV ADJ NOUN,-6.087220191955566,-11.054635047912598,False
1502,TV,False,,VERB,NOUN VERB VERB,VERB VERB,VERB VERB PUNCT,-4.602911949157715,-3.9021053314208984,True
1503,UV,True,Modal used for polite speech,VERB,CCONJ VERB DET,VERB DET,VERB DET VERB,-6.0839948654174805,-7.897787570953369,False
1504,FN,True,Missing plural,NOUN,ADJ NOUN PUNCT,NOUN PUNCT,NOUN PUNCT NOUN,-3.3845911026000977,-3.7189626693725586,False
1508,AGN,True,Number error,NOUN,ADJ NOUN ADP,NOUN ADP,NOUN ADP ADV,-5.321064472198486,-6.8281636238098145,False
1509,MP,True,Chinese uses commas to mark the end of a complete thought,ADV,VERB ADV PROPN,ADV PROPN,ADV PROPN VERB,-6.995377540588379,-6.7220458984375,True
1510,MP,True,Chinese uses commas to mark the end of a complete thought,ADV,VERB ADV PROPN,ADV PROPN,ADV PROPN VERB,-6.995377540588379,-6.7220458984375,True
1511,TV,True,Modal used for polite speech,VERB,PRON VERB VERB,VERB VERB,VERB VERB DET,-5.228297233581543,-5.464967727661133,False
1512,RP,True,Punctuation error related to Spelling errors (missing space),PROPN,PROPN PUNCT,PROPN PUNCT,PROPN PUNCT PRON,-2.8119401931762695,-2.648240804672241,True
1513,AGN,True,Number error,NOUN,PUNCT NOUN VERB,NOUN VERB,NOUN VERB VERB,-5.845170974731445,-5.049853324890137,True
1516,MN,True,Word prior or after contains the word in Chinese equivalent,NOUN,DET NOUN PUNCT,NOUN PUNCT,NOUN PUNCT ADV,-3.3438291549682617,-3.534750461578369,False
1517,IN,True,Missing plural,NOUN,ADP NOUN PUNCT,NOUN PUNCT,NOUN PUNCT ADV,-3.7444424629211426,-3.126373767852783,True
1519,RD,False,Wrong determiner used,DET,CCONJ DET NOUN,DET NOUN,DET NOUN ADV,-5.524120330810547,-5.668007850646973,False
1522,UT,False,Overgeneralization of word pairs,ADP,VERB ADP DET,ADP DET,ADP DET NOUN,-5.851269721984863,-7.798564910888672,False
1524,FN,True,Missing plural,NOUN,CCONJ NOUN VERB,NOUN VERB,NOUN VERB VERB,-5.825369358062744,-5.428436279296875,True
1525,AGV,True,3rd person singular form used instead of 3rd person plural verb form,AUX,PRON AUX CCONJ,AUX CCONJ,AUX CCONJ DET,-7.266275882720947,-9.980254173278809,False
1526,RA,True,Chinese would use a different word in given context,DET,CCONJ DET VERB,DET VERB,DET VERB ADV,-6.528544902801514,-6.926787376403809,False
1530,FN,True,Missing plural,NOUN,CCONJ NOUN PUNCT,NOUN PUNCT,NOUN PUNCT PRON,-4.588190078735352,-4.549572944641113,True
1531,TV,True,Context carries tense rather than verb.,AUX,PRON AUX VERB,AUX VERB,AUX VERB PUNCT,-5.757172584533691,-9.348431587219238,False
1536,AGD,False,Equivalent word exists but is not used,DET,DET DET NOUN,DET NOUN,DET NOUN VERB,-5.319903373718262,-5.892487049102783,False
1537,RA,False,Using 'It' incorrectly,PRON,VERB PRON ADV,PRON ADV,PRON ADV CCONJ,-5.381688594818115,-7.132501602172852,False
1538,MT,True,Chinese doesn't use the word in this context,ADV,ADV ADV PUNCT,ADV PUNCT,ADV PUNCT NOUN,-4.086348533630371,-3.4344875812530518,True
1539,UD,False,Overcorrection,DET,ADJ DET NOUN,DET NOUN,DET NOUN NOUN,-6.616044521331787,-6.703753471374512,False
1540,UT,False,Preposition would signify a different sentence structure,ADV,AUX ADV ADJ,ADV ADJ,ADV ADJ PART,-6.087220191955566,-11.054635047912598,False
1541,FV,False,Incorrectly using past tense,VERB,ADP VERB SCONJ,VERB SCONJ,VERB SCONJ PRON,-7.300488471984863,-8.710399627685547,False
1543,UD,False,Overcorrection,DET,ADP DET NOUN,DET NOUN,DET NOUN ADP,-4.498852252960205,-5.256208419799805,False
1544,MT,True,Grammatical to exclude or include the word in Chinese,DET,NOUN DET NOUN,DET NOUN,DET NOUN PUNCT,-6.105917930603027,-5.631524562835693,True
1546,DJ,True,"Chinese verbs, adjectives, and nouns sometimes are the same",NOUN,ADJ NOUN PUNCT,NOUN PUNCT,NOUN PUNCT CCONJ,-3.3845911026000977,-3.7189626693725586,False
1547,TV,True,Generally Chinese usually express feelings in present tense,AUX,PROPN AUX PART,AUX PART,AUX PART VERB,-6.949896812438965,-9.52629566192627,False
1548,DN,True,"Chinese verbs, adjectives, and nouns sometimes are the same",VERB,ADP VERB DET,VERB DET,VERB DET PRON,-6.1158647537231445,-7.669266223907471,False
1549,UV,False,Unnecessary verb added,AUX,DET AUX PRON,AUX PRON,AUX PRON VERB,-6.48008394241333,-9.52260971069336,False
1551,MA,True,Chinese is a pro-drop language,AUX,ADV AUX DET,AUX DET,AUX DET NOUN,-5.4498291015625,-10.07882022857666,False
1552,TV,False,-,AUX,ADJ AUX PRON,AUX PRON,AUX PRON VERB,-7.356907367706299,-9.553756713867188,False
1553,MP,True,Chinese uses commas to mark the end of a complete thought,PRON,ADV PRON VERB,PRON VERB,PRON VERB DET,-5.744709014892578,-5.205513000488281,True
1554,TV,False,Past tense used instead of past participle,VERB,AUX VERB AUX,VERB AUX,VERB AUX ADJ,-7.879083156585693,-11.504008293151855,False
1555,AGV,True,3rd person plural verb form used instead of 3rd person singular form,AUX,VERB AUX ADJ,AUX ADJ,AUX ADJ ADP,-6.79292631149292,-10.214851379394531,False
1556,FV,False,Incorrect application of 3rd person present tense suffix -s,VERB,VERB VERB DET,VERB DET,VERB DET NOUN,-6.636114120483398,-7.664137840270996,False
1558,UA,False,Overcorrection,PRON,VERB PRON PUNCT,PRON PUNCT,PRON PUNCT ADP,-3.7528810501098633,-3.5545694828033447,True
1559,MP,True,Chinese uses commas to mark the end of a complete thought,DET,NOUN DET NOUN,DET NOUN,DET NOUN ADV,-6.105917930603027,-5.631524562835693,True
1560,TV,True,Chinese generally expresses actions in present tense,VERB,ADV VERB PART,VERB PART,VERB PART AUX,-7.184284687042236,-4.957574844360352,True
1561,MV,True,Chinese conventions conflict with English,ADV,VERB ADV ADV,ADV ADV,ADV ADV ADJ,-6.219089984893799,-6.289902210235596,False
1562,MP,True,Chinese uses commas to mark the end of a complete thought,DET,NOUN DET NOUN,DET NOUN,DET NOUN ADV,-6.105917930603027,-5.631524562835693,True
1564,AGV,True,Not applying the 3rd person present tense suffix -s,VERB,PRON VERB PRON,VERB PRON,VERB PRON VERB,-4.968550682067871,-5.477412700653076,False
1565,M,False,Word omitted even though in the Chinese translation it would be there,VERB,NOUN VERB PART,VERB PART,VERB PART VERB,-7.257447242736816,-5.051011085510254,True
1568,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,AUX NOUN ADP,NOUN ADP,NOUN ADP DET,-7.169504165649414,-10.229715347290039,False
1569,MD,True,Chinese has no articles and doesn't use classifiers in this situation,PROPN,ADJ PROPN PROPN,PROPN PROPN,PROPN PROPN PROPN,-5.3715057373046875,-6.354854106903076,False
1570,RD,True,Chinese uses a character that maps a determiner in this case,DET,ADP DET NOUN,DET NOUN,DET NOUN AUX,-4.498852252960205,-5.256208419799805,False
1571,DY,False,Spelling error,PROPN,PUNCT PROPN DET,PROPN DET,PROPN DET NOUN,-7.283224582672119,-7.207856178283691,True
1572,MP,True,Chinese uses commas to mark the end of a complete thought,DET,NUM DET AUX,DET AUX,DET AUX ADP,-8.024330139160156,-9.629855155944824,False
1573,M,False,Word omitted even though in the Chinese translation it would be there,NOUN,PUNCT NOUN ADV,NOUN ADV,NOUN ADV ADV,-6.629753112792969,-6.569280624389648,True
1574,MT,True,Chinese doesn't use the word in this context,DET,VERB DET NOUN,DET NOUN,DET NOUN PART,-3.9306564331054688,-5.082910537719727,False
1575,CQ,False,Wrong quantifier used (countability),DET,VERB DET ADJ,DET ADJ,DET ADJ NOUN,-6.094607830047607,-7.968842506408691,False
1576,MC,True,Chinese does not use conjunctions to join clauses,PRON,VERB PRON AUX,PRON AUX,PRON AUX ADJ,-6.636688232421875,-9.098260879516602,False
1577,RP,False,Error that native speakers would make as well,PUNCT,PART PUNCT PRON,PUNCT PRON,PUNCT PRON VERB,-8.00766658782959,-8.332161903381348,False
1579,MT,True,Grammatical to exclude or include the word in Chinese,DET,VERB DET ADJ,DET ADJ,DET ADJ NOUN,-6.094607830047607,-7.968842506408691,False
1582,TV,True,Chinese generally expresses actions in present tense,VERB,PRON VERB ADJ,VERB ADJ,VERB ADJ NOUN,-5.124481678009033,-7.6417131423950195,False
1583,FN,False,Number disagreement,NOUN,DET NOUN VERB,NOUN VERB,NOUN VERB AUX,-4.161647796630859,-5.49949836730957,False
1585,FV,False,Incorrectly using past tense,VERB,PROPN VERB ADP,VERB ADP,VERB ADP DET,-5.896778106689453,-7.416285514831543,False
1586,M,True,Chinese conventions conflict with English,ADJ,PUNCT ADJ PUNCT,ADJ PUNCT,ADJ PUNCT PRON,-5.116364479064941,-6.494708061218262,False
1587,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT,ADJ PUNCT PRON,PUNCT PRON,PUNCT PRON VERB,-7.346656799316406,-7.829045295715332,False
1588,MD,True,Chinese has no articles and doesn't use classifiers in this situation,PROPN,CCONJ PROPN NOUN,PROPN NOUN,PROPN NOUN AUX,-5.839569568634033,-5.638579368591309,True
1589,MP,True,Possessive structure would not be used in here in Chinese,VERB,PUNCT VERB DET,VERB DET,VERB DET VERB,-6.219374179840088,-7.8537092208862305,False
1590,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT,NOUN PUNCT PRON,PUNCT PRON,PUNCT PRON VERB,-6.518891334533691,-4.976182460784912,True
1591,UC,False,Overcorrection,SCONJ,ADP SCONJ ADV,SCONJ ADV,SCONJ ADV PRON,-7.267865180969238,-7.546477317810059,False
1592,MD,True,Word omitted even though in the Chinese translation it would be there,NUM,ADP NUM NOUN,NUM NOUN,NUM NOUN PUNCT,-5.361624240875244,-5.838797569274902,False
1593,MN,False,Subject or object not specified,PUNCT,DET PUNCT ADV,PUNCT ADV,PUNCT ADV DET,-6.954099655151367,-8.1437406539917,False
1594,MV,True,Missing modal,ADJ,VERB ADJ ADP,ADJ ADP,ADJ ADP PRON,-7.198315620422363,-8.051775932312012,False
1595,MN,False,Equivalent word exists but is not used,PUNCT,PROPN PUNCT VERB,PUNCT VERB,PUNCT VERB AUX,-6.054880142211914,-4.886016368865967,True
1596,TV,True,Chinese generally expresses actions in present tense,AUX,PUNCT AUX VERB,AUX VERB,AUX VERB ADP,-6.972786903381348,-9.388419151306152,False
1599,MD,True,Chinese has no articles and doesn't use classifiers in this situation,PROPN,ADP PROPN PROPN,PROPN PROPN,PROPN PROPN PROPN,-4.180315017700195,-5.658925533294678,False
1600,UP,False,Error that native speakers would make as well,PUNCT,VERB PUNCT AUX,PUNCT AUX,PUNCT AUX ADV,-7.710604667663574,-9.188335418701172,False
1601,L,False,Misunderstanding of word usage/meaning,ADV,AUX ADV ADJ,ADV ADJ,ADV ADJ ADP,-6.087220191955566,-11.054635047912598,False
1602,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT,PRON PUNCT PRON,PUNCT PRON,PUNCT PRON VERB,-7.231733322143555,-7.224099159240723,True
1604,MV,True,Chinese conventions conflict with English,ADJ,VERB ADJ ADP,ADJ ADP,ADJ ADP NOUN,-7.198315620422363,-8.051775932312012,False
1605,MT,True,Chinese doesn't use the word in this context,NUM,VERB NUM NOUN,NUM NOUN,NUM NOUN PUNCT,-5.450600624084473,-5.058535575866699,True
1606,FV,True,"Missing ""to"" for to-infinitive non-finite subordinate clauses",VERB,VERB VERB DET,VERB DET,VERB DET NOUN,-6.636114120483398,-7.664137840270996,False
1607,MV,False,Missing word is important to the sentence,VERB,PRON VERB DET,VERB DET,VERB DET NOUN,-5.043724536895752,-7.42958927154541,False
1610,IV,False,Spelling error,VERB,NOUN VERB NUM,VERB NUM,VERB NUM NOUN,-6.143735885620117,-5.184457302093506,True
1611,TV,True,Chinese generally expresses actions in present tense,ADJ,NOUN ADJ PART,ADJ PART,ADJ PART VERB,-8.07457160949707,-7.407332420349121,True
1612,IV,False,Wrong past tense inflection,VERB,PRON VERB ADP,VERB ADP,VERB ADP DET,-5.866825103759766,-7.247402191162109,False
1613,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,ADP NOUN NOUN,NOUN NOUN,NOUN NOUN ADP,-5.092679023742676,-5.097628593444824,False
1614,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT,ADJ PUNCT ADV,PUNCT ADV,PUNCT ADV PRON,-7.204744338989258,-7.933331489562988,False
1615,MV,True,Chinese conventions conflict with English,ADV,CCONJ ADV PART,ADV PART,ADV PART VERB,-7.4976959228515625,-7.913461685180664,False
1616,RA,False,general grammar rules confusion,PRON,VERB PRON ADP,PRON ADP,PRON ADP DET,-6.403122901916504,-7.380842208862305,False
1617,FD,False,Wrong determiner used,DET,AUX DET NOUN,DET NOUN,DET NOUN PUNCT,-5.383158206939697,-9.59133529663086,False
1618,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT,NOUN PUNCT PRON,PUNCT PRON,PUNCT PRON VERB,-6.518891334533691,-4.976182460784912,True
1619,M,False,Word omitted even though in the Chinese translation it would be there,ADP,VERB ADP PUNCT,ADP PUNCT,ADP PUNCT VERB,-4.197368621826172,-5.560586452484131,False
1620,RP,True,Chinese uses commas to mark the end of a complete thought,NOUN,PUNCT NOUN PUNCT,NOUN PUNCT,NOUN PUNCT VERB,-4.491583824157715,-3.7155699729919434,True
