,en,zhs,en_ud
18198,-58.515691667458505,-inf,ADJ NOUN AUX VERB ADP DET ADJ NOUN ADP DET NOUN PUNCT ADP DET NOUN ADP PROPN NUM PUNCT NUM PUNCT ADP DET PROPN PROPN NUM VERB ADP PROPN PUNCT PROPN PUNCT PROPN PROPN PROPN PROPN VERB ADP DET ADJ NOUN DET PUNCT 
18199,-28.912277764489676,-inf,PROPN VERB SCONJ ADP DET DET NOUN VERB ADP DET NOUN PRON VERB VERB NOUN ADP DET NUM PROPN NOUN PUNCT 
18200,-5.005488038155924,-5.10629432404797,ADV PRON VERB DET NOUN PUNCT NOUN PUNCT 
18201,-0.20045370511737004,-inf,PRON AUX DET ADJ NOUN PUNCT 
18202,-55.82636960019236,-inf,ADP NOUN ADP DET NOUN ADP PROPN PART NOUN PUNCT ADJ NOUN AUX AUX VERB PROPN NOUN ADP ADJ NOUN PUNCT DET VERB ADJ ADP VERB NOUN ADP DET NOUN SCONJ NOUN PUNCT 
18203,-13.409722861524239,-inf,ADP ADV PUNCT PRON AUX NOUN NOUN ADP DET ADJ NOUN ADP DET NOUN PUNCT 
18204,-21.28591078835477,-inf,ADP DET NOUN PUNCT ADJ ADP DET NOUN VERB ADP PROPN PUNCT PROPN PROPN CCONJ PROPN PUNCT 
18205,-inf,-inf,ADV DET NOUN AUX DET ADJ PUNCT CCONJ ADV PRON VERB ADP NOUN PRON AUX PART ADV VERB NOUN PUNCT PRON VERB SCONJ NOUN AUX PRON DET NOUN ADJ ADP DET CCONJ DET NOUN PUNCT CCONJ PRON AUX PART VERB ADP DET ADJ NOUN DET AUX ADV ADJ CCONJ ADV ADV ADJ PUNCT ADV ADP DET PROPN PUNCT 
18206,-inf,-inf,PRON AUX VERB SCONJ DET NOUN VERB DET ADJ NOUN CCONJ PROPN SYM PROPN PROPN SYM PROPN SYM PROPN PROPN SYM PROPN PROPN SYM PROPN PUNCT PROPN PUNCT NOUN ADP NOUN ADP DET NOUN PUNCT 
18207,-30.008894531049023,-inf,PRON VERB PRON NOUN PART VERB ADP DET NOUN PUNCT DET NOUN DET VERB DET DET ADJ CCONJ ADJ NOUN ADP ADJ NOUN PUNCT 
18208,-9.687409595994847,-19.007965623623132,PROPN PUNCT PROPN PROPN PROPN PROPN PROPN CCONJ NOUN PUNCT ADJ PROPN 
18209,-31.27373172627976,-inf,PUNCT PROPN PROPN AUX VERB NOUN ADP DET ADJ ADJ NOUN PUNCT PROPN PROPN PRON VERB ADJ NOUN PUNCT ADP PROPN PUNCT 
18210,-18.381131650847596,-inf,INTJ AUX VERB SCONJ DET NOUN ADP ADJ NOUN PUNCT NOUN CCONJ NOUN AUX NOUN PUNCT 
18211,-46.5001841689997,-inf,PRON AUX ADJ NOUN PUNCT CCONJ PRON DET AUX DET NOUN PUNCT CCONJ PRON VERB PROPN PART NOUN PUNCT ADP DET NOUN PUNCT AUX DET ADJ NOUN ADP DET NOUN PUNCT 
18212,-12.707056798165501,-inf,DET ADJ NOUN AUX ADV VERB DET NOUN ADP NOUN ADP DET PROPN PROPN PUNCT 
18213,-inf,-inf,ADV ADV ADP NUM CCONJ DET NOUN ADP NOUN ADP PROPN PUNCT CCONJ DET PROPN NOUN NOUN PUNCT VERB ADP PROPN CCONJ DET PROPN CCONJ PROPN NOUN NOUN AUX VERB DET ADJ NOUN ADP DET NOUN NOUN PUNCT 
18214,-2.1612309746883143,-3.2188758248682006,ADV PUNCT PROPN VERB ADP PUNCT 
18215,-19.952759638463636,-inf,PUNCT PRON AUX VERB ADV ADV SCONJ PRON VERB ADP PROPN NOUN ADP PROPN PROPN PUNCT 
18216,0.0,0.0,ADJ VERB PROPN PUNCT 
18217,-10.688951556677873,-inf,ADJ NOUN ADP PROPN PROPN VERB CCONJ PROPN PUNCT ADJ PROPN 
18218,-11.03221069590515,-inf,PRON AUX PART ADV VERB ADJ NOUN PART VERB ADV PUNCT 
18219,-68.9228060753738,-inf,ADJ NOUN AUX VERB PART VERB ADP CCONJ AUX ADV VERB NOUN PART VERB DET PROPN PROPN CCONJ DET NOUN ADP DET PROPN PROPN NOUN AUX VERB ADP DET PROPN NOUN PUNCT SCONJ PRON VERB PART AUX DET ADJ NOUN ADP DET ADV ADJ NOUN PUNCT 
18220,-51.55915158376651,-inf,SCONJ NOUN ADP NOUN ADP ADJ NOUN VERB PART VERB ADP PUNCT DET VERB NOUN VERB NOUN ADP DET NOUN VERB SCONJ DET ADJ NOUN VERB VERB PART VERB DET NOUN ADP PROPN PUNCT 
18221,-4.060717699542225,-7.7148623512536165,PRON VERB VERB ADP DET NOUN ADP NOUN PUNCT 
18222,-4.337061056591294,-5.518439104103198,DET ADJ NOUN VERB VERB DET NOUN PUNCT 
18223,-inf,-inf,PROPN PUNCT NOUN SCONJ PUNCT PROPN NOUN PUNCT NOUN VERB NOUN NOUN CCONJ NOUN PUNCT ADJ PROPN 
18224,-inf,-inf,PROPN PROPN PROPN PROPN PROPN VERB SCONJ DET PROPN VERB AUX DET PRON VERB AUX PART VERB NOUN NOUN NOUN PUNCT VERB DET ADJ PROPN PUNCT ADJ PUNCT NOUN ADP DET VERB NOUN PUNCT 
18225,-18.88246025166454,-inf,VERB NOUN VERB AUX VERB ADV ADV SCONJ PROPN PUNCT PROPN NUM PUNCT 
18226,-11.960893479611553,-12.070864832660472,PROPN PUNCT VERB ADP PROPN PROPN PROPN PART NOUN PUNCT VERB PUNCT 
18227,-28.75050591290941,-inf,PRON VERB ADV DET ADJ PROPN PUNCT PRON AUX ADJ NOUN ADP DET ADJ NOUN PUNCT AUX VERB ADP DET ADJ NOUN PUNCT 
18228,0.0,0.0,NOUN ADP PROPN PUNCT 
18229,0.0,0.0,VERB PUNCT 
18230,-14.55023631058596,-11.959935289026351,PUNCT PRON VERB PRON VERB PART VERB NOUN PART NOUN ADV PUNCT 
18231,-14.372567789332026,-21.98575458603274,NOUN PUNCT ADJ NOUN NOUN VERB DET PROPN CCONJ PROPN PUNCT ADJ PROPN 
18232,0.0,0.0,DET PUNCT 
18233,-23.48722072804935,-inf,SCONJ VERB PUNCT PRON VERB PRON ADP PROPN PUNCT CCONJ ADJ PUNCT ADJ NOUN PUNCT PUNCT 
18234,-inf,-inf,ADP DET ADJ NOUN ADP DET NOUN PRON VERB DET ADJ NOUN NOUN CCONJ VERB PRON VERB PUNCT DET NUM PUNCT ADP NOUN NOUN VERB DET ADJ NOUN ADP NOUN CCONJ NOUN PUNCT CCONJ PRON VERB ADV ADP VERB DET ADJ NOUN PUNCT VERB NOUN NOUN PUNCT DET AUX PART AUX VERB SYM NOUN ADP ADJ NOUN PUNCT PUNCT 
18235,-14.277508847707988,-inf,SYM NUM NOUN VERB ADP DET PROPN PROPN VERB AUX ADV ADJ PUNCT 
18236,-33.08770371128847,-32.9226262631667,NOUN ADP PUNCT NOUN PROPN PROPN PUNCT PUNCT PUNCT NOUN ADP PROPN PUNCT PUNCT PUNCT VERB ADP NOUN PUNCT 
18237,-9.440233677571731,-inf,ADJ NOUN AUX VERB ADP ADJ VERB NOUN PUNCT 
18238,-17.10570058512118,-inf,PROPN PUNCT NOUN ADP ADJ PROPN ADJ NOUN CCONJ PROPN PUNCT ADJ PROPN 
18239,-inf,-inf,ADV PRON VERB PART VERB NOUN ADP PROPN NOUN ADP DET ADP PROPN PART NOUN ADV ADP ADJ ADP ADJ NOUN ADP NOUN DET AUX VERB ADP PROPN PART NOUN PUNCT 
18240,-33.913416952986964,-inf,PRON AUX ADJ NOUN ADP PRON VERB AUX AUX VERB ADP PROPN PART PROPN NOUN ADP NUM SYM NUM PROPN PUNCT 
18241,-14.003211580758588,-19.13563271126724,VERB DET NOUN ADP DET NOUN PUNCT PRON VERB DET NOUN NOUN VERB PUNCT 
18242,-11.455931904733719,-inf,DET NOUN VERB DET NOUN AUX VERB PART AUX ADJ PUNCT 
18243,-18.6619060965227,-inf,PRON ADV VERB DET NOUN PART VERB ADP DET ADJ NOUN ADP ADJ ADJ PROPN PROPN PUNCT 
18244,-25.042760464336485,-inf,PROPN PROPN VERB ADP PROPN NUM SCONJ PRON VERB VERB DET NOUN NOUN ADP PROPN NUM ADV PUNCT 
18245,-inf,-inf,NOUN NUM ADP PROPN NUM ADP DET PROPN PROPN PROPN PUNCT VERB ADP NUM PUNCT VERB SCONJ DET NOUN VERB NUM NOUN CCONJ ADJ ADP DET NOUN PART NOUN VERB NOUN PUNCT CCONJ ADP NUM NOUN ADP DET NOUN PART NOUN AUX VERB CCONJ VERB PUNCT AUX VERB PART AUX AUX VERB ADP DET ADJ NOUN PUNCT 
18246,-46.0046955830362,-inf,ADV ADV PUNCT ADP DET NOUN ADP PROPN CCONJ DET ADJ NOUN ADP NOUN PUNCT DET ADJ PROPN PROPN PROPN VERB VERB PART AUX VERB ADV PUNCT CCONJ ADV ADV PUNCT 
18247,-72.90986501195977,-inf,NUM ADP DET ADJ NOUN AUX VERB ADP PROPN ADP NUM PUNCT ADV PROPN NOUN AUX PART VERB DET NOUN ADP DET NOUN ADP DET ADJ NOUN SCONJ PROPN PROPN PUNCT VERB ADP ADJ NOUN ADP ADJ NOUN CCONJ PROPN PART NOUN PART VERB DET NOUN ADP DET NOUN PUNCT 
18248,-36.12580262739901,-inf,VERB VERB DET ADJ CCONJ ADJ NOUN ADP ADJ NOUN PUNCT CCONJ VERB ADJ NOUN PUNCT PROPN PUNCT ADJ NOUN CCONJ ADJ NOUN ADP ADJ NOUN 
18249,-22.979476594190267,-inf,DET NOUN AUX DET ADJ NOUN ADP NUM NOUN CCONJ DET NOUN ADP ADJ PUNCT NOUN NOUN ADP DET NOUN PUNCT 
18250,-9.09974107950647,-10.509297592202856,DET ADJ NOUN PUNCT PROPN PROPN PROPN PUNCT VERB PUNCT 
18251,-35.68143036618718,-inf,NOUN PART VERB DET NOUN NOUN NOUN ADP PROPN PROPN PART ADJ NOUN VERB ADP NOUN ADP NOUN NOUN ADP ADP DET NOUN ADP PROPN PUNCT 
18252,-72.07112823183311,-inf,DET NOUN ADP VERB ADJ NOUN AUX VERB ADV SCONJ ADJ NOUN NOUN AUX VERB ADV ADJ PUNCT ADP NOUN SCONJ ADJ NOUN CCONJ NOUN VERB ADP DET PROPN NOUN AUX VERB PRON ADJ PART VERB NOUN ADP NOUN PUNCT 
18253,-inf,-inf,DET ADP PRON VERB SCONJ ADV PUNCT DET ADJ NOUN VERB AUX VERB ADP ADJ NOUN CCONJ NOUN SCONJ SCONJ PRON VERB VERB DET ADJ VERB NOUN CCONJ NOUN PUNCT 
18254,-inf,-inf,SCONJ PRON VERB PRON ADP DET NOUN VERB ADP VERB PRON PUNCT AUX ADJ PRON AUX PART VERB DET ADP PRON PUNCT 
18255,-43.33275392149166,-inf,ADJ ADP DET ADJ NOUN DET ADJ VERB ADP PUNCT SCONJ DET NOUN AUX VERB ADP ADP NOUN PART VERB ADP ADP ADJ NOUN ADP ADJ NOUN PUNCT 
18256,-82.76233743765067,-inf,PRON ADV VERB ADJ NOUN ADV ADP DET ADJ NOUN PUNCT DET ADJ NOUN PUNCT PROPN PROPN PROPN PUNCT AUX ADV VERB ADP ADJ NOUN PRON VERB PART VERB PUNCT ADJ NOUN NOUN PUNCT ADV VERB ADP ADJ ADJ ADJ NOUN ADP DET NOUN CCONJ DET NOUN ADP DET NOUN PART VERB NOUN ADP NOUN PUNCT 
18257,-2.886089096104164,-1.9687564179064831,PRON ADV VERB PRON ADV PUNCT 
18258,-inf,-inf,DET ADJ NOUN PUNCT DET PROPN ADP PROPN PROPN CCONJ SYM NUM PUNCT VERB ADP NUM NOUN SCONJ PUNCT DET ADV VERB CCONJ ADJ PUNCT CCONJ SYM NUM PUNCT AUX VERB ADP PROPN NUM PUNCT 
18259,-inf,-inf,ADJ ADV PROPN AUX PART VERB NOUN PART VERB ADP ADP NOUN NOUN PUNCT NOUN PART VERB PUNCT ADJ NOUN PUNCT X PUNCT DET VERB DET NOUN ADP NOUN PUNCT 
18260,-7.169205473243112,-7.873989753249825,PROPN PROPN ADP PROPN PROPN PUNCT ADP PROPN PROPN 
18261,-8.727454116899434,-inf,PUNCT PROPN PUNCT PUNCT NUM VERB PUNCT 
18262,-14.869328602841192,-inf,CCONJ PRON ADV VERB ADV PRON AUX DET NOUN SCONJ PROPN PUNCT 
18263,-17.538827309332234,-17.628544192294658,ADJ NOUN NOUN PROPN PROPN NOUN ADP DET NOUN ADP VERB ADJ NOUN PUNCT 
18264,-inf,-inf,CCONJ ADV PRON ADJ VERB PUNCT 
18265,-50.197887735335165,-inf,PRON AUX NOUN PART VERB SCONJ ADP ADJ VERB NOUN CCONJ VERB NOUN PUNCT DET ADJ NOUN VERB VERB ADJ NOUN NOUN CCONJ NOUN CCONJ VERB ADP DET ADJ NOUN PUNCT 
18266,-2.6260701340884474,-1.862817390493776,PROPN PROPN ADP PROPN VERB PUNCT 
18267,-12.875945130063963,-inf,DET NOUN VERB SCONJ DET NOUN AUX VERB CCONJ PROPN VERB PUNCT 
18268,-inf,-inf,PRON AUX AUX NOUN SCONJ DET NOUN AUX VERB ADP DET ADJ NOUN PUNCT ADV DET NOUN NOUN AUX ADP X X NOUN PUNCT 
18269,-31.099230288043902,-inf,ADV PRON AUX PART VERB DET ADJ ADP DET PROPN PROPN NOUN NOUN SCONJ PRON AUX ADP DET NOUN NOUN PUNCT 
18270,-inf,-inf,DET NOUN VERB PUNCT PROPN PROPN PROPN PUNCT CCONJ VERB ADP DET ADJ PROPN PROPN PUNCT DET ADJ NOUN PUNCT PRON AUX ADV VERB DET NOUN PART VERB DET NOUN PUNCT AUX VERB ADP NOUN ADP PROPN DET NOUN ADP DET PROPN ADP DET PUNCT PROPN PROPN PROPN CCONJ PROPN PUNCT NOUN PUNCT ADP ADJ NOUN PUNCT VERB VERB ADP PROPN PROPN CCONJ ADJ NOUN PUNCT VERB DET NOUN CCONJ VERB DET NOUN NOUN ADP NUM NUM PROPN PUNCT ADV SYM NUM PUNCT DET ADJ NOUN ADP DET NOUN ADV DET ADJ NOUN ADP DET NOUN VERB ADP SYM NUM DET NOUN PUNCT PUNCT 
18271,-23.39018699681057,-28.43756066418673,PRON VERB ADP PROPN PART ADJ NOUN CCONJ ADJ NOUN PUNCT PRON ADV VERB ADP DET NOUN ADP PROPN PUNCT 
18272,-4.686750172980514,-inf,VERB ADV CCONJ DET VERB PRON PUNCT 
18273,-20.738598505665482,-21.12833031835371,ADJ NOUN ADP NOUN ADV VERB DET ADJ NOUN NOUN VERB DET NOUN PART NOUN PUNCT 
18274,-26.604122618745247,-inf,ADP DET VERB NOUN PUNCT DET NOUN PUNCT PRON AUX DET NOUN DET VERB VERB DET NOUN ADP DET NOUN ADP NOUN PUNCT 
18275,-64.34443527510865,-inf,SCONJ DET NOUN ADP PROPN VERB PRON ADP DET PROPN NOUN PUNCT DET NOUN VERB ADP ADP DET NOUN ADP DET NOUN ADP DET PROPN NOUN ADP PROPN PUNCT VERB ADV ADV NUM NOUN ADJ CCONJ ADP NUM NOUN VERB PUNCT 
18276,-inf,-inf,SCONJ PROPN PROPN PROPN AUX DET NOUN VERB PROPN PUNCT PRON VERB AUX VERB SCONJ SCONJ VERB ADJ PUNCT DET NOUN NOUN VERB AUX PRON PRON VERB ADV PUNCT ADV CCONJ AUX DET ADJ NOUN ADP NOUN PUNCT ADP NOUN PUNCT PRON VERB VERB ADP ADJ DET ADJ NOUN SCONJ PART ADJ NOUN ADP NOUN PUNCT 
18277,-67.47611818789747,-inf,DET NOUN NOUN NOUN DET VERB ADP PART AUX DET ADJ NOUN ADP DET NOUN AUX PRON VERB DET NOUN ADP DET ADJ NOUN PUNCT CCONJ ADV ADJ NOUN VERB ADP ADJ ADJ NOUN PART VERB ADJ SCONJ DET ADJ PROPN NOUN PUNCT 
18278,-32.39571591715668,-inf,PUNCT PRON VERB DET AUX ADV DET ADJ NOUN PRON AUX DET VERB ADP PROPN PUNCT NOUN NOUN PUNCT PUNCT 
18279,-inf,-inf,NOUN ADP DET NUM NOUN VERB SCONJ NOUN ADP ADJ PROPN PART ADV PUNCT PROPN PROPN NOUN PROPN PROPN PUNCT 
18280,-inf,-inf,DET VERB PUNCT ADJ PROPN VERB SCONJ DET ADJ ADJ NOUN ADP DET NOUN ADP NOUN ADP NOUN VERB VERB DET ADJ ADJ NOUN ADP DET NOUN ADV SCONJ PRON ADV PUNCT VERB ADP DET NOUN PUNCT PART VERB VERB NUM NOUN PUNCT 
18281,-33.710376471604384,-inf,ADJ NOUN PUNCT AUX ADV AUX VERB ADP NOUN PUNCT CCONJ ADV NOUN CCONJ NOUN ADP NOUN ADV VERB NOUN ADP DET ADJ NOUN PUNCT 
18282,-23.41215788835971,-inf,ADV PUNCT PRON VERB VERB DET NOUN NOUN CCONJ VERB DET NOUN ADP DET ADJ NOUN CCONJ ADJ ADJ NOUN PUNCT 
18283,-16.472707477406214,-inf,DET AUX PART VERB DET NOUN PRON AUX VERB CCONJ VERB DET ADJ NOUN PUNCT 
18284,-24.82971692656814,-inf,DET PROPN PROPN PROPN VERB SCONJ PROPN PROPN AUX PART VERB PART AUX ADJ ADP VERB DET NOUN PUNCT 
18285,-21.209265208224288,-inf,PROPN AUX VERB PROPN PROPN ADP DET PROPN PROPN ADP DET NOUN PART VERB PRON ADP DET ADJ NOUN PUNCT 
18286,-inf,-inf,PROPN ADP PROPN VERB PUNCT PUNCT DET PUNCT DET ADJ NOUN PUNCT AUX AUX ADP DET ADV ADJ CCONJ VERB NOUN ADP ADJ NOUN PUNCT PUNCT 
18287,-inf,-inf,ADP NOUN ADP PROPN PART NOUN PUNCT PROPN PROPN VERB DET ADJ NOUN PUNCT SCONJ PRON AUX DET ADJ NOUN ADP DET NOUN PUNCT CCONJ PRON AUX PART VERB PART VERB PRON PUNCT SCONJ PRON VERB PRON AUX DET NOUN ADP PRON CCONJ DET ADJ ADJ NOUN CCONJ PRON AUX VERB SCONJ ADP DET NUM NUM NOUN DET AUX VERB ADP DET NUM NOUN PRON VERB ADP PROPN PUNCT 
18288,-12.120697746960822,-inf,ADJ NOUN AUX ADJ VERB NOUN ADP NUM PUNCT 
18289,-30.910124774355793,-inf,CCONJ PRON AUX ADV NOUN SCONJ ADJ NOUN CCONJ NOUN AUX ADV VERB DET NOUN ADP NOUN CCONJ ADJ NOUN ADP DET NOUN PUNCT 
18290,-3.798630318073055,-inf,ADV PUNCT ADV AUX DET NOUN VERB PUNCT 
18291,-21.081793197402085,-inf,PROPN VERB ADP VERB DET NOUN CCONJ NOUN PUNCT VERB NOUN PUNCT CCONJ VERB PROPN PUNCT 
18292,-inf,-inf,DET NOUN ADP PROPN PROPN PROPN ADP PROPN AUX NOUN PRON AUX ADV ADP ADP DET NOUN PUNCT 
18293,-2.1673934453876917,-1.8920048842191108,PUNCT PUNCT DET ADJ NOUN VERB PUNCT 
18294,-65.29016063985428,-inf,ADV PRON VERB SCONJ NUM NOUN NOUN PUNCT SCONJ PRON VERB PART AUX PRON ADP PROPN PUNCT PRON AUX SCONJ ADP NOUN ADV DET NOUN PUNCT CCONJ PUNCT NOUN NOUN VERB SCONJ ADP NOUN PUNCT PUNCT 
18295,-14.353626198036993,-21.522820661044378,PROPN PUNCT DET NOUN ADP DET PROPN NOUN CCONJ NOUN PUNCT ADJ PROPN 
18296,-inf,-inf,NUM ADJ NOUN PUNCT PROPN PROPN PROPN PROPN PUNCT PRON AUX ADV VERB ADP VERB PUNCT DET ADJ PROPN PUNCT PUNCT ADV VERB PROPN ADP NOUN PUNCT CCONJ VERB ADP DET NOUN PUNCT AUX PROPN PUNCT PROPN DET NOUN ADP VERB ADP NOUN X PUNCT 
18297,-57.954215244648374,-inf,ADV PRON ADV VERB PROPN PROPN VERB ADP NOUN SCONJ PRON AUX VERB ADP DET NOUN PART VERB PUNCT PRON VERB PRON PUNCT PUNCT DET NOUN ADP NOUN NOUN AUX DET PUNCT PUNCT 
18298,-1.684339220607218,-1.878373942064826,PROPN NOUN VERB PROPN PUNCT 
18299,-1.7409002888160936,-1.3639886036055924,PROPN PROPN PROPN PROPN PUNCT NOUN 
18300,-37.00512164270588,-inf,DET NOUN VERB ADV NOUN ADP NOUN VERB ADP NOUN NOUN CCONJ VERB ADJ NOUN CCONJ NOUN PUNCT ADV ADV SCONJ ADJ NOUN CCONJ ADJ NOUN PUNCT 
18301,-inf,-inf,SCONJ NOUN ADP DET NOUN PUNCT PROPN CCONJ PROPN PROPN PUNCT PROPN PROPN PROPN VERB SCONJ ADJ VERB AUX VERB PART VERB DET ADJ PROPN SYM PROPN NOUN PUNCT ADV ADV SCONJ NOUN CCONJ NOUN PUNCT PROPN PUNCT PUNCT 
18302,-inf,-inf,PUNCT PUNCT DET NOUN DET NOUN PRON ADV VERB VERB NUM ADP PROPN ADP DET ADJ NOUN ADP ADJ NOUN PUNCT ADP PROPN PUNCT 
18303,-inf,-inf,ADV VERB NUM NOUN PRON VERB VERB ADP ADV PRON VERB VERB DET NOUN NOUN PUNCT 
18304,-1.9102684577293874,-1.5977294231692003,NOUN ADV VERB ADP PROPN PUNCT 
18305,-2.3752816830660377,-inf,DET NOUN AUX VERB ADP DET NOUN PUNCT 
18306,-16.331439392959037,-inf,PRON AUX ADV ADJ ADP DET ADJ ADJ NOUN PRON ADV VERB PRON PUNCT 
18307,-41.295785174657645,-inf,NOUN SCONJ NOUN ADP DET NOUN AUX VERB ADP NOUN ADP NOUN CCONJ PRON AUX VERB SCONJ PRON VERB VERB NUM NUM NOUN ADP DET NOUN ADP NOUN NOUN PUNCT 
18308,-inf,-inf,PROPN PROPN PROPN CCONJ VERB ADP PROPN ADV VERB DET NOUN PUNCT SCONJ PROPN PUNCT ADP PUNCT NOUN PUNCT VERB PUNCT 
18309,-8.42155496635796,-inf,DET NOUN ADV AUX ADP DET PROPN NOUN PUNCT 
18310,-65.44487887282145,-inf,SCONJ DET NOUN AUX ADV ADJ CCONJ ADJ PART VERB ADP ADP DET NOUN PUNCT PART DET NOUN VERB ADV VERB DET NOUN PART VERB ADV CCONJ VERB CCONJ VERB NOUN CCONJ VERB DET NOUN PART VERB DET ADJ NOUN NOUN PUNCT 
18311,-inf,-inf,ADP ADJ NOUN ADJ NOUN NOUN AUX AUX VERB NOUN PUNCT NOUN PUNCT NOUN CCONJ NOUN PUNCT VERB DET NOUN ADP DET NOUN PART PROPN PROPN ADP PROPN PUNCT PROPN PUNCT PART VERB VERB NOUN PROPN PROPN PART NOUN PROPN PROPN PROPN PUNCT PROPN PART PROPN PUNCT ADP NOUN PUNCT 
18312,-15.413468071960299,-inf,PRON AUX DET NOUN SCONJ NOUN AUX ADJ ADP DET NOUN PART NOUN PUNCT 
18313,-41.23861611999411,-inf,DET NOUN AUX ADV ADJ CCONJ ADP DET ADJ NOUN ADP NOUN PUNCT PRON AUX AUX ADJ PART VERB ADJ ADJ NOUN CCONJ DET NOUN ADP PROPN PROPN PUNCT 
18314,-53.32975395841084,-inf,PROPN PROPN PROPN PROPN PROPN VERB PUNCT PROPN PUNCT SCONJ DET NOUN ADP ADJ NOUN NOUN PROPN AUX VERB PART VERB SCONJ PROPN PROPN VERB DET NOUN ADP VERB PART VERB DET ADJ NOUN PUNCT 
18315,-42.132040248932654,-inf,NOUN PUNCT NOUN PUNCT NOUN PUNCT VERB NOUN PUNCT NOUN PUNCT NOUN PUNCT NOUN ADV ADV SCONJ NOUN ADP ADJ NOUN NOUN AUX DET VERB ADV PUNCT 
18316,-86.81709439665391,-inf,DET NOUN AUX PART VERB PART VERB ADP ADP NUM ADP DET ADJ ADJ NOUN AUX NOUN NOUN VERB VERB DET NOUN ADP PRON PRON VERB VERB NOUN ADP PUNCT ADV ADJ NOUN NOUN VERB AUX ADJ ADP NOUN CCONJ VERB ADJ NOUN ADP NOUN NOUN PUNCT 
18317,-inf,-inf,VERB DET ADJ ADJ ADJ NOUN ADP ADV NUM SYM PUNCT DET NOUN PUNCT DET NOUN PUNCT DET NOUN PUNCT DET NOUN NOUN PUNCT ADV NUM SYM 
18318,-36.98685854042191,-inf,NOUN CCONJ ADJ NOUN NOUN VERB AUX VERB PART VERB ADJ NOUN PUNCT DET ADJ NOUN ADP DET NOUN CCONJ DET AUX ADV VERB ADP PROPN PUNCT 
18319,-inf,-inf,ADP ADV PUNCT DET NOUN AUX ADV VERB PUNCT ADP DET AUX DET NOUN ADP DET ADJ ADJ NOUN PUNCT DET VERB SCONJ DET PUNCT NOUN ADP NOUN PUNCT ADP NOUN CCONJ NOUN ADP DET NOUN CCONJ ADJ NOUN ADP PROPN PROPN ADP DET ADJ ADJ NOUN PUNCT 
18320,-15.032918521982218,-inf,AUX PRON PART VERB PRON VERB VERB ADV VERB PUNCT 
18321,-71.29043733935596,-inf,CCONJ SCONJ PRON VERB ADP ADP NOUN PUNCT PRON VERB VERB PRON ADV PUNCT VERB DET NOUN PUNCT PRON VERB VERB ADJ NOUN ADV PRON VERB PUNCT CCONJ DET NOUN ADP ADJ NOUN VERB ADV AUX ADP PRON PUNCT ADV PUNCT 
18322,-18.688197405957517,-26.400765846199892,PROPN VERB ADP PROPN ADP PRON VERB NOUN NOUN ADP ADJ NOUN ADP DET NOUN PUNCT 
18323,-inf,-inf,ADJ PUNCT ADJ PROPN VERB NOUN AUX VERB DET NOUN PUNCT CCONJ PROPN PUNCT DET ADJ NOUN PUNCT VERB PUNCT 
18324,-4.339282621182745,-inf,ADV AUX NUM ADP DET NOUN ADP PROPN PUNCT 
18325,-31.16630648355861,-inf,PROPN PROPN ADV PROPN PROPN AUX PART VERB SCONJ PROPN AUX DET ADJ ADJ NOUN ADP NOUN PART VERB ADP DET ADJ NOUN PUNCT 
18326,-102.13679341313522,-inf,SCONJ PRON VERB NOUN ADP DET NOUN PUNCT VERB DET ADJ NOUN CCONJ ADJ ADJ NOUN DET VERB PRON ADV ADJ ADP PRON PART VERB DET ADJ NOUN CCONJ PRON VERB PART VERB DET NOUN ADP DET ADJ CCONJ PRON VERB ADP VERB DET NOUN PART VERB PRON ADP NOUN SCONJ NOUN PUNCT ADV PRON AUX PRON SCONJ DET ADJ NOUN PUNCT 
18327,-90.61310502350346,-inf,PROPN NUM PUNCT NUM PUNCT PROPN PUNCT PUNCT PROPN AUX VERB PROPN ADP NOUN DET VERB PROPN PROPN NOUN PROPN PROPN PUNCT PROPN VERB PART VERB PROPN ADP PRON VERB PRON ADP DET PROPN PROPN NOUN NOUN PUNCT DET NOUN PROPN PROPN PUNCT PROPN VERB ADP PROPN PUNCT 
18328,-28.09576194138265,-inf,PROPN PUNCT VERB NOUN ADP PROPN PUNCT AUX VERB DET PUNCT NOUN NUM PUNCT ADP DET NOUN NOUN PUNCT 
18329,-4.4469699129438895,-10.880336988659689,PROPN VERB ADP PROPN CCONJ PROPN PUNCT ADJ PROPN 
18330,-inf,-inf,ADV PRON VERB VERB ADP PROPN PROPN PUNCT PROPN PUNCT PUNCT PROPN PROPN PUNCT PROPN PUNCT PUNCT PROPN PROPN PUNCT PROPN PUNCT PUNCT PROPN PROPN SYM PROPN PUNCT PROPN PUNCT PUNCT CCONJ DET NOUN PART AUX VERB ADP PROPN PUNCT 
18331,0.0,0.0,PROPN VERB PUNCT 
18332,-inf,-inf,ADP DET NOUN AUX DET NOUN DET ADV VERB DET ADJ NOUN DET PUNCT DET ADJ VERB PUNCT AUX PART VERB DET ADJ NOUN PUNCT 
18333,-3.153387700457752,-inf,DET DET AUX PART DET ADJ NOUN PUNCT 
18334,-inf,-inf,PROPN PUNCT DET ADJ NOUN ADP PROPN PUNCT ADV AUX ADV VERB ADP NOUN ADP DET NOUN PUNCT 
18335,-6.471747314630354,-inf,ADV AUX DET ADP PROPN PART ADJ NOUN PUNCT 
