,incorrect_trigram_poss,error_type,count
1069,VERB ADP PRON,M,1
1070,VERB ADP PRON,MA,1
1071,VERB ADP PRON,MP,1
338,ADV ADP PROPN,MV,1
1073,VERB ADP PRON,MV,1
1074,VERB ADP PRON,R,1
337,ADV ADP PRON,W,1
335,ADV ADP PRON,S,1
1078,VERB ADP PRON,UV,1
1079,VERB ADP PRON,W,1
1080,VERB ADP PROPN,DV,1
333,ADV ADP PRON,RP,1
1083,VERB ADP PROPN,MA,1
332,ADV ADP PRON,RJ,1
1085,VERB ADP PROPN,TV,1
978,VERB ADJ NOUN,AGV,1
975,VERB ADJ CCONJ,TV,1
449,ADV PUNCT ADP,FJ,1
886,PUNCT ADP PRON,M,1
871,PROPN VERB PART,RP,1
428,ADV PRON ADV,MP,1
426,ADV PART VERB,W,1
875,PUNCT ADJ NOUN,MC,1
876,PUNCT ADJ NOUN,MT,1
877,PUNCT ADJ PUNCT,MY,1
424,ADV PART VERB,UC,1
423,ADV PART VERB,S,1
422,ADV PART VERB,RY,1
421,ADV PART VERB,R,1
882,PUNCT ADP DET,R,1
883,PUNCT ADP DET,RP,1
420,ADV PART VERB,MA,1
419,ADV PART VERB,DV,1
887,PUNCT ADP PRON,MC,1
429,ADV PRON PART,U,1
417,ADV NOUN _,DJ,1
889,PUNCT ADV ADP,M,1
890,PUNCT ADV ADP,MV,1
891,PUNCT ADV ADV,MP,1
892,PUNCT ADV ADV,MV,1
893,PUNCT ADV ADV,R,1
894,PUNCT ADV ADV,RP,1
895,PUNCT ADV DET,M,1
896,PUNCT ADV PRON,M,1
416,ADV NOUN VERB,RY,1
898,PUNCT ADV PRON,MJ,1
415,ADV NOUN VERB,RJ,1
901,PUNCT ADV PUNCT,MC,1
412,ADV NOUN VERB,MA,1
870,PROPN VERB NOUN,W,1
430,ADV PRON PUNCT,R,1
974,VERB ADJ CCONJ,RV,1
849,PROPN PUNCT PRON,UN,1
448,ADV PUNCT ADJ,S,1
1,ADJ ADJ ADP,S,1
447,ADV PROPN PROPN,MA,1
835,PROPN PUNCT ADV,MT,1
446,ADV PROPN NOUN,IJ,1
837,PROPN PUNCT CCONJ,MD,1
445,ADV PROPN ADV,R,1
839,PROPN PUNCT CCONJ,S,1
443,ADV PRON VERB,UY,1
842,PROPN PUNCT INTJ,RP,1
843,PROPN PUNCT NOUN,SX,1
844,PROPN PUNCT PRON,DY,1
845,PROPN PUNCT PRON,FN,1
847,PROPN PUNCT PRON,R,1
850,PROPN PUNCT PROPN,S,1
867,PROPN VERB DET,W,1
851,PROPN PUNCT PUNCT,AGN,1
852,PROPN PUNCT PUNCT,RP,1
853,PROPN PUNCT VERB,DN,1
854,PROPN PUNCT VERB,MP,1
855,PROPN PUNCT VERB,RP,1
856,PROPN PUNCT VERB,S,1
857,PROPN PUNCT _,MC,1
858,PROPN PUNCT _,MT,1
436,ADV PRON VERB,MV,1
860,PROPN PUNCT _,UN,1
435,ADV PRON VERB,MT,1
862,PROPN VERB ADP,MT,1
863,PROPN VERB ADP,S,1
864,PROPN VERB DET,MP,1
411,ADV NOUN PUNCT,X,1
904,PUNCT ADV VERB,MY,1
905,PUNCT CCONJ ADP,M,1
399,ADV NOUN ADJ,X,1
941,PUNCT VERB ADP,DJ,1
942,PUNCT VERB ADP,MT,1
943,PUNCT VERB ADP,U,1
944,PUNCT VERB DET,RP,1
945,PUNCT VERB NOUN,MY,1
946,PUNCT VERB PRON,MP,1
947,PUNCT VERB PRON,MT,1
948,PUNCT VERB PRON,RP,1
949,PUNCT VERB PRON,RV,1
950,PUNCT VERB PUNCT,M,1
951,PUNCT VERB VERB,MN,1
952,PUNCT X PROPN,M,1
953,PUNCT X PUNCT,MN,1
955,PUNCT _ _,MA,1
957,PUNCT _ _,MT,1
906,PUNCT CCONJ ADP,MY,1
959,SYM NUM ADV,MT,1
960,VERB ADJ ADJ,RV,1
961,VERB ADJ ADP,AS,1
962,VERB ADJ ADP,DV,1
963,VERB ADJ ADP,FV,1
397,ADV DET PROPN,R,1
396,ADV DET NOUN,UJ,1
394,ADV DET NOUN,RY,1
968,VERB ADJ ADP,UV,1
969,VERB ADJ ADV,FV,1
970,VERB ADJ ADV,R,1
971,VERB ADJ ADV,RV,1
972,VERB ADJ CCONJ,FV,1
973,VERB ADJ CCONJ,MA,1
401,ADV NOUN ADP,MP,1
939,PUNCT PUNCT ADP,M,1
938,PUNCT PROPN PUNCT,R,1
937,PUNCT PROPN PROPN,MY,1
907,PUNCT CCONJ ADV,MA,1
410,ADV NOUN PUNCT,UY,1
409,ADV NOUN PUNCT,SX,1
408,ADV NOUN PUNCT,RP,1
911,PUNCT DET NOUN,M,1
912,PUNCT DET NOUN,MN,1
913,PUNCT DET NOUN,MT,1
914,PUNCT DET NOUN,UC,1
915,PUNCT DET PUNCT,MA,1
916,PUNCT DET PUNCT,MT,1
407,ADV NOUN PUNCT,DJ,1
918,PUNCT DET VERB,RA,1
919,PUNCT DET VERB,RP,1
920,PUNCT NOUN ADP,MV,1
921,PUNCT NOUN NOUN,MD,1
922,PUNCT NOUN PART,UP,1
406,ADV NOUN PRON,RP,1
924,PUNCT NOUN PUNCT,UP,1
925,PUNCT NOUN VERB,MA,1
926,PUNCT PRON ADV,MY,1
927,PUNCT PRON PUNCT,MA,1
405,ADV NOUN NOUN,DJ,1
929,PUNCT PRON VERB,MA,1
404,ADV NOUN CCONJ,MP,1
403,ADV NOUN ADP,RJ,1
933,PUNCT PRON VERB,MV,1
934,PUNCT PRON VERB,MY,1
935,PUNCT PRON VERB,RA,1
936,PUNCT PRON VERB,RP,1
0,ADJ ADJ ADP,DY,1
