,incorrect_trigram_poss,correct_trigram_poss,count
79,ADJ NOUN ADP,PART ADJ NOUN,1
76,ADJ NOUN ADP,NOUN ADP PROPN,1
93,ADJ NOUN CCONJ,DET NOUN CCONJ,1
75,ADJ NOUN ADP,NOUN ADP NOUN,1
74,ADJ NOUN ADP,NOUN ADP DET,1
73,ADJ NOUN ADP,DET NOUN ADP,1
71,ADJ NOUN ADP,ADP ADJ NOUN,1
68,ADJ NOUN ADJ,VERB ADJ PUNCT,1
67,ADJ NOUN ADJ,PART VERB ADJ,1
65,ADJ INTJ PUNCT,INTJ PUNCT PUNCT,1
91,ADJ NOUN CCONJ,ADV ADJ NOUN,1
94,ADJ NOUN CCONJ,NOUN CCONJ NOUN,1
63,ADJ DET VERB,NOUN DET VERB,1
106,ADJ NOUN NOUN,NOUN ADP DET,1
115,ADJ NOUN PROPN,ADJ NOUN PROPN,1
114,ADJ NOUN PRON,DET ADJ NOUN,1
113,ADJ NOUN PRON,ADV VERB ADJ,1
112,ADJ NOUN PRON,ADV ADJ NOUN,1
110,ADJ NOUN PART,NOUN NOUN PART,1
108,ADJ NOUN NOUN,NOUN NOUN NOUN,1
107,ADJ NOUN NOUN,NOUN NOUN ADJ,1
105,ADJ NOUN NOUN,DET NOUN ADP,1
95,ADJ NOUN CCONJ,NOUN CCONJ VERB,1
104,ADJ NOUN NOUN,DET ADJ NOUN,1
102,ADJ NOUN DET,NOUN DET VERB,1
101,ADJ NOUN DET,NOUN DET PRON,1
100,ADJ NOUN DET,NOUN ADP ADJ,1
99,ADJ NOUN DET,DET ADJ NOUN,1
98,ADJ NOUN DET,ADP ADJ NOUN,1
96,ADJ NOUN CCONJ,NOUN NOUN CCONJ,1
64,ADJ INTJ ADP,NOUN ADP DET,1
62,ADJ DET PRON,NOUN ADP PRON,1
119,ADJ NOUN PUNCT,ADJ PUNCT _,1
20,ADJ ADP NOUN,NOUN ADP NOUN,1
28,ADJ ADP PRON,PRON VERB ADJ,1
27,ADJ ADP PRON,PRON ADJ ADP,1
26,ADJ ADP PRON,NOUN ADP PRON,1
25,ADJ ADP PRON,ADJ NOUN ADP,1
23,ADJ ADP NUM,ADP DET NOUN,1
22,ADJ ADP NUM,ADJ ADP NUM,1
21,ADJ ADP NOUN,PUNCT VERB ADP,1
19,ADJ ADP NOUN,ADV ADP NOUN,1
31,ADJ ADP PUNCT,ADJ ADP PUNCT,1
16,ADJ ADP DET,PRON VERB ADJ,1
14,ADJ ADP DET,ADP DET NOUN,1
10,ADJ ADP ADJ,PUNCT ADJ ADP,1
9,ADJ ADP ADJ,NOUN ADP ADJ,1
8,ADJ ADJ PUNCT,ADV VERB PUNCT,1
7,ADJ ADJ NOUN,PUNCT ADJ ADJ,1
3,ADJ ADJ NOUN,ADJ ADJ NOUN,1
29,ADJ ADP PRON,VERB ADJ ADP,1
34,ADJ ADV ADJ,NOUN ADV ADJ,1
61,ADJ DET NOUN,VERB DET NOUN,1
49,ADJ CCONJ NOUN,ADJ CCONJ NOUN,1
60,ADJ DET NOUN,DET NOUN ADV,1
58,ADJ DET NOUN,ADJ DET NOUN,1
57,ADJ DET ADV,ADJ DET ADV,1
55,ADJ CCONJ VERB,NOUN CCONJ VERB,1
53,ADJ CCONJ PUNCT,ADV CCONJ PUNCT,1
52,ADJ CCONJ PRON,ADV ADJ CCONJ,1
50,ADJ CCONJ NOUN,NOUN CCONJ NOUN,1
48,ADJ CCONJ NOUN,ADJ CCONJ ADJ,1
35,ADJ ADV ADV,ADJ ADV ADV,1
46,ADJ CCONJ ADV,DET NOUN ADV,1
45,ADJ CCONJ ADV,ADV NOUN CCONJ,1
44,ADJ CCONJ ADV,ADV CCONJ ADV,1
43,ADJ CCONJ ADV,ADV ADJ CCONJ,1
39,ADJ ADV VERB,NOUN ADV VERB,1
38,ADJ ADV PUNCT,VERB ADV PUNCT,1
37,ADJ ADV PUNCT,ADJ ADV PUNCT,1
116,ADJ NOUN PROPN,NOUN PROPN VERB,1
121,ADJ NOUN PUNCT,ADP DET ADJ,1
239,ADV ADJ PUNCT,ADJ PUNCT _,1
204,ADJ VERB PUNCT,ADJ VERB PUNCT,1
213,ADV ADJ ADP,PUNCT ADV ADJ,1
211,ADV ADJ ADP,ADV ADP NOUN,1
210,ADV ADJ ADP,ADV ADJ ADP,1
209,ADV ADJ ADP,ADP ADJ NOUN,1
208,ADV ADJ ADP,ADJ ADP DET,1
207,ADJ _ _,ADV _ _,1
206,ADJ VERB VERB,NOUN VERB VERB,1
203,ADJ VERB PRON,NOUN VERB PRON,1
216,ADV ADJ ADV,ADV ADV ADJ,1
202,ADJ VERB PRON,ADV VERB PRON,1
201,ADJ VERB PART,ADJ VERB PART,1
200,ADJ VERB NOUN,ADV PUNCT ADJ,1
199,ADJ VERB DET,VERB VERB DET,1
198,ADJ VERB ADV,VERB VERB ADV,1
197,ADJ VERB ADP,VERB ADV ADP,1
196,ADJ VERB ADP,VERB ADP PROPN,1
215,ADV ADJ ADV,ADV ADJ ADV,1
217,ADV ADJ CCONJ,ADJ CCONJ PRON,1
194,ADJ VERB ADP,ADJ VERB ADP,1
230,ADV ADJ PART,ADV ADJ PART,1
238,ADV ADJ PUNCT,ADJ PUNCT PUNCT,1
236,ADV ADJ PUNCT,ADJ PUNCT ADP,1
235,ADV ADJ PRON,PRON VERB ADV,1
234,ADV ADJ PRON,PART ADV ADJ,1
233,ADV ADJ PRON,DET ADV ADJ,1
232,ADV ADJ PRON,ADJ PRON VERB,1
231,ADV ADJ PART,PRON VERB ADJ,1
229,ADV ADJ PART,ADJ NOUN PART,1
218,ADV ADJ CCONJ,ADV ADJ CCONJ,1
228,ADV ADJ PART,ADJ ADV PART,1
225,ADV ADJ NOUN,DET ADJ NOUN,1
224,ADV ADJ NOUN,ADV VERB ADV,1
223,ADV ADJ NOUN,ADV PUNCT VERB,1
221,ADV ADJ NOUN,ADJ NOUN PUNCT,1
220,ADV ADJ NOUN,ADJ NOUN DET,1
219,ADV ADJ DET,DET ADJ NOUN,1
195,ADJ VERB ADP,VERB ADP DET,1
192,ADJ PUNCT _,VERB ADJ PUNCT,1
122,ADJ NOUN PUNCT,ADV ADJ NOUN,1
141,ADJ NOUN VERB,NOUN VERB ADV,1
158,ADJ PROPN PUNCT,VERB PROPN PUNCT,1
157,ADJ PROPN PUNCT,ADJ PROPN PUNCT,1
156,ADJ PROPN NOUN,PROPN PROPN NOUN,1
152,ADJ PART VERB,VERB ADJ PART,1
151,ADJ PART VERB,PRON ADJ PART,1
147,ADJ PART NOUN,VERB PART VERB,1
146,ADJ NUM PROPN,NUM PROPN PUNCT,1
139,ADJ NOUN VERB,NOUN NOUN VERB,1
161,ADJ PUNCT ADJ,PART ADJ PUNCT,1
136,ADJ NOUN PUNCT,VERB PUNCT _,1
134,ADJ NOUN PUNCT,PRON VERB ADJ,1
133,ADJ NOUN PUNCT,PRON ADJ NOUN,1
132,ADJ NOUN PUNCT,NOUN PUNCT _,1
131,ADJ NOUN PUNCT,NOUN PUNCT PUNCT,1
129,ADJ NOUN PUNCT,NOUN PUNCT NOUN,1
128,ADJ NOUN PUNCT,NOUN PUNCT ADP,1
160,ADJ PUNCT ADJ,DET ADJ PUNCT,1
163,ADJ PUNCT ADP,ADV PUNCT ADP,1
191,ADJ PUNCT _,PART PUNCT _,1
178,ADJ PUNCT PRON,ADV PUNCT PRON,1
189,ADJ PUNCT _,DET VERB VERB,1
187,ADJ PUNCT _,ADP ADJ PUNCT,1
185,ADJ PUNCT X,ADJ PUNCT X,1
184,ADJ PUNCT VERB,DET PUNCT VERB,1
183,ADJ PUNCT VERB,ADJ PUNCT VERB,1
181,ADJ PUNCT PROPN,ADV PUNCT PROPN,1
179,ADJ PUNCT PRON,NOUN PUNCT PRON,1
176,ADJ PUNCT PRON,ADJ PRON PUNCT,1
164,ADJ PUNCT ADP,VERB PUNCT ADP,1
175,ADJ PUNCT NUM,ADJ PUNCT NUM,1
174,ADJ PUNCT NOUN,DET ADJ PUNCT,1
172,ADJ PUNCT DET,NOUN PUNCT DET,1
171,ADJ PUNCT DET,ADV PUNCT DET,1
169,ADJ PUNCT CCONJ,PRON PUNCT CCONJ,1
168,ADJ PUNCT CCONJ,NOUN PUNCT CCONJ,1
166,ADJ PUNCT ADV,NOUN PUNCT ADV,1
473,ADV VERB PRON,CCONJ ADV VERB,1
478,ADV VERB PRON,VERB PRON ADP,1
892,PUNCT PRON VERB,NOUN PUNCT PRON,1
736,PROPN DET DET,ADP DET DET,1
744,PROPN NOUN CCONJ,NOUN CCONJ ADP,1
743,PROPN NOUN ADP,NOUN PROPN ADP,1
741,PROPN DET VERB,NOUN DET VERB,1
740,PROPN DET PROPN,VERB DET PROPN,1
739,PROPN DET NUM,NOUN PROPN DET,1
738,PROPN DET NOUN,PROPN DET NOUN,1
737,PROPN DET NOUN,ADV DET NOUN,1
735,PROPN CCONJ VERB,VERB CCONJ VERB,1
746,PROPN NOUN CCONJ,PROPN PART NOUN,1
734,PROPN CCONJ VERB,NOUN CCONJ VERB,1
733,PROPN CCONJ PROPN,PROPN CCONJ PROPN,1
732,PROPN CCONJ PROPN,NOUN CCONJ PROPN,1
731,PROPN CCONJ PRON,PROPN CCONJ PRON,1
730,PROPN CCONJ PRON,NOUN CCONJ PRON,1
729,PROPN CCONJ NOUN,NOUN CCONJ NOUN,1
728,PROPN CCONJ DET,PROPN CCONJ DET,1
745,PROPN NOUN CCONJ,NOUN NOUN CCONJ,1
747,PROPN NOUN DET,ADJ NOUN DET,1
726,PROPN ADV VERB,DET ADV VERB,1
757,PROPN PART CCONJ,PROPN CCONJ PROPN,1
1,ADJ ADJ ADP,ADV ADJ ADP,1
764,PROPN PRON VERB,DET PRON VERB,1
763,PROPN PRON VERB,ADV PRON VERB,1
762,PROPN PART PUNCT,NOUN PUNCT NOUN,1
761,PROPN PART PROPN,PROPN PROPN PUNCT,1
759,PROPN PART NOUN,PROPN PART NOUN,1
758,PROPN PART NOUN,PROPN NOUN PUNCT,1
756,PROPN NOUN VERB,ADP NOUN VERB,1
748,PROPN NOUN DET,PROPN NOUN DET,1
755,PROPN NOUN PUNCT,VERB NOUN PUNCT,1
754,PROPN NOUN PUNCT,VERB ADV VERB,1
753,PROPN NOUN PUNCT,PROPN PART NOUN,1
752,PROPN NOUN PUNCT,PROPN NOUN PUNCT,1
751,PROPN NOUN PUNCT,ADJ NOUN PUNCT,1
750,PROPN NOUN NOUN,PROPN NOUN NOUN,1
749,PROPN NOUN NOUN,NOUN NOUN NOUN,1
727,PROPN CCONJ DET,NOUN CCONJ DET,1
725,PROPN ADV PUNCT,PROPN ADV PUNCT,1
769,PROPN PROPN CCONJ,ADP PROPN PROPN,1
692,PART VERB PUNCT,ADJ PUNCT _,1
699,PART VERB PUNCT,VERB PUNCT DET,1
698,PART VERB PUNCT,PART VERB PUNCT,1
697,PART VERB PUNCT,NOUN PUNCT VERB,1
696,PART VERB PUNCT,NOUN PUNCT NOUN,1
695,PART VERB PUNCT,NOUN PUNCT CCONJ,1
694,PART VERB PUNCT,ADV ADJ PUNCT,1
693,PART VERB PUNCT,ADP PART VERB,1
689,PART VERB PRON,VERB PRON ADP,1
701,PART VERB PUNCT,VERB PUNCT PRON,1
687,PART VERB PRON,PART VERB DET,1
686,PART VERB PRON,ADP PART VERB,1
684,PART VERB PART,PUNCT CCONJ ADV,1
683,PART VERB PART,ADV ADJ PART,1
681,PART VERB NOUN,VERB VERB CCONJ,1
680,PART VERB NOUN,VERB PART VERB,1
679,PART VERB NOUN,VERB NOUN _,1
700,PART VERB PUNCT,VERB PUNCT NOUN,1
703,PART VERB VERB,DET NOUN PART,1
724,PROPN ADV PRON,DET PROPN ADV,1
716,PROPN ADP PRON,NOUN ADP PRON,1
723,PROPN ADV ADV,PROPN ADV ADV,1
722,PROPN ADV ADV,DET PROPN ADV,1
721,PROPN ADV ADP,PROPN ADV ADP,1
720,PROPN ADV ADJ,PRON VERB ADV,1
719,PROPN ADP VERB,VERB PRON ADP,1
718,PROPN ADP PUNCT,ADP PROPN ADP,1
717,PROPN ADP PROPN,NOUN ADP PROPN,1
715,PROPN ADP PRON,ADP PROPN ADP,1
704,PART VERB VERB,NOUN PART VERB,1
714,PROPN ADP NOUN,NOUN ADP NOUN,1
712,PROPN ADP DET,PROPN ADP DET,1
710,PROPN ADP DET,ADP PROPN ADP,1
709,PROPN ADP ADP,PROPN ADP ADP,1
708,PROPN ADP ADP,NOUN ADP ADP,1
707,PROPN ADJ CCONJ,PROPN PART ADJ,1
706,PART VERB VERB,VERB VERB ADV,1
768,PROPN PROPN ADV,PROPN PROPN ADV,1
770,PROPN PROPN CCONJ,PROPN PROPN CCONJ,1
675,PART VERB NOUN,PUNCT PART VERB,1
854,PUNCT ADV PRON,ADP DET NOUN,1
864,PUNCT ADV VERB,PRON PUNCT ADV,1
863,PUNCT ADV VERB,PART PUNCT ADV,1
862,PUNCT ADV VERB,NOUN PUNCT ADV,1
860,PUNCT ADV PUNCT,ADV PUNCT ADV,1
859,PUNCT ADV PRON,PUNCT PRON VERB,1
856,PUNCT ADV PRON,PRON PUNCT ADV,1
855,PUNCT ADV PRON,NOUN PUNCT ADV,1
853,PUNCT ADV PRON,ADJ PUNCT ADV,1
866,PUNCT CCONJ ADP,PRON VERB PUNCT,1
852,PUNCT ADV DET,PUNCT ADV DET,1
851,PUNCT ADV ADV,VERB PUNCT ADV,1
850,PUNCT ADV ADV,PUNCT PUNCT ADV,1
849,PUNCT ADV ADV,PUNCT ADV PUNCT,1
848,PUNCT ADV ADV,PUNCT ADV ADV,1
847,PUNCT ADV ADP,PART VERB PUNCT,1
846,PUNCT ADV ADP,ADP DET NOUN,1
865,PUNCT CCONJ ADP,ADV PUNCT CCONJ,1
867,PUNCT CCONJ ADV,PRON PUNCT CCONJ,1
844,PUNCT ADP PRON,PART PUNCT ADP,1
881,PUNCT NOUN NOUN,DET PUNCT NOUN,1
891,PUNCT PRON VERB,DET NOUN PUNCT,1
889,PUNCT PRON VERB,ADP NOUN PUNCT,1
887,PUNCT PRON PUNCT,PRON PUNCT PRON,1
886,PUNCT PRON ADV,PART PUNCT PRON,1
885,PUNCT NOUN VERB,PRON PUNCT NOUN,1
883,PUNCT NOUN PUNCT,ADV ADP DET,1
882,PUNCT NOUN PART,NOUN VERB ADP,1
880,PUNCT NOUN ADP,VERB PUNCT NOUN,1
868,PUNCT CCONJ PRON,PART VERB PUNCT,1
877,PUNCT DET PUNCT,PRON PUNCT DET,1
876,PUNCT DET PUNCT,ADP PUNCT DET,1
875,PUNCT DET NOUN,NOUN PUNCT DET,1
874,PUNCT DET NOUN,CCONJ DET PUNCT,1
873,PUNCT DET NOUN,ADP PUNCT DET,1
872,PUNCT DET NOUN,ADP DET NOUN,1
870,PUNCT CCONJ PRON,VERB PUNCT CCONJ,1
845,PUNCT ADP PRON,X PUNCT ADP,1
843,PUNCT ADP PRON,ADV PUNCT ADP,1
772,PROPN PROPN NOUN,DET PROPN PROPN,1
790,PROPN PUNCT ADV,ADP PROPN PUNCT,1
804,PROPN PUNCT PRON,PUNCT PRON VERB,1
802,PROPN PUNCT PRON,NOUN PUNCT PRON,1
800,PROPN PUNCT NOUN,INTJ PUNCT VERB,1
799,PROPN PUNCT INTJ,PROPN PUNCT DET,1
797,PROPN PUNCT DET,NUM PUNCT DET,1
794,PROPN PUNCT CCONJ,PROPN PUNCT ADV,1
792,PROPN PUNCT CCONJ,DET PROPN PUNCT,1
786,PROPN PROPN _,PUNCT PROPN PROPN,1
807,PROPN PUNCT PUNCT,NOUN PUNCT PUNCT,1
783,PROPN PROPN PUNCT,PROPN PUNCT _,1
782,PROPN PROPN PUNCT,PROPN PUNCT PUNCT,1
781,PROPN PROPN PUNCT,PROPN PROPN PUNCT,1
780,PROPN PROPN PUNCT,PART VERB PROPN,1
777,PROPN PROPN PUNCT,ADJ PROPN PUNCT,1
776,PROPN PROPN PUNCT,ADJ NOUN PUNCT,1
773,PROPN PROPN NUM,PROPN PART PROPN,1
806,PROPN PUNCT PROPN,ADV PUNCT PROPN,1
808,PROPN PUNCT PUNCT,PROPN PUNCT PUNCT,1
842,PUNCT ADP PRON,ADP PUNCT ADP,1
823,PROPN VERB DET,PROPN VERB DET,1
841,PUNCT ADP NOUN,PUNCT VERB NOUN,1
835,PUNCT ADP DET,ADP VERB ADV,1
834,PUNCT ADP DET,ADP DET NOUN,1
833,PUNCT ADJ PUNCT,ADV PUNCT ADJ,1
828,PROPN VERB PART,NOUN VERB PART,1
825,PROPN VERB NOUN,NOUN PROPN VERB,1
824,PROPN VERB DET,PUNCT PROPN VERB,1
821,PROPN VERB DET,DET VERB DET,1
810,PROPN PUNCT VERB,PROPN PUNCT VERB,1
820,PROPN VERB DET,DET NOUN VERB,1
819,PROPN VERB ADP,ADP PROPN VERB,1
818,PROPN VERB ADP,ADJ VERB ADP,1
816,PROPN PUNCT _,PUNCT _ _,1
813,PROPN PUNCT _,CCONJ PROPN PUNCT,1
812,PROPN PUNCT _,ADP PROPN PUNCT,1
811,PROPN PUNCT VERB,PUNCT PROPN PUNCT,1
677,PART VERB NOUN,VERB NOUN DET,1
674,PART VERB NOUN,NOUN PART VERB,1
479,ADV VERB PRON,VERB PRON ADV,1
544,CCONJ PRON VERB,ADV CCONJ PRON,1
555,CCONJ PROPN PUNCT,CCONJ PROPN PUNCT,1
554,CCONJ PROPN PROPN,VERB CCONJ PROPN,1
551,CCONJ PRON VERB,PRON VERB PROPN,1
550,CCONJ PRON VERB,PRON VERB ADV,1
548,CCONJ PRON VERB,PART CCONJ PRON,1
547,CCONJ PRON VERB,DET PRON VERB,1
546,CCONJ PRON VERB,DET CCONJ PRON,1
542,CCONJ PRON VERB,ADP PRON CCONJ,1
557,CCONJ VERB DET,NOUN CCONJ VERB,1
541,CCONJ PRON VERB,ADP DET NOUN,1
540,CCONJ PRON NOUN,ADP CCONJ PRON,1
539,CCONJ PRON AUX,CCONJ PRON AUX,1
538,CCONJ PRON ADV,PUNCT CCONJ PRON,1
537,CCONJ PRON ADP,PUNCT CCONJ PRON,1
536,CCONJ PART VERB,PUNCT CCONJ PART,1
535,CCONJ PART VERB,ADP PART VERB,1
556,CCONJ PUNCT PRON,PUNCT CCONJ PUNCT,1
558,CCONJ VERB NOUN,ADP CCONJ VERB,1
533,CCONJ NOUN PUNCT,PUNCT CCONJ NOUN,1
568,INTJ DET NOUN,PUNCT INTJ PUNCT,1
576,INTJ PUNCT _,PUNCT INTJ PUNCT,1
575,INTJ PUNCT _,INTJ PUNCT _,1
574,INTJ PUNCT PROPN,PROPN PUNCT PROPN,1
573,INTJ PUNCT PRON,VERB PUNCT PRON,1
572,INTJ PROPN PUNCT,INTJ PROPN PUNCT,1
571,INTJ PRON VERB,PRON PRON VERB,1
569,INTJ NOUN VERB,ADV NOUN VERB,1
567,INTJ ADV PUNCT,DET ADV PUNCT,1
559,CCONJ VERB PART,VERB VERB PART,1
566,INTJ ADV ADV,ADV ADV ADV,1
565,INTJ ADP PRON,ADJ ADP PRON,1
564,INTJ ADP DET,ADJ ADP DET,1
563,CCONJ VERB VERB,ADV CCONJ VERB,1
562,CCONJ VERB PRON,PRON CCONJ VERB,1
561,CCONJ VERB PRON,ADV VERB PRON,1
560,CCONJ VERB PRON,ADP DET NOUN,1
534,CCONJ NOUN VERB,PUNCT CCONJ NOUN,1
532,CCONJ NOUN PUNCT,NOUN PUNCT NOUN,1
578,NUM ADP DET,DET ADJ NOUN,1
496,CCONJ ADJ NOUN,DET ADJ NOUN,1
505,CCONJ ADP PRON,VERB ADP PRON,1
503,CCONJ ADP PRON,ADV ADP PRON,1
502,CCONJ ADP PRON,ADP CCONJ ADP,1
501,CCONJ ADP DET,PUNCT CCONJ ADP,1
500,CCONJ ADP ADJ,ADP ADJ PUNCT,1
499,CCONJ ADJ PUNCT,PRON VERB DET,1
497,CCONJ ADJ NOUN,PUNCT ADJ NOUN,1
494,CCONJ ADJ ADP,CCONJ ADJ ADP,1
508,CCONJ ADV ADP,CCONJ ADV ADP,1
492,ADV VERB VERB,VERB VERB VERB,1
491,ADV VERB VERB,VERB VERB PUNCT,1
488,ADV VERB VERB,PRON VERB VERB,1
487,ADV VERB VERB,DET NOUN NOUN,1
485,ADV VERB PUNCT,VERB PRON VERB,1
483,ADV VERB PUNCT,PROPN PROPN ADV,1
480,ADV VERB PUNCT,ADV PUNCT VERB,1
506,CCONJ ADP SYM,ADV ADP SYM,1
509,CCONJ ADV CCONJ,ADV ADV CCONJ,1
530,CCONJ NOUN PRON,CCONJ NOUN PRON,1
519,CCONJ DET ADJ,PUNCT CCONJ DET,1
529,CCONJ NOUN NOUN,DET CCONJ NOUN,1
528,CCONJ NOUN CCONJ,NOUN CCONJ NOUN,1
526,CCONJ NOUN ADP,DET NOUN ADP,1
525,CCONJ DET VERB,NOUN CCONJ DET,1
524,CCONJ DET PUNCT,DET PUNCT DET,1
522,CCONJ DET NOUN,PART VERB CCONJ,1
521,CCONJ DET NOUN,DET NOUN ADP,1
518,CCONJ DET ADJ,CCONJ PRON NOUN,1
510,CCONJ ADV DET,ADP CCONJ ADV,1
517,CCONJ DET ADJ,CCONJ DET ADJ,1
516,CCONJ DET ADJ,ADP DET ADJ,1
515,CCONJ ADV VERB,ADP ADV VERB,1
514,CCONJ ADV PRON,PUNCT CCONJ ADV,1
513,CCONJ ADV PRON,ADP CCONJ ADV,1
512,CCONJ ADV PART,PRON CCONJ ADV,1
511,CCONJ ADV NOUN,NOUN CCONJ ADV,1
577,NUM ADJ NOUN,ADV NUM NOUN,1
579,NUM ADP DET,DET ADP DET,1
673,PART VERB DET,VERB VERB DET,1
634,PART PRON PRON,PART PRON PRON,1
641,PART VERB ADP,ADP DET NOUN,1
640,PART VERB ADP,ADP DET DET,1
639,PART VERB ADP,ADP ADP PART,1
638,PART VERB ADJ,VERB ADJ PUNCT,1
637,PART VERB ADJ,VERB ADJ ADP,1
636,PART VERB ADJ,ADJ CCONJ ADV,1
635,PART PUNCT PUNCT,PART PUNCT PUNCT,1
633,PART PRON NOUN,PRON ADV PRON,1
643,PART VERB ADP,ADP PRON VERB,1
632,PART PRON ADV,PRON PART ADV,1
631,PART PRON ADP,ADP PRON ADP,1
630,PART PART VERB,PART VERB PRON,1
629,PART PART VERB,PART VERB ADP,1
628,PART PART PRON,VERB PART PRON,1
627,PART NOUN VERB,NOUN VERB ADV,1
626,PART NOUN ADP,DET NOUN ADP,1
642,PART VERB ADP,ADP PRON PART,1
645,PART VERB ADP,PART VERB PART,1
624,PART DET NOUN,DET NOUN CCONJ,1
659,PART VERB ADV,VERB PART VERB,1
667,PART VERB DET,PRON VERB VERB,1
665,PART VERB DET,PART PART VERB,1
664,PART VERB DET,DET NOUN ADP,1
663,PART VERB DET,DET ADJ NOUN,1
662,PART VERB DET,ADP DET NOUN,1
661,PART VERB DET,ADJ PART VERB,1
660,PART VERB CCONJ,VERB CCONJ PRON,1
658,PART VERB ADV,VERB ADV NUM,1
648,PART VERB ADP,VERB ADP NUM,1
657,PART VERB ADV,VERB ADV CCONJ,1
654,PART VERB ADV,PART VERB DET,1
653,PART VERB ADV,PART VERB ADV,1
652,PART VERB ADV,ADP DET NOUN,1
651,PART VERB ADV,ADP ADV ADJ,1
650,PART VERB ADP,VERB PART VERB,1
649,PART VERB ADP,VERB ADP PRON,1
625,PART DET NOUN,DET NOUN PUNCT,1
623,PART DET NOUN,ADV DET NOUN,1
580,NUM ADP NOUN,NOUN ADP NOUN,1
591,NUM NOUN ADJ,NUM PUNCT NOUN,1
599,NUM NOUN ADV,CCONJ NUM NOUN,1
597,NUM NOUN ADP,PUNCT NUM NOUN,1
596,NUM NOUN ADP,NUM PUNCT NOUN,1
595,NUM NOUN ADP,DET NOUN ADP,1
594,NUM NOUN ADP,ADP VERB PRON,1
593,NUM NOUN ADP,ADP NUM NOUN,1
592,NUM NOUN ADP,ADJ NOUN ADP,1
590,NUM NOUN ADJ,NUM NOUN ADJ,1
601,NUM NOUN NOUN,NUM NOUN CCONJ,1
589,NUM NOUN ADJ,ADJ PUNCT ADJ,1
588,NUM DET NUM,ADP DET NUM,1
587,NUM DET ADJ,ADP DET ADJ,1
586,NUM CCONJ NUM,NOUN NUM CCONJ,1
585,NUM CCONJ NOUN,NOUN CCONJ NOUN,1
582,NUM ADP PRON,ADP NUM ADP,1
581,NUM ADP NOUN,NUM ADP NOUN,1
600,NUM NOUN CCONJ,ADP NUM NOUN,1
602,NUM NOUN NOUN,NUM NOUN NOUN,1
622,PART CCONJ ADP,CCONJ ADP ADP,1
614,NUM PUNCT PRON,NOUN PUNCT PRON,1
621,PART ADP DET,PART ADP DET,1
620,PART ADP DET,NOUN ADP DET,1
619,PART ADP DET,DET NOUN PUNCT,1
618,PART ADP DET,ADV ADP DET,1
617,PART ADP DET,ADP DET NOUN,1
616,PART ADJ PART,ADV ADJ PART,1
615,NUM VERB VERB,NOUN VERB VERB,1
613,NUM PUNCT NUM,ADP NUM PUNCT,1
603,NUM NOUN NOUN,NUM PUNCT NOUN,1
612,NUM PUNCT ADV,ADP NUM PUNCT,1
611,NUM PUNCT ADP,PRON VERB NUM,1
610,NUM PROPN PUNCT,ADP NUM PROPN,1
609,NUM PART NOUN,NOUN NUM PUNCT,1
606,NUM NOUN PUNCT,NOUN NUM NOUN,1
605,NUM NOUN PUNCT,ADV VERB ADP,1
604,NUM NOUN PRON,DET NUM NOUN,1
1534,_ _ _,_ _ _,1
